notice_year,item_std_code,company,product_name,rep_code,atc_code,rx_otc
2024,201606255,(주)종근당,마이렙틱엔장용정360밀리그램(미코페놀레이트나트륨),8806433076108,L04AA06,전문
2024,201401967,(주)종근당,마이렙트현탁용분말1g/5ml(미코페놀레이트모페틸),8806433067502,L04AA06,전문
2024,201307568,(유)한국비엠에스제약,오렌시아서브큐프리필드시린지125밀리그램(아바타셉트),8806587005702,L04AA24,전문
2024,201002332,(유)한국비엠에스제약,오렌시아주250밀리그램(아바타셉트),8806587004804,L04AA24,전문
2024,201904640,머크(주),마벤클라드정(클라드리빈),8806617007300,L04AA40,전문
2024,201801194,(주)엘지화학,유셉트오토인젝터주(에타너셉트),8806689032200,L04AB01,전문
2024,201801195,(주)엘지화학,유셉트프리필드시린지주(에타너셉트),8806689032309,L04AB01,전문
2024,201801195,(주)엘지화학,유셉트프리필드시린지주(에타너셉트),8806689032408,L04AB01,전문
2024,202006923,(주)셀트리온,램시마펜주120mg(인플릭시맵)(단클론항체유전자재조합),8806238000902,L04AB02,전문
2024,201206204,(주)셀트리온,램시마주100mg(인플릭시맵)(단클론항체유전자재조합),8806238000100,L04AB02,전문
2024,202203940,(주)셀트리온,셀트리온램시마펜주120mg(인플릭시맵)(단클론항체유전자재조합),8806238002005,L04AB02,전문
2024,201206473,(주)한국얀센,심퍼니프리필드시린지주(골리무맙유전자재조합),8806469018608,L04AB06,전문
2024,201206473,(주)한국얀센,심퍼니프리필드시린지주(골리무맙유전자재조합),8806469019308,L04AB06,전문
2024,201500861,(주)한국얀센,심퍼니주(골리무맙유전자재조합),8806469020502,L04AB06,전문
2024,201308672,(주)한국얀센,심퍼니오토인젝터주(골리무맙유전자재조합),8806469018806,L04AB06,전문
2024,201308672,(주)한국얀센,심퍼니오토인젝터주(골리무맙유전자재조합),8806469019209,L04AB06,전문
2024,200410069,한국노바티스(주),씨뮬렉트주사(바실릭시맙)(단클론항체유전자재조합),8806536006705,L04AC02,전문
2024,201607286,(주)한국얀센,스텔라라피하주사(우스테키누맙),8806469021905,L04AC05,전문
2024,201103892,(주)한국얀센,스텔라라프리필드주(우스테키누맙),8806469016901,L04AC05,전문
2024,201103892,(주)한국얀센,스텔라라프리필드주(우스테키누맙),8806469020403,L04AC05,전문
