ingredient,product_name,indication,report_type,report_date,era
시스아트라쿠륨베실산염,님벡스주(시스아트라쿠륨베실산염),용액주사제,공급부족,2018-11-30,~2022-12-31
가도디아마이드,옴니스캔피.에프.에스.주287밀리그람(가도디아마이드),용액주사제,공급중단,2018-11-30,~2022-12-31
알데스류킨,"프로류킨주(알데스류킨, 유전자재조합)",용액용분말주사제,공급중단,2018-11-28,~2022-12-31
"정제B형간염 표면항원단백(유전자재조합)[숙주: Saccharomyces cerevisiae AB110, 벡터: pYLBC-A/G-UB-HBs]",유박스비 프리필드주[B형간염백신(유전자재조합)],용액주사제,공급중단,2018-11-26,~2022-12-31
초산마페나이드,설파마이론퍼5%토피컬솔루션산(초산마페나이드),산제,공급부족,2018-11-16,~2022-12-31
"캅토프릴,히드로클로로티아지드",카포짓정50/25밀리그람,나정,공급중단,2018-11-14,~2022-12-31
탄도스피론시트르산염,세디엘정10밀리그램(탄도스피론시트르산염),필름코팅정,공급중단,2018-11-12,~2022-12-31
N-(3-플루오르프로필)-2베타-카르복시-메톡시-3베타-(4-[123I]아이오도페닐)-트로판,한국원자력의학원요오드123 에프피씨아이티주사액,용액주사제,공급중단,2018-11-12,~2022-12-31
탄도스피론시트르산염,세디엘정5밀리그램(탄도스피론시트르산염),필름코팅정,공급중단,2018-11-12,~2022-12-31
덱사메타손,오저덱스이식제700㎍(덱사메타손),"서방형이식제, 국소용",공급중단,2018-11-07,~2022-12-31
시클레소니드,알베스코흡입제80(시클레소니드),정량계량성 에어로솔,공급부족,2018-11-02,~2022-12-31
부세렐린아세테이트,슈퍼팍트주사(부세렐린아세테이트),용액주사제,공급중단,2018-11-01,~2022-12-31
이소프로테레놀염산염,이수푸렐주(이소프로테레놀염산염),용액주사제,공급부족,2018-10-30,~2022-12-31
답손,태극답손정25mg,나정,공급중단,2018-10-15,~2022-12-31
에데트산크롬(51Cr),새한크롬이디티에이주사(에데트산크롬(51Cr)),수액제,공급중단,2018-10-15,~2022-12-31
몰리브덴산나트륨(99Mo)액,드라이텍제너레이터(과테크네튬산나트륨(99mTc)주사액제너레이터,용액주사제,공급중단,2018-10-15,~2022-12-31
염화스트론튬(89 Sr),메타스트론주(염화스트론튬(89Sr)),용액주사제,공급중단,2018-10-15,~2022-12-31
메토프롤롤숙신산염,푸로롤100서방정(메토프롤롤숙신산염)(수출용),서방성필름코팅정,공급중단,2018-10-11,~2022-12-31
"시프로테론아세테이트,에티닐에스트라디올",다이안느35정,당의정,공급중단,2018-10-11,~2022-12-31
메토프롤롤숙신산염,푸로롤100서방정(메토프롤롤숙신산염)(수출용),서방성필름코팅정,공급중단,2018-10-11,~2022-12-31
팔미트산이소프로필,본왁스(팔미트산이소프로필),피부연고제,공급중단,2018-10-04,~2022-12-31
겐타마이신황산염,안국겐타마이신황산염크림,피부크림제,공급중단,2018-10-02,~2022-12-31
메드록시프로게스테론아세테이트,프로베라정10mg(메드록시프로게스테론아세테이트),나정,공급부족,2018-09-30,~2022-12-31
가수과산화벤조일,톡클리어겔5%(가수과산화벤조일),피부용겔제,공급중단,2018-09-28,~2022-12-31
가수과산화벤조일,톡클리어겔2.5%(가수과산화벤조일),피부용겔제,공급중단,2018-09-28,~2022-12-31
트리엔틴염산염,사이프린캡슐(트리엔틴염산염),"경질캡슐제, 산제",공급중단,2018-09-28,~2022-12-31
니페디핀,아달라트연질캅셀5밀리그람(니페디핀),"연질캡슐제, 액상",공급중단,2018-09-14,~2022-12-31
"레보도파,카르비도파수화물",시네메트정25/100,나정,공급부족,2018-09-10,~2022-12-31
"레보도파,카르비도파수화물",시네메트정,나정,공급부족,2018-09-10,~2022-12-31
"엘비테그라비르,엠트리시타빈,이산화규소흡착코비시스타트,테노포비르디소프록실푸마레이트",스트리빌드정,필름코팅정,공급중단,2018-09-06,~2022-12-31
황산바륨,레딕스액140그람(황산바륨),경구용현탁액제,공급중단,2018-09-06,~2022-12-31
구연산갈륨(67Ga),다이이치구연산갈륨(67Ga)주사액,용액주사제,공급중단,2018-08-22,~2022-12-31
트롤아민,비아핀에멀젼(트롤아민),피부크림제,공급부족,2018-08-14,~2022-12-31
카르베토신,듀라토신주(카르베토신),용액주사제,공급중단,2018-08-06,~2022-12-31
황산바륨,솔로탑에치.디(황산바륨),현탁액용산제,공급중단,2018-07-30,~2022-12-31
황산바륨,솔로탑액140(황산바륨),경구용현탁액제,공급중단,2018-07-30,~2022-12-31
황산바륨,솔로탑현탁용분말(현탁용황산바륨),현탁액용산제,공급중단,2018-07-30,~2022-12-31
"탄산수소나트륨,타르타르산",태준탑발포지과립,과립제,공급중단,2018-07-30,~2022-12-31
포수클로랄,포크랄시럽(포수클로랄),액상시럽제,공급중단,2018-07-23,~2022-12-31
알로푸리놀,한국유나이티드알로푸리놀정(수출명:AllopurineTabs),나정,공급중단,2018-07-13,~2022-12-31
시클레소니드,알베스코흡입제80(시클레소니드),정량계량성 에어로솔,공급부족,2018-07-12,~2022-12-31
"인유두종바이러스 6형 L1 단백질,인유두종바이러스 11형 L1 단백질,인유두종바이러스 16형 L1 단백질,인유두종바이러스 18형 L1 단백질,인유두종바이러스 31형 L1 단백질,인유두종바이러스 33형 L1 단백질,인유두종바이러스 45형 L1 단백질,인유두종바이러스 52형 L1 단백질,인유두종바이러스 58형 L1 단백질","가다실9프리필드시린지[인유두종바이러스9가(6,11,16,18,31,33,45,52,58형)백신(유전자재조합)] ",현탁액주사제,공급부족,2018-07-05,~2022-12-31
리네졸리드,한올리네졸리드주2밀리그램/밀리리터,수액제,공급중단,2018-06-29,~2022-12-31
설파디아진은,일바돈크림(설파디아진은),피부크림제,공급중단,2018-06-27,~2022-12-31
아모설랄롤염산염,라우간정20밀리그람(아모설랄롤염산염),필름코팅정,공급중단,2018-06-11,~2022-12-31
정제유로키나제액,"녹십자유로키나제주20,000단위",용액용동결건조분말주사제,공급중단,2018-06-08,~2022-12-31
아스코르브산,씨코빅주(아스코르브산),용액주사제,공급중단,2018-06-07,~2022-12-31
염화나트륨,비브라운0.9%생리식염주사액(염화나트륨),수액제,공급중단,2018-05-24,~2022-12-31
포도당일수화물,비브라운10%포도당주사액,수액제,공급중단,2018-05-24,~2022-12-31
"염화나트륨,포도당일수화물",비브라운5%포도당생리식염주사액,수액제,공급중단,2018-05-24,~2022-12-31
"염화나트륨,염화칼륨,젖산나트륨,염화칼슘이수화물",비브라운하트만액,수액제,공급중단,2018-05-24,~2022-12-31
주사용아스피린리신90%,알타질주(주사용아스피린리신90%),용액용분말주사제,공급중단,2018-05-24,~2022-12-31
포도당일수화물,비브라운5%포도당주사액,수액제,공급중단,2018-05-24,~2022-12-31
아미오다론염산염,코다론주사(아미오다론염산염),용액주사제,공급부족,2018-05-23,~2022-12-31
니트로 푸루시드 나트륨,나이트로프레스주(니트로푸루시드나트륨),용액주사제,공급부족,2018-05-14,~2022-12-31
미토마이신씨,미토마이신씨교와10밀리그람주,용액용분말주사제,공급부족,2018-05-04,~2022-12-31
코네스타트 알파(유전자재조합 사람 C1 에스테라제 억제제),"루코네스트주(코네스타트 알파, 유전자재조합사람C1에스테라제억제제)))",용액용동결건조분말주사제,공급중단,2018-05-03,~2022-12-31
무수에탄올,대한무수에탄올 주(바이알),용액주사제,공급중단,2018-05-02,~2022-12-31
파라아미노살리실산칼슘수화물,동인당파스과립(파라아미노살리실산칼슘수화물),과립제,공급중단,2018-04-27,~2022-12-31
레타파물린,알타고연고(레타파물린),피부연고제,공급중단,2018-04-26,~2022-12-31
파시레오타이드디아스파르트산염,시그니포주0.6밀리그램(파시레오타이드디아스파르트산염),용액주사제,공급중단,2018-04-16,~2022-12-31
다사티닙,스프라이셀정70밀리그램(다사티닙),필름코팅정,공급중단,2018-04-11,~2022-12-31
아모설랄롤염산염,라우간정10밀리그람(아모설랄롤염산염),필름코팅정,공급중단,2018-04-10,~2022-12-31
단트롤렌나트륨수화물,아노렉스캡슐25밀리그램(단트롤렌나트륨수화물),"경질캡슐제, 산제",공급부족,2018-04-06,~2022-12-31
니솔디핀,씨스코이알서방정20밀리그램(니솔디핀),서방성다층정,공급부족,2018-03-30,~2022-12-31
니솔디핀,씨스코이알서방정10밀리그램(니솔디핀),서방성다층정,공급부족,2018-03-30,~2022-12-31
페미로라스트칼륨,알레기살정10밀리그람(페미로라스트칼륨),나정,공급중단,2018-03-30,~2022-12-31
엑세나타이드,바이에타펜주10마이크로그램(엑세나타이드),용액주사제,공급중단,2018-03-16,~2022-12-31
엑세나타이드,바이에타펜주5마이크로그램(엑세나타이드),용액주사제,공급중단,2018-03-16,~2022-12-31
아이오다이즈드오일(양귀비종자 유래 요오드화지방산 에틸에스테르),리피오돌울트라액(아이오다이즈드오일),용액주사제,공급중단,2018-03-07,~2022-12-31
이소프로테레놀염산염,이수푸렐주(이소프로테레놀염산염),용액주사제,공급부족,2018-03-07,~2022-12-31
글루콘산제이철나트륨복염,훼리탑액(글루콘산제이철나트륨착염)(수출용),경구용액제,공급중단,2018-03-06,~2022-12-31
스피로노락톤,알닥톤필름코팅정25밀리그람(스피로노락톤),필름코팅정,공급부족,2018-02-28,~2022-12-31
합성연어칼시토닌(살카토닌),마야칼식주50(살카토닌),용액주사제,공급중단,2018-02-27,~2022-12-31
비노렐빈타르타르산염,화이자비노렐빈타르타르산염주10mg/mL,용액주사제,공급중단,2018-02-23,~2022-12-31
"레보노르게스트렐,에티닐에스트라디올",트리퀼라정,당의정,공급중단,2018-02-23,~2022-12-31
비노렐빈타르타르산염,화이자비노렐빈타르타르산염주10mg/mL,용액주사제,공급중단,2018-02-23,~2022-12-31
이미다프릴염산염,동아타나트릴정5밀리그램(이미다프릴염산염),나정,공급중단,2018-02-20,~2022-12-31
이미다프릴염산염,동아타나트릴정10밀리그램(이미다프릴염산염),나정,공급중단,2018-02-20,~2022-12-31
라코사미드,빔팻정100mg(라코사미드),필름코팅정,공급중단,2018-02-19,~2022-12-31
라코사미드,빔팻정50mg(라코사미드),필름코팅정,공급중단,2018-02-19,~2022-12-31
라노코나졸,아스타트크림(라노코나졸),피부크림제,공급중단,2018-02-12,~2022-12-31
실데나필시트르산염,파데나필정20밀리그램(실데나필시트르산염),필름코팅정,공급중단,2018-02-08,~2022-12-31
비노렐빈타르타르산염,화이자비노렐빈타르타르산염주10mg/mL,용액주사제,공급부족,2018-02-06,~2022-12-31
"약독홍역생바이러스(바이러스주: Schwarz strain),약독유행성이하선염생바이러스(바이러스주: RIT4385 strain),약독풍진생바이러스(바이러스주: Wistar RA 27/3 strain)","프리오릭스주(홍역,유행성이하선염및풍진혼합생바이러스백신)",용액용동결건조분말주사제,공급부족,2018-01-26,~2022-12-31
히드록시진염산염,유시락스정25밀리그람(히드록시진염산염),나정,공급중단,2018-01-23,~2022-12-31
히드록시진염산염,유시락스정10밀리그램(히드록시진염산염),나정,공급중단,2018-01-23,~2022-12-31
스피로노락톤,알닥톤필름코팅정25밀리그람(스피로노락톤),필름코팅정,공급부족,2018-01-18,~2022-12-31
비노렐빈타르타르산염,화이자비노렐빈타르타르산염주10mg/mL,용액주사제,공급부족,2018-01-15,~2022-12-31
페니실린지칼륨,알보젠주사용페니실린지칼륨(500만단위),용액용분말주사제,공급중단,2018-01-12,~2022-12-31
락티톨수화물,포탈락산(락티톨수화물),산제,공급부족,2018-01-12,~2022-12-31
데페록사민메실레이트,화이자데페록사민메실레이트주500mg,용액용동결건조분말주사제,공급부족,2018-01-11,~2022-12-31
퀴나프릴염산염,아큐프릴정10밀리그램(퀴나프릴염산염),필름코팅정,공급중단,2018-01-09,~2022-12-31
노르플록사신,종근당박시달정(노르플록사신),필름코팅정,공급중단,2018-01-03,~2022-12-31
디메르캅토호박산,셀비온디엠에스에이주(디메르캅토호박산),용액용동결건조분말주사제,공급중단,2018-01-02,~2022-12-31
메칠렌디포스폰산,셀비온엠디피주(메칠렌디포스폰산),용액용동결건조분말주사제,공급중단,2018-01-02,~2022-12-31
메브로페닌,셀비온메브로페닌주(메브로페닌),용액용동결건조분말주사제,공급중단,2018-01-02,~2022-12-31
에피네프린,제일에피네프린주사액,용액주사제,공급중단,2017-12-28,~2022-12-31
락툴로오즈농축액,크린락시럽(락툴로오즈농축액),액상시럽제,공급중단,2017-12-27,~2022-12-31
락툴로오즈농축액,크린락이지시럽(락툴로오즈농축액),액상시럽제,공급중단,2017-12-27,~2022-12-31
피레녹신,가리유니점안액(피레녹신),현탁액점안제,공급중단,2017-12-27,~2022-12-31
페미로라스트칼륨,알레기살점안액(페미로라스트칼륨),점안용액제,공급중단,2017-12-27,~2022-12-31
이소플루란,포란액(이소플루란),"흡입제, 미분류",공급중단,2017-12-21,~2022-12-31
니솔디핀,씨스코이알서방정10밀리그램(니솔디핀),서방성다층정,공급부족,2017-12-21,~2022-12-31
니솔디핀,씨스코이알서방정20밀리그램(니솔디핀),서방성다층정,공급부족,2017-12-21,~2022-12-31
브롬헥신염산염,비졸본정(브롬헥신염산염),나정,공급중단,2017-12-21,~2022-12-31
태반성성선자극호르몬,프레그닐주5000아이유(태반성성선자극호르몬),용액용동결건조분말주사제,공급중단,2017-12-20,~2022-12-31
"아달리무맙(숙주:CHO cell,벡터:pA205,종세포주:M-970321-6)","휴미라주40밀리그램(아달리무맙,유전자재조합)",용액주사제,공급중단,2017-12-19,~2022-12-31
트리아졸람,할시온정0.125밀리그램(트리아졸람),나정,공급부족,2017-12-19,~2022-12-31
데페록사민메실레이트,화이자데페록사민메실레이트주500mg,용액용동결건조분말주사제,공급부족,2017-12-18,~2022-12-31
황산빈크리스틴,화이자빈크리스틴황산염주1mg/mL,용액주사제,공급부족,2017-12-15,~2022-12-31
노르플록사신,종근당박시달캅셀200밀리그람(노르플록사신),"경질캡슐제, 산제",공급중단,2017-12-14,~2022-12-31
"나테글리니드,메트포르민염산염",파스틱메트정120/500밀리그램,필름코팅정,공급중단,2017-12-12,~2022-12-31
스펙티노마이신염산염수화물,국제스펙티노마이신염산염수화물주(스펙티노마이신염산염수화물),용액용분말주사제,공급중단,2017-11-24,~2022-12-31
아비라테론아세테이트(미분화),자이티가정250밀리그램(아비라테론아세테이트(미분화)),"정제, 미분류",공급중단,2017-11-22,~2022-12-31
히드로탈시트,삼남히드로탈시트과립,과립제,공급중단,2017-11-21,~2022-12-31
시조피란,시소피란주(시조피란)(수출용),용액주사제,공급중단,2017-11-16,~2022-12-31
팜프리딘,팜피라서방정10밀리그램(팜프리딘),서방성필름코팅정,공급중단,2017-11-14,~2022-12-31
니트로 푸루시드 나트륨,나이트로프레스주(니트로푸루시드나트륨),용액주사제,공급부족,2017-11-10,~2022-12-31
"3,3-디포스포노-1,2-프로판디카르복실산(DPD)나트륨","텍시빌테세오스주(3,3-디포스포노-1,2-프로판디카르복실산나트륨)",용액용동결건조분말주사제,공급중단,2017-11-09,~2022-12-31
염화이트리움[90Y]액,이트라시스방사성의약품전구액(염화이트리움[90Y]),용액주사제,공급중단,2017-11-02,~2022-12-31
주석산비노렐빈,산도스비노렐빈주10밀리그램/밀리리터(비노렐빈타르타르산염),용액주사제,공급중단,2017-10-31,~2022-12-31
살카토닌,마야칼식나살스프레이200(살카토닌),용액주사제,공급중단,2017-10-26,~2022-12-31
팔리비주맙,시나지스주100밀리그램(팔리비주맙),용액용동결건조분말주사제,공급중단,2017-10-24,~2022-12-31
수용성아줄렌,블루케어스프레이(수용성아줄렌),일반액상분무제,공급중단,2017-10-24,~2022-12-31
"메글루민,이옥시탈라민산",텔레브릭스30메글루민주(이옥시탈라민산),용액주사제,공급중단,2017-10-24,~2022-12-31
팔리비주맙,시나지스주50밀리그램(팔리비주맙),용액용동결건조분말주사제,공급중단,2017-10-24,~2022-12-31
"무정형에스신,치오콜치코시드",치오시나정,필름코팅정,공급중단,2017-10-20,~2022-12-31
푸로세미드,후릭스정(푸로세미드),나정,공급부족,2017-10-16,~2022-12-31
푸로세미드,후릭스정(푸로세미드),나정,공급부족,2017-10-16,~2022-12-31
치오펜탈나트륨,펜토탈소디움주사0.25그램(치오펜탈나트륨),용액용분말주사제,공급중단,2017-10-13,~2022-12-31
"심바스타틴,페노피브레이트(미분화)",콜립정145/40밀리그램,필름코팅정,공급중단,2017-09-29,~2022-12-31
벤조나테이트,기가연질캡슐(벤조나테이트),"연질캡슐제, 현탁상",공급중단,2017-09-29,~2022-12-31
인게놀메뷰테이트,피카토겔0.05%(인게놀메뷰테이트),피부용겔제,공급중단,2017-09-28,~2022-12-31
인게놀메뷰테이트,피카토겔0.015%(인게놀메뷰테이트),피부용겔제,공급중단,2017-09-28,~2022-12-31
페니실린지칼륨,알보젠주사용페니실린지칼륨(500만단위),용액용분말주사제,공급부족,2017-09-22,~2022-12-31
치오펜탈나트륨,펜토탈소디움0.5그램주(치오펜탈나트륨),용액용동결건조분말주사제,공급중단,2017-09-20,~2022-12-31
디곡신,카데프엘릭서(디곡신),엘릭서제,공급중단,2017-09-18,~2022-12-31
데페록사민메실레이트,화이자데페록사민메실레이트주500mg,용액용동결건조분말주사제,공급부족,2017-09-01,~2022-12-31
니트로 푸루시드 나트륨,나이트로프레스주(니트로푸루시드나트륨),용액주사제,공급부족,2017-09-01,~2022-12-31
미토테인,리소드렌정500밀리그람(미토테인),나정,공급부족,2017-08-22,~2022-12-31
마진돌,마자놀정(마진돌),나정,공급중단,2017-07-28,~2022-12-31
염화트로스피움,인컨티30정(염화트로스피움),필름코팅정,공급중단,2017-07-27,~2022-12-31
히드로코르티손부티레이트,하이드로션(히드로코르티손부티레이트),피부로션제,공급중단,2017-07-12,~2022-12-31
시타라빈,데포사이트주사50밀리그램/5밀리리터(리포좀시타라빈),현탁액주사제,공급중단,2017-07-06,~2022-12-31
니스타틴,타로니스타틴시럽,액상시럽제,공급중단,2017-06-30,~2022-12-31
아트라쿠륨베실산염,아크리움주사(아트라쿠륨베실산염),용액주사제,공급중단,2017-06-30,~2022-12-31
토레미펜시트르산염,사와이토레미펜정40밀리그램(토레미펜시트르산염),나정,공급중단,2017-06-30,~2022-12-31
옥사프로진,옥진정(옥사프로진),나정,공급중단,2017-06-26,~2022-12-31
멜팔란,알케란주(멜팔란),용액용동결건조분말주사제,공급중단,2017-06-16,~2022-12-31
"클로르디아제폭시드,클리디늄브롬화물","리브락스정(클리디늄브롬화물,클로르디아제폭시드)
",필름코팅정,공급부족,2017-06-14,~2022-12-31
"정제 B형 간염 표면항원 단백 [숙주: Hansenula polymorpha YU305, 벡터: pGM834 (FMD promotor)]",헤파박스-진티에프프리필드시린지주(비형간염백신(유전자재조합)치메로살프리),현탁액주사제,공급중단,2017-06-12,~2022-12-31
"코리폴리트로핀 알파 (유전자재조합, 숙주세포 : CHO-K1, 벡터 : pKMS.FSHαβCTP)","에론바주사100마이크로그램(코리폴리트로핀알파, 유전자재조합)","주사제, 미분류",공급중단,2017-06-12,~2022-12-31
"코리폴리트로핀 알파 (유전자재조합, 숙주세포 : CHO-K1, 벡터 : pKMS.FSHαβCTP)","에론바주사 150마이크로그램(코리폴리트로핀 알파, 유전자재조합)","주사제, 미분류",공급중단,2017-06-12,~2022-12-31
"정제 B형 간염 표면항원 단백 [숙주: Hansenula polymorpha YU305, 벡터: pGM834 (FMD promoter)]",헤파박스-진티에프주[비형간염백신(유전자재조합)치메로살프리](수출명:박세푸르비),용액주사제,공급중단,2017-06-12,~2022-12-31
"정제 B형 간염 표면항원 단백 [숙주: Hansenula polymorpha YU305, 벡터: pGM834 (FMD promoter)]",헤파박스-진티에프주[비형간염백신(유전자재조합)치메로살프리](수출명:박세푸르비),용액주사제,공급중단,2017-06-12,~2022-12-31
포비돈 요오드,포타딘연고(포비돈요오드),피부연고제,공급중단,2017-06-09,~2022-12-31
플루오레세인,광동플루오레세인주(플루오레세인),용액주사제,공급중단,2017-06-01,~2022-12-31
스트렙토마이신황산염,종근당황산스트렙토마이신주(스트렙토마이신황산염),용액용분말주사제,공급중단,2017-05-31,~2022-12-31
이스라디핀,다이나써크서방캡슐(이스라디핀),"서방성캡슐제, 펠렛",공급중단,2017-05-29,~2022-12-31
데노파민,카도파민정(데노파민),나정,공급중단,2017-05-22,~2022-12-31
글루카곤,가르콘주(글루카곤),용액용동결건조분말주사제,공급중단,2017-05-19,~2022-12-31
비씨지(Tice균주),온코타이스주(비씨지StrainTice),현탁액용동결건조분말주사제,공급부족,2017-05-19,~2022-12-31
아바나필,제피드정200밀리그램(아바나필),나정,공급중단,2017-05-11,~2022-12-31
아바나필,제피드정200밀리그램(아바나필),나정,공급중단,2017-05-11,~2022-12-31
옥시메톨론,셀트리온옥시메톨론정,나정,공급부족,2017-05-04,~2022-12-31
라다클로린,라이트팜텍라다클로린주사,용액주사제,공급중단,2017-04-25,~2022-12-31
글리벤클라미드,유글루콘정(글리벤클라미드),나정,공급중단,2017-04-24,~2022-12-31
리팜피신,리포덱스캅셀(리팜피신)(수출명: 종근당리팜피신캅셀150mg),"경질캡슐제, 산제",공급중단,2017-04-24,~2022-12-31
"에토노게스트렐,에티닐에스트라디올",누바링,나정,공급중단,2017-04-14,~2022-12-31
아스피린제피세립(아세틸살리실산제피세립),로날정(아스피린제피세립),나정,공급중단,2017-04-07,~2022-12-31
아스피린제피세립(아세틸살리실산제피세립),로날정100밀리그램(아스피린제피세립),나정,공급중단,2017-04-07,~2022-12-31
"산화아연,콜레칼시페롤과립",썬비타플러스정,나정,공급중단,2017-04-05,~2022-12-31
페그인터페론알파-2a(숙주 E.coli W3110trpR-벡터pLIF-A-trp55),페가시스주135마이크로그램프로클릭(페그인터페론알파-2에이),용액주사제,공급중단,2017-03-31,~2022-12-31
리시노프릴수화물,나노프릴정(리시노프릴수화물)(수출명: 리시노젬정),나정,공급중단,2017-03-30,~2022-12-31
세트로렐릭스아세트산염,세트로타이드주0.25밀리그램(세트로렐릭스아세트산염),용액용동결건조분말주사제,공급부족,2017-03-27,~2022-12-31
시클로포스파미드,알키록산정(시클로포스파미드정),필름코팅정,공급중단,2017-03-24,~2022-12-31
"다음의 혈청형에 대한 정제 폐렴구균 협막다당류[1,2,3,4,5,6B,7F,8,9N,9V,10A,11A,12F,14,15B,17F,18C,19A,19F,20,22F,23F,33F]",뉴모-23 폐렴구균백신주사(정제폐렴구균협막다당류),용액주사제,공급중단,2017-03-23,~2022-12-31
비페리덴염산염,아톨정2밀리그램(비페리덴염산염),나정,공급중단,2017-03-22,~2022-12-31
보세프레비르,빅트렐리스캡슐 200밀리그램(보세프레비르),"경질캡슐제, 산제",공급중단,2017-03-13,~2022-12-31
시소마이신황산염,엑소마이신50밀리그램주사(시소마이신황산염),용액주사제,공급중단,2017-02-27,~2022-12-31
시소마이신황산염,엑소마이신75밀리그램주사(시소마이신황산염),용액주사제,공급중단,2017-02-27,~2022-12-31
미그리톨,글리톨정50밀리그램(미그리톨),필름코팅정,공급중단,2017-02-27,~2022-12-31
다우노루비신염산염,다우노브라스티나주사(다우노루비신염산염),용액용동결건조분말주사제,공급중단,2017-02-17,~2022-12-31
세프티부텐수화물,세프템건조시럽(세프티부텐수화물),"건조시럽제, 산제",공급중단,2017-02-17,~2022-12-31
황산바륨,솔로탑액130(황산바륨),경구용현탁액제,공급중단,2017-02-14,~2022-12-31
황산바륨,이지마크현탁액0.1(황산바륨),경구용현탁액제,공급중단,2017-02-14,~2022-12-31
황산바륨,솔로탑액70(황산바륨),경구용현탁액제,공급중단,2017-02-14,~2022-12-31
황산바륨,태준이지시티액4.6(황산바룸),경구용현탁액제,공급중단,2017-02-14,~2022-12-31
황산바륨,태준이지시티액1.5(황산바륨),경구용현탁액제,공급중단,2017-02-14,~2022-12-31
인터페론알파-2B,"인트론에이멀티도스펜1천8백만단위(인터페론알파-2b,유전자재조합)",용액주사제,공급중단,2017-01-23,~2022-12-31
인터페론알파-2B,"인트론에이멀티도스펜3천만단위(인터페론알파-2b,유전자재조합)",용액주사제,공급중단,2017-01-23,~2022-12-31
염산페닐에프린,미드후린2.5%점안액(염산페닐에프린),점안용액제,공급중단,2017-01-20,~2022-12-31
암브리센탄,볼리브리스정5밀리그램(암브리센탄),나정,공급부족,2017-01-13,~2022-12-31
"무정형에스신,티오콜키코시드",치오신정,필름코팅정,공급중단,2017-01-09,~2022-12-31
덱사메타손,크라운덱사메타손정,나정,공급중단,2017-01-05,~2022-12-31
할로페리돌,태극할로페리돌정20밀리그람,나정,공급중단,2017-01-03,~2022-12-31
할로페리돌,태극할로페리돌정10밀리그람,나정,공급중단,2017-01-03,~2022-12-31
히드로클로로티아지드,디크로다이드정25밀리그램(히드로클로로티아지드),나정,공급중단,2017-01-03,~2022-12-31
"덱스트란40,포도당",대한덱스트란40덱스주,수액제,공급중단,2017-01-02,~2022-12-31
프로프라놀롤염산염,인데솔정(프로프라놀롤염산염),나정,공급중단,2016-12-27,~2022-12-31
아미노필린,아미린정100mg(아미노필린),나정,공급중단,2016-12-26,~2022-12-31
토포테칸염산염,하이캄틴주4밀리그램(토포테칸염산염),용액용동결건조분말주사제,공급부족,2016-12-21,~2022-12-31
프로필티오우라실,한림프로필티오우라실정,나정,공급중단,2016-12-20,~2022-12-31
이소프로필우노프로스톤,레스큘라점안액(이소프로필우노프로스톤),점안용액제,공급중단,2016-12-19,~2022-12-31
"에르고칼시페롤과립,비타민D3타입100CWS",비타투디정,필름코팅정,공급중단,2016-12-19,~2022-12-31
황산바륨,레딕스액130그람(황산바륨),경구용현탁액제,공급중단,2016-12-19,~2022-12-31
로티고틴,뉴프로패취8mg/24h(로티고틴),첩포,공급중단,2016-12-16,~2022-12-31
디다노신,바이덱스EC서방캅셀125밀리그람(디다노신),"서방성캡슐제, 펠렛",공급중단,2016-12-15,~2022-12-31
디다노신,바이덱스EC서방캅셀400밀리그람(디다노신),"서방성캡슐제, 펠렛",공급중단,2016-12-15,~2022-12-31
디다노신,바이덱스EC서방캅셀200밀리그람(디다노신),"서방성캡슐제, 펠렛",공급중단,2016-12-15,~2022-12-31
디다노신,바이덱스EC서방캅셀250밀리그람(디다노신),"서방성캡슐제, 펠렛",공급중단,2016-12-15,~2022-12-31
아스코르브산칼슘,뉴트랄씨정(아스코르브산칼슘),필름코팅정,공급중단,2016-12-09,~2022-12-31
리바비린,엘지리바비린캡슐200mg,"경질캡슐제, 산제",공급중단,2016-12-06,~2022-12-31
프로부콜,로렐코정(프로부콜),필름코팅정,공급중단,2016-12-05,~2022-12-31
트라벡테딘,욘델리스주사1.0밀리그램(트라벡테딘),용액용동결건조분말주사제,공급부족,2016-12-02,~2022-12-31
"페그인터페론알파-2b(유전자재조합) (숙주세포: E. coli K-12, 벡터: KMAC-43)","페그인트론 클리어클릭 주사 50마이크로그램(페그인터페론 알파-2b, 유전자재조합)",용액용동결건조분말주사제,공급중단,2016-12-01,~2022-12-31
"주사침,페그인터페론알파-2b(유전자재조합) (숙주세포: E. coli K-12, 벡터: KMAC-43)","페그인트론 클리어클릭 주사 100마이크로그램(페그인터페론 알파-2b, 유전자재조합)",용액용동결건조분말주사제,공급중단,2016-12-01,~2022-12-31
프로나제B,솔라제정(프로나제B),장용성필름코팅정,공급중단,2016-11-29,~2022-12-31
황산콘드로이틴철,페리콘캡슐(황산콘드로이틴철),"경질캡슐제, 과립제",공급중단,2016-11-22,~2022-12-31
시말드레이트,울틴정(시말드레이트),나정,공급중단,2016-11-21,~2022-12-31
피부반응에적절한다음의알레르기성물질,팻치테스트용알레르기진단용항원연고제,피부연고제,공급중단,2016-11-16,~2022-12-31
메벤다졸,파맥스시럽(메벤다졸) (수출명 : permax suspension),액상시럽제,공급중단,2016-11-16,~2022-12-31
피부반응에적절한다음의알레르기성물질,팻치테스트용알레르기진단용항원액,주사/피부단자시험용용액,공급중단,2016-11-16,~2022-12-31
메벤다졸,파맥스정(메벤다졸)(수출명:Permax Tablet),나정,공급중단,2016-11-16,~2022-12-31
