ingredient,product_name,indication,report_type,report_date,era
시클로펜톨레이트염산염,싸이크로질1%점안액(시클로펜톨레이트염산염),점안용액제,공급부족,2024-09-25,2023-01-01~
피레녹신,산텐가리유니점안액(피레녹신),현탁액점안제,공급부족,2024-09-24,2023-01-01~
니트로푸라존,안국니트로푸라존연고,피부연고제,공급중단,2024-09-20,2023-01-01~
수두사람면역글로불린,녹십자-수두사람면역글로불린주,용액주사제,공급부족,2024-09-12,2023-01-01~
"이부프로펜,L-멘톨",멘소래담딥릴리프겔,피부용겔제,공급중단,2024-09-10,2023-01-01~
베자피브레이트,베자립서방정(베자피브레이트),필름코팅정,공급중단,2024-09-05,2023-01-01~
암피실린나트륨,펜브렉스주500mg(암피실린나트륨),용액용분말주사제,공급부족,2024-09-04,2023-01-01~
"덱사메타손,네오마이신황산염,폴리믹신B황산염",포러스점안액,현탁액점안제,공급중단,2024-09-03,2023-01-01~
라불리주맙,울토미리스주(라불리주맙),용액주사제,공급중단,2024-09-03,2023-01-01~
펜톡시필린,휴온스펜톡시필린주사,용액주사제,공급중단,2024-09-02,2023-01-01~
"아세틸시스테인,클로르페니라민말레산염",세이브론캡슐 (수출명 : SEIBRON Capsule),"경질캡슐제, 산제",공급중단,2024-09-02,2023-01-01~
토포테칸염산염,하이캄틴주4밀리그램(토포테칸염산염),용액용동결건조분말주사제,공급부족,2024-08-29,2023-01-01~
탄산란탄,포스레놀정750밀리그램(탄산란탄),추어블정(저작정),공급중단,2024-08-29,2023-01-01~
탄산란탄,포스레놀정500밀리그램(탄산란탄),추어블정(저작정),공급중단,2024-08-29,2023-01-01~
탄산란탄,포스레놀산1000밀리그램(탄산란탄),산제,공급중단,2024-08-29,2023-01-01~
"슈도에페드린염산염,레보세티리진염산염",코슈엘정,필름코팅정,공급중단,2024-08-23,2023-01-01~
베자피브레이트,베자립정(베자피브레이트),필름코팅정,공급중단,2024-08-22,2023-01-01~
카페시타빈,젤로빅정500밀리그램(카페시타빈),필름코팅정,공급부족,2024-08-20,2023-01-01~
L-카르니틴,엘칸액(엘-카르니틴),경구용액제,공급부족,2024-08-20,2023-01-01~
아지트로마이신수화물,아지탑스주사500밀리그램(아지트로마이신수화물),용액용분말주사제,공급부족,2024-08-19,2023-01-01~
테트라데실황산나트륨콘센트레이트,파이브로베인주0.2%(테트라데실황산나트륨),용액주사제,공급중단,2024-08-19,2023-01-01~
바실루스서브틸리스균·엔테로코쿠스페슘균배양물,락토웰장용캡슐(바실루스서브틸리스균·엔테로코쿠스페슘균배양물),"장용성캡슐제, 펠렛",공급중단,2024-08-12,2023-01-01~
디-페니실라민,알타민캡슐250밀리그램(디-페니실라민),"경질캡슐제, 산제",공급부족,2024-08-01,2023-01-01~
비포나졸,바리토나액(비포나졸),피부액제,공급중단,2024-07-24,2023-01-01~
세티리진염산염,세노바액(세티리진염산염),경구용액제,공급부족,2024-07-24,2023-01-01~
라무시루맙,"사이람자주10밀리그램/밀리리터(라무시루맙,유전자재조합)",용액주사제,공급부족,2024-07-17,2023-01-01~
인슐린라이스프로,휴마로그주100단위/밀리리터(인슐린라이스프로),용액주사제,공급부족,2024-07-12,2023-01-01~
코데인인산염수화물,구주인산코데인정,나정,공급중단,2024-07-12,2023-01-01~
덱스판테놀,비사진나잘스프레이(덱스판테놀),정량액상분무제,공급부족,2024-07-10,2023-01-01~
옥시코돈염산염,아이알코돈정20밀리그램(옥시코돈염산염) ,나정,공급중단,2024-07-09,2023-01-01~
바실릭시맙,"씨뮬렉트주사(바실릭시맙)(단클론항체,유전자재조합)",용액용동결건조분말주사제,공급부족,2024-07-08,2023-01-01~
칼팍탄트,인파서프주(칼팍탄트),현탁액주사제,공급중단,2024-07-05,2023-01-01~
아만타딘황산염,아만타정(아만타딘황산염),필름코팅정,공급중단,2024-07-04,2023-01-01~
"과당,농글리세린",글리푸롤주,수액제,공급중단,2024-07-03,2023-01-01~
과산화벤조일,벤지드로션5%(과산화벤조일),피부로션제,공급중단,2024-07-03,2023-01-01~
"불활화 폴리오 바이러스제2형(균주명:MEF-1주),파상풍톡소이드(균주명:Massachusetts주),디프테리아톡소이드(균주명:Mass8주),백일해톡소이드(균주명:Tohama주, 1상),불활화백일해균선모적혈구응집소(균주명:Tohama주, 1상),불활화백일해균69kDa외막단백질(균주명:Tohama주, 1상),불활화 폴리오 바이러스제1형(균주명:Mahoney주),불활화 폴리오 바이러스제3형(균주명:Saukett주)","인판릭스아이피브이프리필드시린지(흡착 디프테리아, 파상풍 톡소이드, 정제 백일해 및 개량 불활화 폴리오 혼합백신)",현탁액주사제,공급중단,2024-07-01,2023-01-01~
염화석사메토늄,석시콜린주50mg/mL(염화석사메토늄)(앰플),용액주사제,공급중단,2024-06-28,2023-01-01~
살리실산,클리톡외용액2%(살리실산),피부액제,공급중단,2024-06-28,2023-01-01~
페니토인,부광페니토인캡슐100밀리그램,"경질캡슐제, 산제",공급중단,2024-06-28,2023-01-01~
폴리트로핀알파(재조합-인간난포자극호르몬),"고날-에프펜150IU주(폴리트로핀알파, 유전자재조합)",용액주사제,공급부족,2024-06-27,2023-01-01~
글루콘산제이철나트륨착염,훼리탑캡슐(글루콘산제이철나트륨착염),"경질캡슐제, 산제",공급부족,2024-06-27,2023-01-01~
시클로펜톨레이트염산염,싸이크로질1%점안액(시클로펜톨레이트염산염),점안용액제,공급부족,2024-06-20,2023-01-01~
겜피브로질,제일로피드캡슐(겜피브로질),"경질캡슐제, 산제",공급중단,2024-06-20,2023-01-01~
발프로산나트륨,에필람정(발프로산나트륨),장용성필름코팅정,공급중단,2024-06-19,2023-01-01~
발프로산나트륨,에필람주(발프로산나트륨),용액용동결건조분말주사제,공급중단,2024-06-19,2023-01-01~
세티리진염산염,세노바액(세티리진염산염),경구용액제,공급부족,2024-06-19,2023-01-01~
브로모크립틴메실산염,팔로델정(브로모크립틴메실산염),나정,공급부족,2024-06-18,2023-01-01~
아시클로버,헤르페시드안연고(아시클로버),안연고제,공급부족,2024-06-18,2023-01-01~
"함수과산화벤조일,클린다마이신포스페이트",듀악겔5%,피부용겔제,공급부족,2024-06-18,2023-01-01~
노녹시놀9,노원질좌제100밀리그램(노녹시놀9),"질좌제, 일반",공급중단,2024-06-17,2023-01-01~
히드로코르티손아세테이트,락티코트크림1%(히드로코르티손아세테이트),피부크림제,공급중단,2024-06-14,2023-01-01~
반데타닙,카프렐사정300밀리그램(반데타닙),필름코팅정,공급부족,2024-06-10,2023-01-01~
아세틸시스테인,"세브론시럽(아세틸시스테인)(수출명:뮤시스틴시럽,스파탐시럽)",액상시럽제,공급부족,2024-06-10,2023-01-01~
반데타닙,카프렐사정100밀리그램(반데타닙),필름코팅정,공급부족,2024-06-10,2023-01-01~
시클로벤자프린염산염,시클펜정(시클로벤자프린염산염),나정,공급부족,2024-06-05,2023-01-01~
니세르골린,사미온정(니세르골린),당의정,공급부족,2024-06-05,2023-01-01~
살부타몰황산염,벤토린네뷸2.5mg(살부타몰황산염),"흡입제, 미분류",공급부족,2024-06-04,2023-01-01~
베라파밀염산염,일성이솦틴주사(베라파밀염산염),용액주사제,공급중단,2024-05-29,2023-01-01~
"약독 수두생바이러스(바이러스주: Oka/Merck주, 세포주: MRC-5)",조스타박스주(대상포진생바이러스백신),현탁액용동결건조분말주사제,공급중단,2024-05-29,2023-01-01~
클로스트리디움보툴리눔독소A형,나보타주50단위(클로스트리디움보툴리눔독소A형),용액용동결건조분말주사제,공급부족,2024-05-29,2023-01-01~
로라제팜,삼진로라제팜주,용액주사제,공급부족,2024-05-27,2023-01-01~
삼산화비소,트리세녹스주2mg/mL(삼산화비소)(바이알),용액주사제,공급부족,2024-05-27,2023-01-01~
이트라코나졸,스포라녹스액(이트라코나졸),경구용액제,공급중단,2024-05-21,2023-01-01~
프레드니솔론,피알디현탁시럽0.3%(프레드니솔론),액상시럽제,공급중단,2024-05-10,2023-01-01~
"염화나트륨,염화칼륨,아세트산나트륨수화물,염화마그네슘수화물,히드록시에틸전분(130/0.4)",볼루라이트주6%,수액제,공급부족,2024-05-10,2023-01-01~
글루타랄농축액,올콘사이드액(글루타랄농축액),체외,공급중단,2024-05-10,2023-01-01~
이프라글리플로진L-프롤린,슈글렛정50밀리그램(이프라글리플로진L-프롤린),필름코팅정,공급중단,2024-05-10,2023-01-01~
세티리진염산염,세노바액(세티리진염산염),경구용액제,공급부족,2024-05-09,2023-01-01~
나프티핀염산염,일동엑소데릴액(나프티핀염산염),피부액제,공급부족,2024-05-09,2023-01-01~
"폴리트로핀알파(재조합-인간난포자극호르몬)(숙주:CHO DUKX-B11 cell line, 벡터 : pCLH3AXSV2DHFR(α-hFSH), pCLH3AXSV2ODC(β-hFSH),루트로핀알파(인황체형성호르몬)(유전자재조합)(숙주 : CHO-K1 cell line, 벡터 : p-CLH3AXSV2DHFR(α-hLH), p-CLH3AXSV2ODC(β-hLH)",퍼고베리스주,용액용동결건조분말주사제,공급부족,2024-05-07,2023-01-01~
코리오고나도트로핀알파(재조합태반성성선자극호르몬),오비드렐펜주(코리오고나도트로핀알파),용액주사제,공급부족,2024-05-07,2023-01-01~
아탈루렌,트랜스라나과립250밀리그램(아탈루렌),과립제,공급중단,2024-04-30,2023-01-01~
"트롬빈,피브리노겐",타코실,약물이포함된스폰지,공급부족,2024-04-30,2023-01-01~
아탈루렌,트랜스라나과립1000밀리그램(아탈루렌),과립제,공급중단,2024-04-30,2023-01-01~
"트롬빈,피브리노겐",타코실,약물이포함된스폰지,공급부족,2024-04-30,2023-01-01~
알리로쿠맙,프랄런트펜주150mg(알리로쿠맙),용액주사제,공급부족,2024-04-30,2023-01-01~
"트롬빈,피브리노겐",타코실,약물이포함된스폰지,공급부족,2024-04-30,2023-01-01~
아탈루렌,트랜스라나과립125밀리그램(아탈루렌),과립제,공급중단,2024-04-30,2023-01-01~
규산알루민산마그네슘,일양노이시린에이정(규산알루민산마그네슘),나정,공급중단,2024-04-25,2023-01-01~
이오버솔,옵티레이320울트라젝트주사(이오버솔),용액주사제,공급부족,2024-04-24,2023-01-01~
플루르비프로펜나트륨,바슈롬플루비프로펜나트륨점안액0.03%,점안용액제,공급중단,2024-04-24,2023-01-01~
L-아스파르트산-L-오르니틴수화물,파라멜산(L-아스파르트산-L-오르니틴수화물),용액용산제,공급중단,2024-04-24,2023-01-01~
피톨리산트염산염,와킥스필름코팅정5밀리그램(피톨리산트염산염),필름코팅정,공급중단,2024-04-19,2023-01-01~
피톨리산트염산염,와킥스필름코팅정20밀리그램(피톨리산트염산염),필름코팅정,공급중단,2024-04-19,2023-01-01~
"클레보프리드말산염,시메티콘",개스틴캡슐,"경질캡슐제, 산제",공급중단,2024-04-17,2023-01-01~
자가유래 피부섬유아세포,큐어스킨주(자가유래피부섬유아세포),현탁액주사제,공급중단,2024-04-17,2023-01-01~
시메트로퓸브롬화물,브로퓸주사(시메트로퓸브롬화물),용액주사제,공급중단,2024-04-11,2023-01-01~
리바비린,바이라미드캡슐200mg(리바비린)(수출명:일성리바비린캡슐200mg(리바비린)),"경질캡슐제, 산제",공급중단,2024-04-11,2023-01-01~
프리디놀메실산염,콘락스정2밀리그람(프리디놀메실산염),필름코팅정,공급중단,2024-04-11,2023-01-01~
리바비린,바이라미드캡슐100mg(리바비린),"경질캡슐제, 산제",공급중단,2024-04-11,2023-01-01~
시메트로퓸브롬화물,브로퓸주사(시메트로퓸브롬화물),용액주사제,공급중단,2024-04-11,2023-01-01~
카페시타빈,젤로빅정500밀리그램(카페시타빈),필름코팅정,공급부족,2024-04-08,2023-01-01~
카페시타빈,젤로빅정150밀리그램(카페시타빈),필름코팅정,공급부족,2024-04-08,2023-01-01~
"히알우론산나트륨,황산 콘드로이친 나트륨",비스코트점안액,점안주사제,공급부족,2024-04-03,2023-01-01~
트리암시놀론아세토니드,마카이드주(트리암시놀론아세토니드),점안주사제,공급부족,2024-04-03,2023-01-01~
"히알우론산나트륨,황산콘드로이틴나트륨","디스코비스크주(황산콘드로이틴나트륨, 히알루론산나트륨)",용액주사제,공급부족,2024-04-03,2023-01-01~
와파린나트륨,쿠파린정5밀리그램(와파린나트륨),나정,공급부족,2024-04-02,2023-01-01~
"클렌부테롤염산염,암브록솔염산염","암브로콜정(암브록솔,클렌부테롤)",나정,공급중단,2024-03-29,2023-01-01~
희석된니트로글리세린,앤지덤패취0.2밀리그람/시간(희석된니트로글리세린)(수출용),서방성경피흡수제,공급중단,2024-03-29,2023-01-01~
"염화나트륨,포도당일수화물,락트산나트륨액50%",이노엔디에스엘1:2:3주사액,수액제,공급중단,2024-03-28,2023-01-01~
로라제팜,아티반정1밀리그람(로라제팜),나정,공급부족,2024-03-26,2023-01-01~
익세키주맙,"탈츠프리필드시린지주(익세키주맙,유전자재조합)",용액주사제,공급중단,2024-03-21,2023-01-01~
프로프라놀롤염산염,테프라정40밀리그램(프로프라놀롤염산염),나정,공급중단,2024-03-19,2023-01-01~
결정글루코사민황산염,골사민캡슐(결정글루코사민황산염)(수출명 : NEOCOMIN),"경질캡슐제, 산제",공급중단,2024-03-19,2023-01-01~
에르투글리플로진L-피로글루탐산,스테글라트로정5밀리그램(에르투글리플로진L-피로글루탐산),필름코팅정,공급중단,2024-03-15,2023-01-01~
"시타글립틴인산염수화물,에르투글리플로진L-피로글루탐산",스테글루잔정5/100밀리그램,필름코팅정,공급중단,2024-03-15,2023-01-01~
트리메타지딘염산염,메타젠엠알서방정35밀리그램(트리메타지딘염산염),서방성필름코팅정,공급중단,2024-03-14,2023-01-01~
폴리트로핀알파(재조합-인간난포자극호르몬),"고날-에프펜300IU주(폴리트로핀알파, 유전자재조합)",용액주사제,공급부족,2024-03-11,2023-01-01~
폴리트로핀알파(재조합-인간난포자극호르몬),"고날-에프펜450IU주(폴리트로핀알파, 유전자재조합)",용액주사제,공급부족,2024-03-11,2023-01-01~
폴리트로핀알파(재조합-인간난포자극호르몬),"고날-에프펜900IU주(폴리트로핀알파,유전자재조합)",용액주사제,공급부족,2024-03-11,2023-01-01~
폴리트로핀알파(재조합-인간난포자극호르몬),"고날에프주75IU(5.5μg)(폴리트로핀알파,유전자재조합)",용액용동결건조분말주사제,공급중단,2024-03-08,2023-01-01~
지파미드,부광디유렉산정(지파미드),나정,공급중단,2024-03-06,2023-01-01~
플루티카손프로피오네이트(미분화),큐티베이트크림(플루티카손프로피오네이트(미분화)),피부크림제,공급중단,2024-03-06,2023-01-01~
카르보시스테인,뮤코론캡슐375밀리그램(카르보시스테인),"경질캡슐제, 산제",공급중단,2024-03-06,2023-01-01~
"폐렴구균다당류(혈청형 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F, 23F)-NTHi 단백질 D, 파상풍톡소이드, 디프테리아톡소이드 접합체 [균주: S. pneumoniae주](규격:혈청형별 각각 별규)",신플로릭스(폐렴구균 단백질 D(NTHi) 접합백신) 프리필드시린지,현탁액주사제,공급중단,2024-03-06,2023-01-01~
케토프로펜,부광케토프로펜주100밀리그램,용액주사제,공급중단,2024-03-06,2023-01-01~
베타메타손발레레이트,부광에몰액(베타메타손발레레이트),피부액제,공급중단,2024-03-06,2023-01-01~
인플릭시맵,"램시마펜주120mg(인플릭시맵)(단클론항체,유전자재조합)",용액주사제,공급중단,2024-03-05,2023-01-01~
세트로렐릭스아세트산염,세트로타이드주0.25밀리그램(세트로렐릭스아세트산염),용액용동결건조분말주사제,공급부족,2024-03-04,2023-01-01~
엘카토닌,엘카닌주(엘카토닌),용액주사제,공급부족,2024-03-04,2023-01-01~
플루오시노니드,나이드크림(플루오시노니드),피부크림제,공급중단,2024-03-04,2023-01-01~
엘카토닌,엘카닌주20아이유(엘카토닌),용액주사제,공급부족,2024-03-04,2023-01-01~
에스-아테놀롤,레보테놀정25밀리그람(에스아테놀롤),나정,공급중단,2024-02-29,2023-01-01~
다우노루비신염산염,다우노신주(다우노루비신염산염)(수출용),용액용동결건조분말주사제,공급중단,2024-02-29,2023-01-01~
S-아테놀롤,레보테놀정12.5밀리그람(에스아테놀롤),나정,공급중단,2024-02-29,2023-01-01~
세프카펜피복실염산염수화물,후로목스정100밀리그램(세프카펜피복실염산염수화물),필름코팅정,공급부족,2024-02-28,2023-01-01~
실데나필,세리비아세립50밀리그램(실데나필),세립,공급중단,2024-02-23,2023-01-01~
"로피나비르,리토나비르",칼레트라정,필름코팅정,공급중단,2024-02-23,2023-01-01~
온단세트론염산염수화물,조프란정8밀리그램(온단세트론염산염수화물),필름코팅정,공급부족,2024-02-21,2023-01-01~
"인산이수소나트륨일수화물,인산수소나트륨무수물",크리콜론에스정,나정,공급중단,2024-02-14,2023-01-01~
로라제팜,아티반정1밀리그람(로라제팜),나정,공급부족,2024-02-13,2023-01-01~
세티리진염산염,세노바액(세티리진염산염),경구용액제,공급부족,2024-02-13,2023-01-01~
멸균등장해수,피지오머비강세척액 스프레이 노즐(멸균등장해수)/피지오머비강세척액 젯 노즐(멸균등장해수),일반액상분무제,공급부족,2024-02-13,2023-01-01~
로라제팜,삼진로라제팜주,용액주사제,공급부족,2024-02-13,2023-01-01~
프리디놀메실산염,프라미날주사(프리디놀메실산염),용액주사제,공급중단,2024-02-07,2023-01-01~
프랄세티닙분무건조분산체,가브레토캡슐100밀리그램(프랄세티닙),"경질캡슐제, 산제",공급중단,2024-02-07,2023-01-01~
디히드록시디부틸에테르,가레오연질캡슐500밀리그램(디히드록시디부틸에테르),"연질캡슐제, 액상",공급중단,2024-02-07,2023-01-01~
디히드록시디부틸에테르,가레오연질캡슐(디히드록시디부틸에테르),"연질캡슐제, 액상",공급중단,2024-02-07,2023-01-01~
살부타몰황산염,벤토린흡입액(살부타몰황산염),"흡입제, 미분류",공급부족,2024-02-07,2023-01-01~
시프로플록사신염산염수화물,씨펙스점안액(시프로플록사신염산염수화물),점안용액제,공급중단,2024-02-06,2023-01-01~
실데나필,세리비아세립100밀리그램(실데나필),세립,공급중단,2024-02-05,2023-01-01~
"함수과산화벤조일,클린다마이신포스페이트",듀악겔3%,피부용겔제,공급부족,2024-02-05,2023-01-01~
트리암시놀론아세토니드,아프타치정(트리암시놀론아세토니드),지지체가있는첩부제,공급부족,2024-02-02,2023-01-01~
플루오레세인나트륨,후루오레사이트주사10%(플루오레세인나트륨)(바이알),점안주사제,공급부족,2024-02-01,2023-01-01~
"트롬빈,피브리노겐",타코실,약물이포함된스폰지,공급부족,2024-02-01,2023-01-01~
"트롬빈,피브리노겐",타코실,약물이포함된스폰지,공급부족,2024-02-01,2023-01-01~
"9-아미노아크리딘 운데실렌산,N-미리스틸-3-하이드록시부틸아민염산염,염화메틸벤제토늄",세나서트2밀리그람질정,질정,공급중단,2024-02-01,2023-01-01~
살리실산이미다졸,세르젠정(살리실산이미다졸),나정,공급중단,2024-01-31,2023-01-01~
트립토렐린아세트산염,데카펩틸-데포(트립토렐린아세트산염),서방성현탁액용분말주사제,공급부족,2024-01-31,2023-01-01~
에탐부톨염산염,탐부톨정400밀리그램(에탐부톨염산염)(수출용),필름코팅정,공급중단,2024-01-31,2023-01-01~
로라제팜,삼진로라제팜주,용액주사제,공급부족,2024-01-30,2023-01-01~
로라제팜,아티반정0.5밀리그람(로라제팜),나정,공급부족,2024-01-30,2023-01-01~
"아셀렌산나트륨오수화물,티아민염산염",티아셀포르테액,경구용액제,공급중단,2024-01-26,2023-01-01~
콘드로이틴설페이트나트륨,콘로인캡슐(콘드로이틴설페이트나트륨),"경질캡슐제, 산제",공급중단,2024-01-25,2023-01-01~
리팜피신,리팜핀캡슐300밀리그램(리팜피신)(수출명:리팜메디코),"경질캡슐제, 산제",공급중단,2024-01-24,2023-01-01~
리팜피신,리팜핀캡슐150밀리그램(리팜피신),"경질캡슐제, 산제",공급중단,2024-01-24,2023-01-01~
"벤지다민염산염,세틸피리디늄염화물수화물",가그린목액,가글제,공급중단,2024-01-24,2023-01-01~
"메트포르민염산염,알로글립틴 벤조산염",네시나메트정12.5/500밀리그램,필름코팅정,공급중단,2024-01-23,2023-01-01~
시타라빈,중외시타라빈바이알주사액,용액주사제,공급중단,2024-01-23,2023-01-01~
로라제팜,삼진로라제팜주,용액주사제,공급부족,2024-01-19,2023-01-01~
"클로르탈리돈,아질사르탄메독소밀칼륨",이달비클로정40/12.5밀리그램,필름코팅정,공급중단,2024-01-18,2023-01-01~
"글리메피리드,피오글리타존염산염",액토스릴정30/4밀리그램,다층정,공급중단,2024-01-17,2023-01-01~
아질사르탄메독소밀칼륨,이달비정40밀리그램(아질사르탄메독소밀칼륨),나정,공급중단,2024-01-17,2023-01-01~
사람면역글로불린-지,아이비글로불린에스엔주5%[말토즈 첨가 사람 면역글로불린(pH4.25)],용액주사제,공급부족,2024-01-17,2023-01-01~
알로글립틴 벤조산염,네시나정25밀리그램(알로글립틴벤조산염),필름코팅정,공급중단,2024-01-17,2023-01-01~
사람면역글로불린-지,아이비글로불린에스엔주10%(글리신 첨가 사람면역글로불린[pH4.8]),용액주사제,공급부족,2024-01-17,2023-01-01~
사람면역글로불린-지,아이비글로불린에스엔주10%(글리신 첨가 사람면역글로불린[pH4.8]),용액주사제,공급부족,2024-01-17,2023-01-01~
알로글립틴 벤조산염,네시나정12.5밀리그램(알로글립틴벤조산염),필름코팅정,공급중단,2024-01-17,2023-01-01~
"클로르탈리돈,아질사르탄메독소밀칼륨",이달비클로정40/25밀리그램,필름코팅정,공급중단,2024-01-17,2023-01-01~
아질사르탄메독소밀칼륨,이달비정80밀리그램(아질사르탄메독소밀칼륨),나정,공급중단,2024-01-17,2023-01-01~
사람면역글로불린-지,아이비글로불린에스엔주10%(글리신 첨가 사람면역글로불린[pH4.8]),용액주사제,공급부족,2024-01-17,2023-01-01~
사람면역글로불린-지,아이비글로불린에스엔주5%[말토즈 첨가 사람 면역글로불린(pH4.25)],용액주사제,공급부족,2024-01-17,2023-01-01~
"사스코로나바이러스-2 스파이크 단백질 발현 메신저 리보핵산(엘라소메란)(숙주: DIG315, 벡터: PL-022856),사스코로나바이러스-2 스파이크 단백질 발현 메신저 리보핵산(이멜라소메란)(숙주: DIG315, 벡터: PL-028274)","모더나스파이크박스2주(엘라소메란,이멜라소메란)(사스코로나바이러스-2 mRNA 백신)",현탁액주사제,공급중단,2024-01-17,2023-01-01~
"사스코로나바이러스-2 스파이크 단백질 발현 메신저 리보핵산(엘라소메란)(숙주: DIG315, 벡터: PL-022856),사스코로나바이러스-2 스파이크 단백질 발현 메신저 리보핵산(이멜라소메란)(숙주: DIG315, 벡터: PL-028274)","스파이크박스2주(엘라소메란,이멜라소메란)(사스코로나바이러스-2 mRNA 백신)",현탁액주사제,공급중단,2024-01-17,2023-01-01~
사람면역글로불린-지,아이비글로불린에스엔주10%(글리신 첨가 사람면역글로불린[pH4.8]),용액주사제,공급부족,2024-01-17,2023-01-01~
사람면역글로불린-지,아이비글로불린에스엔주5%[말토즈 첨가 사람 면역글로불린(pH4.25)],용액주사제,공급부족,2024-01-17,2023-01-01~
"글리메피리드,피오글리타존염산염",액토스릴정30/2밀리그램,다층정,공급중단,2024-01-17,2023-01-01~
"사스 코로나바이러스-2 스파이크 단백질 발현 메신저 리보핵산(숙주: DIG315, 벡터: PL-022856)",모더나스파이크박스주(사스코로나바이러스-2 mRNA 백신),용액주사제,공급중단,2024-01-17,2023-01-01~
"사스 코로나바이러스-2 스파이크 단백질 발현 메신저 리보핵산(숙주: DIG315, 벡터: PL-022856)",스파이크박스주(사스코로나바이러스-2 mRNA 백신),현탁액주사제,공급중단,2024-01-17,2023-01-01~
사람면역글로불린-지,아이비글로불린에스엔주10%(글리신 첨가 사람면역글로불린[pH4.8]),용액주사제,공급부족,2024-01-17,2023-01-01~
반데타닙,카프렐사정100밀리그램(반데타닙),필름코팅정,공급부족,2024-01-16,2023-01-01~
히드로코르티손,제이알히드로코르티손연고,피부연고제,공급중단,2024-01-16,2023-01-01~
반데타닙,카프렐사정300밀리그램(반데타닙),필름코팅정,공급부족,2024-01-16,2023-01-01~
푸로파라카인염산염,알카인0.5%점안액(푸로파라카인염산염),점안용액제,공급부족,2024-01-15,2023-01-01~
"히알우론산나트륨,황산콘드로이틴나트륨","디스코비스크주(황산콘드로이틴나트륨, 히알루론산나트륨)",용액주사제,공급부족,2024-01-15,2023-01-01~
클로람부실,류케란정(클로람부실),필름코팅정,공급부족,2024-01-15,2023-01-01~
재조합인간인터페론베타-1a,레비도즈프리필드펜44마이크로그램(재조합인터페론베타1a),용액주사제,공급부족,2024-01-12,2023-01-01~
몬테루카스트나트륨,몬테루칸속붕해정10밀리그램(몬테루카스트나트륨),구강붕해정,공급부족,2024-01-11,2023-01-01~
졸미트립탄,조믹정2.5밀리그램(졸미트립탄),필름코팅정,공급부족,2024-01-11,2023-01-01~
디아제팜,대원디아제팜주사액(수출명:데팜주사액(디아제팜)),용액주사제,공급중단,2024-01-09,2023-01-01~
아달리무맙,"아달로체프리필드시린지주40밀리그램(아달리무맙,유전자재조합)",용액주사제,공급중단,2024-01-08,2023-01-01~
아세틸시스테인,"세브론시럽(아세틸시스테인)(수출명:뮤시스틴시럽,스파탐시럽)",액상시럽제,공급부족,2024-01-08,2023-01-01~
세프부페라존이수화물,한올토미포란주500밀리그램(세프부페라존나트륨),용액용분말주사제,공급중단,2024-01-08,2023-01-01~
아달리무맙,"아달로체프리필드펜주40밀리그램(아달리무맙,유전자재조합)",용액주사제,공급중단,2024-01-08,2023-01-01~
에탐부톨염산염,튜톨정800밀리그램(에탐부톨염산염),필름코팅정,공급중단,2024-01-05,2023-01-01~
둘라글루타이드,"트루리시티 0.75밀리그램/0.5밀리리터(둘라글루타이드,유전자재조합) 일회용 펜",용액주사제,공급부족,2024-01-04,2023-01-01~
티니다졸,파소질정300밀리그람(티니다졸),필름코팅정,공급중단,2024-01-03,2023-01-01~
아카보즈,글루코바이정50밀리그람(아카보즈),나정,공급중단,2023-12-22,2023-01-01~
아카보즈,글루코바이정100밀리그람(아카보즈),나정,공급중단,2023-12-22,2023-01-01~
리스페리돈,리스피돈오디정1밀리그램(리스페리돈),구강붕해정,공급중단,2023-12-21,2023-01-01~
리스페리돈,리스피돈오디정2밀리그램(리스페리돈),구강붕해정,공급중단,2023-12-21,2023-01-01~
아지트로마이신수화물,아지탑스주사500밀리그램(아지트로마이신수화물),용액용분말주사제,공급부족,2023-12-21,2023-01-01~
폴리네이트칼슘,페르본정(폴리네이트칼슘),나정,공급중단,2023-12-15,2023-01-01~
세프록사딘수화물,타이록신캡슐(세프록사딘수화물),"경질캡슐제, 산제",공급중단,2023-12-15,2023-01-01~
"디메티콘,구아야줄렌",지겔트라현탁액,경구용현탁액제,공급중단,2023-12-15,2023-01-01~
알글루코시다제 알파(재조합 인간 효소 산성 알파-글루코시다제),마이오자임주(알글루코시다제알파),용액용동결건조분말주사제,공급중단,2023-12-15,2023-01-01~
덱스판테놀,비사진나잘스프레이(덱스판테놀),정량액상분무제,공급중단,2023-12-13,2023-01-01~
옥사토마이드,옥사틴정(옥사토마이드),나정,공급중단,2023-12-06,2023-01-01~
라모세트론염산염,이리보정5마이크로그램(라모세트론염산염),필름코팅정,공급중단,2023-11-30,2023-01-01~
묽은니트로글리세린,페링가니트0.1%주사(니트로글리세린),용액주사제,공급중단,2023-11-30,2023-01-01~
라모세트론염산염,이리보정2.5마이크로그램(라모세트론염산염),필름코팅정,공급중단,2023-11-30,2023-01-01~
플라복세이트염산염,제일스파게린정(플라복세이트염산염),당의정,공급중단,2023-11-17,2023-01-01~
페린도프릴-t-부틸아민,아서프릴정4밀리그램(페린도프릴-t-부틸아민),나정,공급부족,2023-11-17,2023-01-01~
부틸스코폴라민브롬화물,부스코판당의정(부틸스코폴라민브롬화물),당의정,공급중단,2023-11-15,2023-01-01~
베타메타손,신일베타메타손정,나정,공급중단,2023-11-15,2023-01-01~
