물품코드,물품명,usage_qty,usage_value,unit_price,transactions,value_share,cumulative_share,abc_class,ved_class,rank
WA03402601,일동울굿캅셀(일동제약)-1캡슐,6865.0,0.0,,71,1.8584970558755584e-05,0.9686837348782779,C,,3341
USE0001650,디펜,6864.0,0.0,,151,1.8582263352556202e-05,0.9687023171416305,C,,3342
WA66353211,테라펜정(넥스팜코리아)-1정,6860.0,0.0,,64,1.8571434527758677e-05,0.9687208885761582,C,,3343
WHA0300248,피리독신-TB,6856.0,0.0,0.0,151,1.856060570296115e-05,0.9687394491818612,C,,3344
W622803500,사포그릴엠SR정300밀리그램(사르포그렐레이트염산염)_(0.3g/1정)((주)마더스제약)-1정,6854.0,0.0,,90,1.8555191290562388e-05,0.9687580043731517,C,,3345
WA78852081,발사르텔정80밀리그램(발사르탄)_(80mg/1정)(주식회사제뉴원사이언스)-1정,6840.0,0.0,,81,1.8517290403771044e-05,0.9687765216635555,C,,3346
W698503900,텔미큐어플러스정40/12.5밀리그램_(1정)((주)테라젠이텍스)-1정,6840.0,0.0,,180,1.8517290403771044e-05,0.9687950389539594,C,,3347
W656003750,알러리스정(에피나스틴염산염)(알리코제약(주))-1정,6837.0,0.0,,408,1.8509168785172896e-05,0.9688135481227446,C,,3348
W623005380,에페리손엔티정(에페리손염산염)_(50mg/1정)(한국신텍스제약(주))-1정,6825.0,0.0,,325,1.8476682310780315e-05,0.9688320248050554,C,,3349
USE0002062,1회용 살균형밴드,6821.0,0.0,,263,1.846585348598279e-05,0.9688504906585413,C,,3350
WA01508671,코자르탄정100mg(동아제약)-1정,6810.0,0.0,,174,1.843607421778959e-05,0.9688689267327592,C,,3351
USE0001570,파스(윤다영),6805.0,0.0,0.0,351,1.8422538186792682e-05,0.968887349270946,C,,3352
W643309540,자누비아정50밀리그램(시타글립틴인산염수화물)_(64.44mg/1정)((주)종근당)-1정,6796.0,0.0,,175,1.8398173330998245e-05,0.968905747444277,C,,3353
USE0000940,한방파스,6794.0,0.0,0.0,404,1.8392758918599482e-05,0.9689241402031956,C,,3354
WHA0300239,PZA(유한양행)-500mg/tab,6788.0,0.0,,87,1.8376515681403193e-05,0.968942516718877,C,,3355
W664900990,무코판정(레바미피드)_(0.1g/1정)(성원애드콕제약(주))-1정,6788.0,0.0,,155,1.8376515681403193e-05,0.9689608932345584,C,,3356
WMD0325156,피리독신정,6787.0,0.0,,202,1.8373808475203812e-05,0.9689792670430336,C,,3357
USE0001332,안티푸라민 케토플라스타,6777.0,0.0,,286,1.8346736413209994e-05,0.9689976137794468,C,,3358
WMD0328316,헤모맘500mg(동서바이오),6773.0,0.0,0.0,347,1.8335907588412468e-05,0.9690159496870352,C,,3359
W642506520,플리바스정75mg(나프토피딜)_(75mg/1정)(동아에스티(주))-1정,6765.0,0.0,,44,1.8314249938817413e-05,0.969034263936974,C,,3360
O694204010,정우이중탕(단미엑스산혼합제)-7.23g,6764.0,0.0,,227,1.831154273261803e-05,0.9690525754797066,C,,3361
O694205050,정우향사평위산정(단미엑스혼합제)-15정,6761.0,0.0,0.0,296,1.8303421114019887e-05,0.9690708789008206,C,,3362
W665002140,텔미카르정80밀리그램(텔미사르탄)_(80mg/1정)((주)경보제약)-1정,6754.0,0.0,,103,1.8284470670624213e-05,0.9690891633714912,C,,3363
WA08555101,코디큐반정160/12.5mg(안국약품)-1정,6750.0,0.0,,30,1.8273641845826687e-05,0.969107437013337,C,,3364
USE0000025,안티푸라민500G,6750.0,0.0,0.0,77,1.8273641845826687e-05,0.9691257106551828,C,,3365
WA05702791,동화후시딘크림(동화약품공업)-1g,6747.2,0.0,0.0,1358,1.826606166846842e-05,0.9691439767168513,C,,3366
W643800654,에어신신파스(220mL)(신신제약(주))-220mL/캔,6743.0,0.0,,118,1.8254691402431013e-05,0.9691622314082537,C,,3367
USE0000079,혈당스틱,6743.0,0.0,0.0,481,1.8254691402431013e-05,0.9691804860996562,C,,3368
W670104030,바르반플러스정80/12.5mg_(1정)((주)팜젠사이언스)-1정,6740.0,0.0,,85,1.824656978383287e-05,0.9691987326694401,C,,3369
USE0001591,뉴케어(일반),6740.0,0.0,0.0,283,1.824656978383287e-05,0.969216979239224,C,,3370
WA03404341,훼리탑캡슐(글루콘산제이철나트륨착염)_(0.1775g/1캡슐)(일동제약(주))-1캡슐,6725.0,0.0,,294,1.8205961690842143e-05,0.9692351852009149,C,,3371
W642507570,라비듀오정20/500밀리그램_(1정)(동아에스티(주))-1정,6716.0,0.0,,160,1.8181596835047707e-05,0.96925336679775,C,,3372
USE0000318,(재) 뉴케어(당뇨),6714.0,0.0,,202,1.8176182422648944e-05,0.9692715429801726,C,,3373
WA08602931,태극아세클로페낙정_(0.1g/1정)(태극제약(주))-1정,6708.0,0.0,0.0,274,1.8159939185452655e-05,0.969289702919358,C,,3374
USE0000966,[방문]케토크린,6703.0,0.0,,249,1.8146403154455744e-05,0.9693078493225125,C,,3375
WMD0325746,임산부 영양제 02,6700.0,0.0,,181,1.81382815358576e-05,0.9693259876040483,C,,3376
WA06653651,덱스리펜정(한국알리코팜)-1정,6699.0,0.0,0.0,189,1.8135574329658218e-05,0.9693441231783779,C,,3377
O658106240,한풍자음강화탕연조엑스(단미엑스혼합제)-42.00g,6698.0,0.0,0.0,420,1.8132867123458837e-05,0.9693622560455014,C,,3378
W647804090,모메릭정5밀리그램(모사프리드시트르산염수화물)(삼진제약(주))-1정,6693.0,0.0,,76,1.811933109246193e-05,0.9693803753765938,C,,3379
W073400430,뉴론틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐)(비아트리스코리아(주))-1캡슐,6685.0,0.0,,154,1.8097673442866874e-05,0.9693984730500367,C,,3380
WA06700081,아타칸정8밀리그램(칸데사르탄실렉세틸)_(8mg/1정)((주)유한양행)-1정,6685.0,0.0,,126,1.8097673442866874e-05,0.9694165707234795,C,,3381
WA13101851,아기오과립(부광약품)-1g,6682.0,0.0,0.0,498,1.808955182426873e-05,0.9694346602753038,C,,3382
WA00304661,신풍아테놀올정_(50mg)(신풍제약(주))-1정,6681.5,0.0,0.0,381,1.808819822116904e-05,0.9694527484735249,C,,3383
WA27804191,탐스로날서방정0.2mg(구주제약)-1정,6673.0,0.0,,89,1.8065186968474293e-05,0.9694708136604934,C,,3384
WMD0328739,(비급여)폴시드정,6673.0,0.0,,264,1.8065186968474293e-05,0.9694888788474618,C,,3385
WA06906421,나트릭스서방정(영진약품공업)-1정,6673.0,0.0,0.0,144,1.8065186968474293e-05,0.9695069440344303,C,,3386
W689001550,라도젯정10/10밀리그램_(1정)((주)시어스제약)-1정,6671.0,0.0,0.0,40,1.805977255607553e-05,0.9695250038069864,C,,3387
USE0002377,가.디펜(본소),6670.0,0.0,0.0,242,1.805706534987615e-05,0.9695430608723362,C,,3388
W648506860,텔미탄플러스정80/12.5mg(신풍제약(주))-1정,6667.0,0.0,0.0,65,1.8048943731278004e-05,0.9695611098160675,C,,3389
W644902691,중외생리식염주사액(수출명:0.9%SodiumChlorideInj.)(제이더블유중외제약(주))-20mL/앰플(PP),6663.0,0.0,0.0,1781,1.8038114906480475e-05,0.969579147930974,C,,3390
W642507560,"라비듀오정10/500밀리그램(라베프라졸나트륨,탄산수소나트륨)_(1정)(동아에스티(주))-1정",6655.0,0.0,0.0,183,1.8016457256885423e-05,0.9695971643882308,C,,3391
O658106060,한풍반하사심탕연조엑스(단미엑스혼합제)-36.90 g,6640.0,0.0,0.0,521,1.7975849163894698e-05,0.9696151402373947,C,,3392
USE0002618,의치세정제,6640.0,0.0,,296,1.7975849163894698e-05,0.9696331160865586,C,,3393
WA01506661,오논캡슐(프란루카스트수화물)_(0.1125g/1캡슐)(동아에스티(주))-1캡슐,6640.0,0.0,,125,1.7975849163894698e-05,0.9696510919357224,C,,3394
W671700483,박테로신연고(무피로신)(수출명: KM MUPIROCIN Oint)_(0.3g/15g)(주식회사제뉴원사이언스)-15g/개,6639.6,142657496.0,21460.0,2112,1.7974766281414943e-05,0.9696690667020038,C,,3395
W648507380,유로페나신정5밀리그램(솔리페나신숙신산염)(신풍제약(주))-1정,6639.0,0.0,,77,1.7973141957695313e-05,0.9696870398439615,C,,3396
USE0001096,세이프티 란셋,6636.0,0.0,,444,1.796502033909717e-05,0.9697050048643007,C,,3397
USE0000126,한방침(0.30*90),6635.0,0.0,0.0,140,1.7962313132897787e-05,0.9697229671774336,C,,3398
W670103630,칼키나제정(칼리디노게나제)_(50I.U/1정)(우리들제약(주))-1정,6631.0,0.0,,73,1.795148430810026e-05,0.9697409186617416,C,,3399
W648604210,아로젯정10/20밀리그램_(1정)((주)씨엠지제약)-1정,6630.0,0.0,,39,1.794877710190088e-05,0.9697588674388435,C,,3400
W648604530,"시타플러스정50/500밀리그램(시타글립틴,메트포르민)_(1정)((주)씨엠지제약)-1정",6622.0,0.0,,83,1.7927119452305824e-05,0.9697767945582958,C,,3401
W654004180,아주록손정(록소프로펜나트륨)(아주약품(주))-1정,6614.5,0.0,0.0,113,1.7906815405810463e-05,0.9697947013737016,C,,3402
W650303690,리피페노정(페노피브레이트)_(0.16g/1정)(진양제약(주))-1정,6600.0,0.0,0.0,93,1.786756091591943e-05,0.9698125689346175,C,,3403
W643308870,벤포벨브이정(1정)((주)종근당)-1정,6600.0,0.0,,46,1.786756091591943e-05,0.9698304364955335,C,,3404
W656001210,알비정400mg(알벤다졸)(04g/1정)(알리코제약(주))-1정,6595.0,0.0,0.0,1380,1.7854024884922518e-05,0.9698482905204184,C,,3405
WA04550771,유크라정625mg(유한양행)-1정,6591.0,0.0,0.0,451,1.7843196060124992e-05,0.9698661337164786,C,,3406
W643800151,무조무외용액(테르비나핀염산염)(03g/30mL)(신신제약(주))-30mL/병,6590.0,0.0,,69,1.784048885392561e-05,0.9698839742053325,C,,3407
W640903360,에르테인캡슐 (에르도스테인)_(0.3g/1캡슐)((주)일화)-1캡슐,6589.0,0.0,,159,1.783778164772623e-05,0.9699018119869802,C,,3408
W670103430,바르디핀정5/160밀리그램_(1정)(우리들제약(주))-1정,6579.0,0.0,,108,1.781070958573241e-05,0.969919622696566,C,,3409
W621802210,레도핀정(염산레르카니디핀)((주)한국파비스제약)-1정,6570.0,0.0,,49,1.7786344729937974e-05,0.9699374090412959,C,,3410
WMD0326371,베이슨정0.3밀리그램(보글리보스)_(0.3mg/1정)(에이치케이이노엔(주))-1정,6570.0,0.0,0.0,98,1.7786344729937974e-05,0.9699551953860258,C,,3411
USE0000889,한방파스,6557.0,0.0,0.0,475,1.775115104934601e-05,0.9699729465370751,C,,3412
W658107410,실로깅정_(1정)((유)한풍제약)-1정,6553.0,0.0,0.0,65,1.7740322224548486e-05,0.9699906868592997,C,,3413
WA25005261,하이조신정2mg(영풍제약)-1정,6552.0,0.0,,60,1.7737615018349104e-05,0.970008424474318,C,,3414
W648506810,바토르정20밀리그램(아토르바스타틴칼슘)(신풍제약㈜)-1정,6550.0,0.0,,55,1.773220060595034e-05,0.970026156674924,C,,3415
W698000340,필로젠정10밀리그람(피록시캄),6529.0,0.0,0.0,445,1.7675349275763323e-05,0.9700438320241997,C,,3416
OOM0100091,(향사육군자탕),6528.0,0.0,,110,1.7672642069563942e-05,0.9700615046662693,C,,3417
WA11252591,씬지록신정100마이크로그램(레보티록신나트륨수화물)_(0.1mg/1정)((주)다림바이오텍)-1정,6520.0,0.0,,61,1.7650984419968887e-05,0.9700791556506893,C,,3418
O658105340,한풍갈근탕(단미엑스산혼합제)-9.84g,6516.81,0.0,0.0,274,1.7642348432192863e-05,0.9700967979991214,C,,3419
WMD0325653,토바스트정20밀리그램(아토르바스타틴칼슘삼수화물)_(20.72mg/1정)(한미약품(주))-1정,6513.5,3680187.5,565.0,211,1.7633387579672907e-05,0.9701144313867011,C,,3420
W670104040,우리빅스정(클로피도그렐황산염)_(97.875mg/1정)((주)팜젠사이언스)-1정,6510.0,0.0,,66,1.7623912357975072e-05,0.970132055299059,C,,3421
W656004470,피타스틴정2밀리그램(피타바스타틴칼슘)_(2mg/1정)(알리코제약(주))-1정,6506.0,0.0,,28,1.7613083533177543e-05,0.9701496683825922,C,,3422
W643505650,콕시브캡슐200밀리그램(세레콕시브)(한미약품(주))-1캡슐,6506.0,0.0,,201,1.7613083533177543e-05,0.9701672814661254,C,,3423
USE0001450,임산부 주차장 스티커,6504.0,0.0,,490,1.760766912077878e-05,0.9701848891352461,C,,3424
W640903760,올딥에이치씨티정5/40/12.5밀리그램_(1정)((주)일화)-1정,6504.0,0.0,,84,1.760766912077878e-05,0.9702024968043669,C,,3425
USE0000181,혈당 스틱(지닥터),6501.0,0.0,,444,1.7599547502180635e-05,0.970220096351869,C,,3426
WA78851911,네오칼디정_(1정)(주식회사제뉴원사이언스)-1정,6492.0,0.0,,73,1.75751826463862e-05,0.9702376715345153,C,,3427
USE0000235,일반환자식,6488.0,0.0,0.0,388,1.7564353821588673e-05,0.970255235888337,C,,3428
W652604050,텔비나정(테르비나핀염산염)(알보젠코리아(주))-1정,6480.0,0.0,0.0,43,1.7542696171993617e-05,0.970272778584509,C,,3429
W678600050,프리텐션플러스정40/12.5밀리그램 ((주) 다산메디켐)-1정,6475.0,0.0,,72,1.752916014099671e-05,0.97029030774465,C,,3430
OOM0301059,"레일라정_(당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마, 0.4054g/1정)",6474.0,0.0,,103,1.752645293479733e-05,0.9703078341975848,C,,3431
W662503580,암로텔정80/5mg_(1정)((주)넥스팜코리아)-1정,6471.0,0.0,,47,1.7518331316199184e-05,0.9703253525289011,C,,3432
W648104780,테네리엠서방정10/500밀리그램_(1정)(경동제약(주))-1정,6442.0,0.0,,52,1.7439822336417115e-05,0.9703427923512374,C,,3433
W694003430,지타미가서방정50밀리그램(미라베그론)_(50mg/1정)(대웅바이오(주))-1정,6441.0,0.0,0.0,148,1.7437115130217733e-05,0.9703602294663677,C,,3434
W642707210,라베듀엣정20/500밀리그램_(1정)(동화약품(주))-1정,6432.0,0.0,,56,1.7412750274423296e-05,0.9703776422166421,C,,3435
USE0000098,약포장지,6428.0,0.0,0.0,426,1.740192144962577e-05,0.9703950441380917,C,,3436
USE0000943,바로코민(방문),6422.0,0.0,0.0,285,1.738567821242948e-05,0.9704124298163042,C,,3437
WA01208471,리피로우정10mg(무수아토르바스타틴칼슘)_(10.36mg/1정)((주)종근당)-1정,6420.0,0.0,,148,1.7380263800030715e-05,0.9704298100801042,C,,3438
W628900520,에소프라정20밀리그램(에스오메프라졸마그네슘이수화물)_(21.69mg/1정)((주)이든파마)-1정,6409.0,0.0,,76,1.7350484531837516e-05,0.9704471605646361,C,,3439
WMD0328587,(비급여) 판크레아정(명문제약)-1정,6407.0,0.0,0.0,163,1.7345070119438753e-05,0.9704645056347555,C,,3440
USE0000557,안티푸라민 한방카타플라즈마,6404.0,0.0,0.0,215,1.733694850084061e-05,0.9704818425832563,C,,3441
WA13102851,액시마정(부광약품)-1정,6394.5,0.0,0.0,314,1.731123004194648e-05,0.9704991538132982,C,,3442
WMD0325751,둘코락스에스정(한국베링거인겔하임)-1T,6394.0,0.0,,120,1.730987643884679e-05,0.9705164636897371,C,,3443
W642706690,라베플러스정10밀리그램(라베프라졸나트륨)_(10mg/1정)(동화약품(주))-1정,6394.0,0.0,0.0,210,1.730987643884679e-05,0.970533773566176,C,,3444
USE0000666,r-GTP(400T),6393.0,0.0,0.0,493,1.730716923264741e-05,0.9705510807354086,C,,3445
USE0002208,한방파스(에프벡스),6391.0,0.0,,166,1.7301754820248646e-05,0.9705683824902289,C,,3446
W644003820,베르사체정80/5mg_(1정)(삼익제약(주))-1정,6390.0,0.0,,91,1.7299047614049264e-05,0.970585681537843,C,,3447
W648600041,"나미야지크림(수출명:BECLOGENCream.)_(12.8mg,0.2g,20mg/20g)((주)씨엠지제약)-20g/개",6386.0,0.0,,1070,1.7288218789251735e-05,0.9706029697566322,C,,3448
W659900902,엔도콜액(시메티콘)_(0.2g/10mL)((주)한국팜비오)-10(1)mL/포,6372.0,0.0,0.0,269,1.725031790246039e-05,0.9706202200745346,C,,3449
WMD0328704,(비급여)판스틴정(신일제약)-정/병,6360.0,0.0,,309,1.721783142806781e-05,0.9706374379059627,C,,3450
WMD0302729,트레스탄캅셀(삼진제약)-1캅셀,6358.0,0.0,,144,1.7212417015669047e-05,0.9706546503229784,C,,3451
W055102260,파모맥스정20밀리그램(파모티딘)_(20mg/1정)(코스맥스파마(주))-1정,6358.0,0.0,,9,1.7212417015669047e-05,0.9706718627399941,C,,3452
WA08601981,태극아시클로버크림(태극제약)-1g,6353.9,16375.0,0.0,2281,1.720131747025158e-05,0.9706890640574644,C,,3453
USE0003992,란셋,6350.0,0.0,0.0,367,1.7190759366073995e-05,0.9707062548168305,C,,3454
USE0002969,안티푸라민 더블파워카타플라스타,6350.0,0.0,,219,1.7190759366073995e-05,0.9707234455761966,C,,3455
W680900070,세비카에이치씨티정5/40/12.5밀리그램_(1정)(한국다이이찌산쿄(주))-1정,6349.0,0.0,,68,1.7188052159874614e-05,0.9707406336283565,C,,3456
USE0001421,혈당스틱(방문),6348.0,0.0,0.0,367,1.7185344953675232e-05,0.9707578189733101,C,,3457
USE0000778,Glucose(800T),6344.0,0.0,0.0,491,1.7174516128877703e-05,0.9707749934894391,C,,3458
WA00253431,울트라맥정(한국맥널티)-1정,6336.0,0.0,,79,1.715285847928265e-05,0.9707921463479183,C,,3459
W642507651,가스터주사액20밀리그램(파모티딘)_(20mg/1병)(동아에스티(주))-10mL/병,6331.09,0.0,0.0,1366,1.7139566096843687e-05,0.9708092859140152,C,,3460
W656004660,디오르반정160mg(발사르탄)_(0.16g/1정)(알리코제약(주))-1정,6330.0,0.0,,74,1.713661524208636e-05,0.9708264225292572,C,,3461
USE0000683,주차스티커,6330.0,0.0,,490,1.713661524208636e-05,0.9708435591444993,C,,3462
USE0001133,혈당검사지,6328.0,0.0,,414,1.7131200829687596e-05,0.970860690345329,C,,3463
WA23403541,카르디날정12.5mg(카르베딜롤)_(12.5mg/1정)((주)씨엠지제약)-1정,6315.0,0.0,0.0,69,1.7096007149095633e-05,0.970877786352478,C,,3464
W693201070,메칠정(메틸프레드니솔론)_(4mg/1정)((주)한국글로벌제약)-1정,6310.5,0.0,,406,1.7083824721198417e-05,0.9708948701771992,C,,3465
W640904140,오메로연질캡슐(오메가-3-산에틸에스테르90)_(1g/1캡슐)((주)일화)-1캡슐,6308.0,0.0,,74,1.7077056705699963e-05,0.970911947233905,C,,3466
USE0000427,(방문)케토크린,6305.0,0.0,0.0,362,1.7068935087101815e-05,0.9709290161689921,C,,3467
USE0000612,영양제,6300.0,0.0,,74,1.7055399056104908e-05,0.9709460715680481,C,,3468
W662502870,테라펜세미정((주)넥스팜코리아)-1정,6295.0,0.0,,95,1.7041863025108e-05,0.9709631134310732,C,,3469
W653102670,튜비스정((주)비씨월드제약)-1정,6295.0,0.0,,71,1.7041863025108e-05,0.9709801552940983,C,,3470
W671703390,글리포르민정1/250밀리그램(한국콜마(주))-1정,6290.0,0.0,,39,1.702832699411109e-05,0.9709971836210924,C,,3471
USE0000355,파스(서현영),6289.0,0.0,,347,1.7025619787911708e-05,0.9710142092408803,C,,3472
USE0001122,콜레스테롤 검사지,6280.0,0.0,,374,1.700125493211727e-05,0.9710312104958124,C,,3473
WA05000691,자이로릭정(삼일제약)-1정,6271.0,0.0,0.0,71,1.6976890076322838e-05,0.9710481873858887,C,,3474
O660401690,경진삼소음(혼합단미엑스산제)-10.11g,6270.0,0.0,0.0,221,1.6974182870123457e-05,0.9710651615687589,C,,3475
W628901250,인티진정(레보세티리진염산염)_(5mg/1정)((주)이든파마)-1정,6258.0,0.0,0.0,262,1.6941696395730876e-05,0.9710821032651547,C,,3476
W645305960,텔미르정80밀리그램(텔미사르탄)_(80mg/1정)(한림제약(주))-1정,6253.0,0.0,,83,1.6928160364733965e-05,0.9710990314255193,C,,3477
W658502310,아토바틴정20밀리그램(아토르바스타틴칼슘삼수화물)_(21.69mg/1정)(익수제약(주))-1정,6253.0,0.0,,152,1.6928160364733965e-05,0.971115959585884,C,,3478
W643306780,오엠피에스정20밀리그램(에스오메프라졸마그네슘이수화물)_(21.69mg/1정)((주)종근당)-1정,6252.0,0.0,0.0,673,1.6925453158534583e-05,0.9711328850390426,C,,3479
USE0000330,"침(0.30*40)1,000pcs",6245.0,0.0,0.0,46,1.6906502715138913e-05,0.9711497915417577,C,,3480
WA12752071,티라목스정375mg(삼진제약)-1정,6241.0,0.0,,443,1.6895673890341384e-05,0.971166687215648,C,,3481
W649102170,하이크라정375mg(아목시실린？클라불란산칼륨)(한국휴텍스제약(주))-1정,6235.0,0.0,,377,1.6879430653145095e-05,0.9711835666463011,C,,3482
USE0001199,플러스케어(당뇨식),6216.0,0.0,,135,1.6827993735356843e-05,0.9712003946400365,C,,3483
WA06905881,코디핀정4mg(영진약품공업)-1정,6210.0,0.0,,65,1.681175049816055e-05,0.9712172063905347,C,,3484
W670104910,크바젯정10/20밀리그램_(1정)((주)팜젠사이언스)-1정,6209.0,0.0,,85,1.680904329196117e-05,0.9712340154338266,C,,3485
W625200900,하비카정5/40밀리그램_(1정)((주)화이트생명과학)-1정,6208.0,0.0,0.0,117,1.6806336085761788e-05,0.9712508217699124,C,,3486
USE0001779,한방파스,6205.0,0.0,0.0,447,1.6798214467163644e-05,0.9712676199843796,C,,3487
WA02507481,에도인캡슐(에르도스테인)_(0.3g/1캡슐)(삼성제약(주))-1캡슐,6204.0,0.0,0.0,546,1.6795507260964262e-05,0.9712844154916406,C,,3488
O655006710,한신소청룡탕연조엑스(단미엑스혼합제)-30g,6203.0,0.0,,253,1.679280005476488e-05,0.9713012082916953,C,,3489
W645600830,렉시핀정(독소필린)(대화제약(주))-1정,6200.0,0.0,,78,1.6784678436166733e-05,0.9713179929701314,C,,3490
W628901720,탐로딘서방캡슐0.4밀리그램(탐스로신염산염)_(0.4mg/1캡슐)((주)이든파마)-1캡슐,6191.0,0.0,,46,1.67603135803723e-05,0.9713347532837118,C,,3491
W663606190,엑스디핀정10/160밀리그램(한국프라임제약(주))-1정,6170.0,0.0,,47,1.6703462250185282e-05,0.9713514567459619,C,,3492
OOM0300291,가미귀비탕,6167.0,0.0,0.0,198,1.6695340631587138e-05,0.9713681520865934,C,,3493
W649605230,대우에페리손SR서방정75mg(에페리손염산염)_(75mg/1정)(대우제약(주))-1정,6161.0,0.0,,367,1.6679097394390845e-05,0.9713848311839879,C,,3494
O694203970,정우연교패독산(단미엑스산혼합제)-9.42g,6158.0,0.0,0.0,394,1.66709757757927e-05,0.9714015021597637,C,,3495
WA01509701,판토라인정20mg(판토프라졸나트륨세스키히드레이트)_(22.55mg/1정)(동아에스티(주))-1정,6158.0,0.0,,182,1.66709757757927e-05,0.9714181731355396,C,,3496
WMD0327771,다이제스트정,6157.0,0.0,,269,1.666826856959332e-05,0.9714348414041092,C,,3497
USE0000172,한방파스,6155.0,0.0,0.0,431,1.6662854157194556e-05,0.9714515042582664,C,,3498
WA50703141,디부루펜정400mg(유니메드제약)-1정,6154.5,0.0,0.0,263,1.6661500554094866e-05,0.9714681657588206,C,,3499
W698500030,"이텍스이부프로펜정400mg(수출명:IPRO,ILJINIBUPROPENTabs.)_(0.4g/1정)((주)테라젠이텍스)-1정",6153.0,0.0,0.0,251,1.6657439744795794e-05,0.9714848231985653,C,,3500
USE0000578,임산부배려 엠블럼,6153.0,0.0,,490,1.6657439744795794e-05,0.9715014806383101,C,,3501
W670103680,쎌레코캡슐(세레콕시브)_(0.2g/1캡슐)((주)팜젠사이언스)-1캡슐,6150.0,0.0,,218,1.664931812619765e-05,0.9715181299564363,C,,3502
W647603540,큐라민골드정(1정)(경남제약(주))-1정,6146.0,0.0,,295,1.663848930140012e-05,0.9715347684457377,C,,3503
W642506510,플리바스정50mg(나프토피딜)(동아제약(주))-1정,6138.0,0.0,,54,1.6616831651805068e-05,0.9715513852773895,C,,3504
W646203700,로스타젠정20밀리그램(로수바스타틴칼슘)((주)뉴젠팜)-1정,6137.5,0.0,0.0,24,1.6615478048705377e-05,0.9715680007554381,C,,3505
W670200012,멘소래담로션(Mentholatumlotion)(100mL)(맨소래덤아시아퍼시픽주식회사)-100mL/통,6129.0,0.0,,354,1.659246679601063e-05,0.9715845932222341,C,,3506
USE0000682,임산부엠블럼,6122.0,0.0,0.0,491,1.6573516352614958e-05,0.9716011667385868,C,,3507
WMD0325451,간장약(결핵),6116.0,0.0,,251,1.655727311541867e-05,0.9716177240117022,C,,3508
WA07701591,스테로신-지크림(청계제약)-1g,6114.0,0.0,,346,1.6551858703019906e-05,0.9716342758704052,C,,3509
W645905540,동광에페리손정(에페리손염산염)(동광제약(주))-1정,6109.0,0.0,,259,1.6538322672023e-05,0.9716508141930772,C,,3510
W653602300,가브스메트정50/500밀리그램_(1정)(한국노바티스(주))-1정,6106.0,0.0,0.0,87,1.653020105342485e-05,0.9716673443941306,C,,3511
W698500150,레피리드정(레보설피리드)_(25mg/1정)((주)테라젠이텍스)-1정,6100.0,0.0,,191,1.6513957816228562e-05,0.9716838583519468,C,,3512
W652105770,아리셉트정10밀리그램(도네페질염산염)_(10mg/1정)((주)한독)-1정,6099.0,0.0,,166,1.651125061002918e-05,0.9717003696025568,C,,3513
USE0000064,종이 약봉투,6098.0,0.0,0.0,242,1.65085434038298e-05,0.9717168781459606,C,,3514
OOM0300525,방풍통성산,6098.0,0.0,,87,1.65085434038298e-05,0.9717333866893645,C,,3515
WMD0327699,듀오락베이비(셀바이오텍),6090.0,0.0,0.0,1463,1.6486885754234744e-05,0.9717498735751188,C,,3516
USE0001277,란셋(십자형),6085.0,0.0,0.0,333,1.6473349723237836e-05,0.971766346924842,C,,3517
WA23054301,로더플러스정(위더스제약)-1정,6083.0,0.0,,166,1.6467935310839073e-05,0.9717828148601528,C,,3518
W649103470,발사르반정80mg(발사르탄)_(80mg/1정)(한국휴텍스제약(주))-1정,6065.0,0.0,,47,1.64192055992502e-05,0.9717992340657521,C,,3519
WA11601990,헤르벤정(딜티아젬염산염)_(30mg/1정)(에이치케이이노엔(주))-1정,6062.0,0.0,,78,1.6411083980652055e-05,0.9718156451497327,C,,3520
WMD0326544,영양죽,6061.0,0.0,,173,1.6408376774452674e-05,0.9718320535265071,C,,3521
WMD0326047,노바스크,6053.0,0.0,0.0,338,1.638671912485762e-05,0.971848440245632,C,,3522
WMD0327323,알마겔현탁액(유한양행)-15ml/포(원내약),6050.9,0.0,,208,1.6381033991838916e-05,0.9718648212796238,C,,3523
W645100562,대한멸균생리식염수100밀리리터(생리식염주사액)(대한약품공업(주))-100mL/백,6049.2,0.0,0.0,2103,1.637643174129997e-05,0.9718811977113652,C,,3524
W671700840,엘도브론캡슐300밀리그램(에르도스테인)_(0.3g/1캡슐)(주식회사제뉴원사이언스)-1캡슐,6041.0,0.0,,241,1.6354232650465038e-05,0.9718975519440156,C,,3525
O661304090,경방내소산(혼합단미엑스산)-9.75g,6041.0,0.0,,455,1.6354232650465038e-05,0.9719139061766661,C,,3526
W644903991,크린조(염화나트륨)(제이더블유중외제약(주))-1000mL/병,6034.5,0.0,,893,1.6336635810169058e-05,0.9719302428124762,C,,3527
WA23055991,네오브론캡슐(위더스제약)-1캡슐,6033.0,0.0,0.0,159,1.6332575000869986e-05,0.9719465753874771,C,,3528
W649001460,라비파정20밀리그램(라베프라졸나트륨)(풍림무약(주))-1정,6031.0,0.0,,79,1.6327160588471223e-05,0.9719629025480656,C,,3529
W649104610,키도멜라인장용정(브로멜라인)_(0.1g/1정)(한국휴텍스제약(주))-1정,6031.0,0.0,,305,1.6327160588471223e-05,0.9719792297086541,C,,3530
