standard_item_key,item_names,materials,material_count,rows
NAME::ITEM_4838a0ca05882a7b64da,셀페낙정(아세클로페낙)(셀티스팜(주))-1정 | 셀페낙정(아세클로페낙)_(0.1g/1정)((주)텔콘알에프제약)-1정,ACECLOFENAC | ALUMINUM | POLYPROPYLENE_PP,3,60
NAME::ITEM_91a7202182dcb170335e,B형간염 (소인)유료 0.5ml | B형간염 0.5ml,BIOLOGICS_CELL_CULTURE | LIPID_NANOPARTICLE,2,60
NAME::ITEM_2cd044c9b941062e7627,쎄레원정200밀리그램(세레콕시브)(일동제약(주))-1정 | 쎄레원정200밀리그램(세레콕시브)_(0.2g/1정)(일동제약(주))-1정,ALUMINUM | CELECOXIB | POLYPROPYLENE_PP,3,60
NAME::ITEM_4db563b0e8f7a71343c2,쎄레원정200밀리그램(세레콕시브)(일동제약(주))-1정 | 쎄레원정200밀리그램(세레콕시브)_(0.2g/1정)(일동제약(주))-1정,ALUMINUM | CELECOXIB | POLYPROPYLENE_PP,3,60
NAME::ITEM_12d46869571994dc35de,9%생리식염주 100mL(대한약품)-100mL/백 | 대한멸균생리식염수100밀리리터(생리식염주사액)(대한약품공업(주))-100mL/백,GLUCOSE_CORNSTARCH | SODIUM_CHLORIDE,2,60
NAME::ITEM_685ff9537be04432a2fc,9%생리식염주 100mL(대한약품)-100mL/백 | 대한멸균생리식염수100밀리리터(생리식염주사액)(대한약품공업(주))-100mL/백,GLUCOSE_CORNSTARCH | SODIUM_CHLORIDE,2,60
NAME::ITEM_8c9e15c3e0b31413a529,제일제약덱사메타손주사액4.37mg(디나트륨인산덱사메타손)((주)제일제약)-1mL/앰플,DEXAMETHASONE | PARAFFIN_PETROLEUM,2,60
NAME::ITEM_257e0edb0a8f21328bba,셀페낙정(아세클로페낙)(셀티스팜(주))-1정 | 셀페낙정(아세클로페낙)_(0.1g/1정)((주)텔콘알에프제약)-1정,ACECLOFENAC | ALUMINUM | POLYPROPYLENE_PP,3,60
NAME::ITEM_b0262c05c59d305c9c1d,둥근머리버물리겔(40g)(현대약품(주))-40g/개,INSECT_BITE_TOPICAL_UNCONFIRMED | PARAFFIN_PETROLEUM,2,58
NAME::ITEM_a7bc1230ea46a7d9b846,중외생리식염주사액(수출명:0.9%SodiumChlorideInj.)(제이더블유중외제약(주))-20mL/앰플(PP),GLUCOSE_CORNSTARCH | SODIUM_CHLORIDE,2,58
NAME::ITEM_dbb96790ace61e1eb865,알마테정(알마게이트)_(0.5g/1정)(정우신약(주))-1정,ALUMINUM_HYDROXIDE_MINERAL | MAGNESIUM_HYDROXIDE_MINERAL,2,58
NAME::ITEM_2d54ae20e0f22859d3cc,트윈맥스정40/5밀리그램(한국프라임제약(주))-1정 | 트윈맥스정40/5밀리그램_(1정)(한국프라임제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,57
NAME::ITEM_6d6c3df2b21eeea199d8,유로셋정((주) 아이월드제약)-1정 | 유로셋정_(1정)((주)아이월드제약)-1정,ALUMINUM | POLYPROPYLENE_PP | TRAMADOL_ACETAMINOPHEN,3,57
NAME::ITEM_297572e790b18243fd92,아트놀셋정((주)테라젠이텍스)-1정 | 아트놀셋정_(1정)((주)테라젠이텍스)-1정,ALUMINUM | POLYPROPYLENE_PP | TRAMADOL_ACETAMINOPHEN,3,57
NAME::ITEM_e0553f9cf95abb5a0583,아트놀셋정((주)테라젠이텍스)-1정 | 아트놀셋정_(1정)((주)테라젠이텍스)-1정,ALUMINUM | POLYPROPYLENE_PP | TRAMADOL_ACETAMINOPHEN,3,57
NAME::ITEM_8f21eba63b498326a770,리치스타정40/5밀리그램_(1정)(풍림무약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,57
NAME::ITEM_92a60bfe330c6f44fb44,유로셋정((주) 아이월드제약)-1정 | 유로셋정_(1정)((주)아이월드제약)-1정,ALUMINUM | POLYPROPYLENE_PP | TRAMADOL_ACETAMINOPHEN,3,57
NAME::ITEM_50a02435294266ada21a,트윈맥스정40/5밀리그램(한국프라임제약(주))-1정 | 트윈맥스정40/5밀리그램_(1정)(한국프라임제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,57
NAME::ITEM_454ff60927c232f43a0b,알긴지액(알긴산나트륨)_(1.25g/25mL)((주)넥스팜코리아)-25mL/포,GLUCOSE_CORNSTARCH | SODIUM_CHLORIDE,2,56
NAME::ITEM_c09a650dca3699f05ced,알마드정(알마게이트)((주)넥스팜코리아)-1정,ALUMINUM_HYDROXIDE_MINERAL | MAGNESIUM_HYDROXIDE_MINERAL,2,56
NAME::ITEM_8ecbf10b2a6a051777b7,듀오덤 엑스트라씬(10*10),HYDROCOLLOID_GEL | POLYURETHANE_PU,2,56
NAME::ITEM_2e1a55f0d3bd3cd1d24a,B형간염 1ml | B형간염(1mL 무료) | B형간염(대인)유료 1ml,BIOLOGICS_CELL_CULTURE | LIPID_NANOPARTICLE,2,56
NAME::ITEM_e7e57fe38f38ef4cad7e,인플루엔자 0.5ml | 인플루엔자(0.5mL 무료) | 인플루엔자(0.5ml)무료(직원용),BIOLOGICS_CELL_CULTURE | LIPID_NANOPARTICLE,2,56
NAME::ITEM_526b2fa2658f92c46d1e,인플루엔자 0.5ml | 인플루엔자(0.5mL 무료) | 인플루엔자(0.5ml)무료(직원용),BIOLOGICS_CELL_CULTURE | LIPID_NANOPARTICLE,2,56
NAME::ITEM_7326b485bbb26ffcf607,인플루엔자 0.5ml | 인플루엔자(0.5mL 무료) | 인플루엔자(0.5ml)무료(직원용),BIOLOGICS_CELL_CULTURE | LIPID_NANOPARTICLE,2,56
NAME::ITEM_79e9984c75d3ecc308de,인플루엔자 0.5ml | 인플루엔자(0.5mL 무료) | 인플루엔자(0.5ml)무료(직원용),BIOLOGICS_CELL_CULTURE | LIPID_NANOPARTICLE,2,56
NAME::ITEM_55aee8925534a478366a,타이레놀정500밀리그람(아세트아미노펜)(05g/1정)((주)한국얀센)-1정,ACETAMINOPHEN | ALUMINUM | POLYPROPYLENE_PP,3,54
NAME::ITEM_d99718aa6a20aed533e8,보드미크림(프레드니카르베이트)_(1.125g/450g)((주)씨엠지제약)-450g/병,PARAFFIN_PETROLEUM | PREDNICARBATE,2,54
NAME::ITEM_dc8977f9ad125fcf85f1,트윈하이정40/5밀리그램_(1정)((주)제뉴파마)-1정 | 트윈하이정40/5밀리그램_(1정)(콜마파마(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,54
NAME::ITEM_6fd3e162ccbc801b4751,마더스아스피린장용정100mg(아스피린)_(0.1g/1정)((주)마더스제약)-1정,ALUMINUM | ASPIRIN | POLYPROPYLENE_PP,3,54
NAME::ITEM_860746b0c227849bb92c,세렉시브캡슐200밀리그램(세레콕시브)_(0.2g/1캡슐)(풍림무약(주))-1캡슐,ALUMINUM | CELECOXIB | POLYPROPYLENE_PP,3,54
NAME::ITEM_1339bbffa534b0d884e1,케토크린플라스타(신신제약)-1매 | 케토크린플라스타(케토프로펜)_10X7cm2(신신제약(주))-1매,ALUMINUM | KETOPROFEN | POLYPROPYLENE_PP,3,54
NAME::ITEM_fc70962ff430ff2ae7af,필로젠정(피록시캄)(콜마파마(주))-1정 | 필로젠정(피록시캄)_(20mg/1정)((주)제뉴파마)-1정,ALUMINUM | PIROXICAM | POLYPROPYLENE_PP,3,54
NAME::ITEM_3e2e487860c0e1b55fc2,필로젠정(피록시캄)(콜마파마(주))-1정 | 필로젠정(피록시캄)_(20mg/1정)((주)제뉴파마)-1정,ALUMINUM | PIROXICAM | POLYPROPYLENE_PP,3,54
NAME::ITEM_e8f4a76a4a9e87f2adf6,멘소래담로션(Mentholatumlotion)(75mL)(맨소래덤아시아퍼시픽주식회사)-75mL/통,ALUMINUM | METHYL_SALICYLATE | POLYPROPYLENE_PP,3,54
NAME::ITEM_c9deb9de47b221dc399d,울트라뉴정_(1정)((주)시어스제약)-1정,ALUMINUM | POLYPROPYLENE_PP | TRAMADOL_ACETAMINOPHEN,3,54
NAME::ITEM_45bd3b6020d0e6a8402e,중헌 알마게이트정_(0.5g/1정)((주)중헌제약)-1정,ALUMINUM_HYDROXIDE_MINERAL | MAGNESIUM_HYDROXIDE_MINERAL,2,54
NAME::ITEM_5ab5d33040f558a5b425,트윈하이정40/5밀리그램_(1정)((주)제뉴파마)-1정 | 트윈하이정40/5밀리그램_(1정)(콜마파마(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,54
NAME::ITEM_b3757c698121497db335,셀코브렉스캡슐100밀리그램(세레콕시브)(알리코제약(주))-1캡슐,ALUMINUM | CELECOXIB | POLYPROPYLENE_PP,3,54
NAME::ITEM_99fe8114cfbf5c822580,일본뇌염(세포배양) | 일본뇌염(세포배양) 0.4ml,BIOLOGICS_CELL_CULTURE | LIPID_NANOPARTICLE,2,52
NAME::ITEM_ce143de0b2b5ad66d0d3,다제스캅셀(한림제약)-1캅셀(보훈급여) | 다제스캡슐(1캡슐)(한림제약(주))-1캡슐,MICROBIAL_FUNGAL_ENZYME | PANCREATIN_ANIMAL_ENZYME,2,52
NAME::ITEM_fdd334bc8d1618717648,다제스캅셀(한림제약)-1캅셀(보훈급여) | 다제스캡슐(1캡슐)(한림제약(주))-1캡슐,MICROBIAL_FUNGAL_ENZYME | PANCREATIN_ANIMAL_ENZYME,2,52
NAME::ITEM_fb03c0e53881ac9e924f,닥터베아제정(1정)((주)대웅제약)-1정 | 베아제정(1정)((주)대웅제약)-1정,MICROBIAL_FUNGAL_ENZYME | PANCREATIN_ANIMAL_ENZYME,2,52
NAME::ITEM_8130e4329fd840f97f41,닥터베아제정(1정)((주)대웅제약)-1정 | 베아제정(1정)((주)대웅제약)-1정,MICROBIAL_FUNGAL_ENZYME | PANCREATIN_ANIMAL_ENZYME,2,52
NAME::ITEM_bd4fd66019fe30966c33,타이레놀정500mg(한국얀센)-1정,ACETAMINOPHEN | ALUMINUM | POLYPROPYLENE_PP,3,51
NAME::ITEM_a99455562c2811c5f3f5,신신물파스에스(45mL)(신신제약(주))-45mL/병,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,51
NAME::ITEM_f53deda464f2984e7011,비코그린에스정(1정)(코오롱제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,51
NAME::ITEM_0bf667b87f7fb25d248f,부루펜정 200mg(삼일제약),ALUMINUM | IBUPROFEN | POLYPROPYLENE_PP,3,51
NAME::ITEM_7ed01df74433d1c4f4ca,멘소래담로션(Mentholatumlotion)(450mL)(맨소래덤아시아퍼시픽주식회사)-450mL/통,ALUMINUM | METHYL_SALICYLATE | POLYPROPYLENE_PP,3,51
NAME::ITEM_273639569e169e6e4e98,아스트라셋정_(1정)(한국신텍스제약(주))-1정,ALUMINUM | POLYPROPYLENE_PP | TRAMADOL_ACETAMINOPHEN,3,51
NAME::ITEM_545fbe310adcdeeb8539,한국넬슨염산테르비나핀크림_(0.2g/20g)(한국넬슨제약(주))-20g/개,PARAFFIN_PETROLEUM | TERBINAFINE,2,50
NAME::ITEM_5d001e437022e499e84d,데나실크림(염산테르비나핀)_(0.15g/15g)((주)테라젠이텍스)-15g/개,PARAFFIN_PETROLEUM | TERBINAFINE,2,50
NAME::ITEM_b4dfd84c09cc523c6f68,"베데스타크림_(19.2mg,0.3g,30mg/30g)(한국넬슨제약(주))-30g/개 | 베데스타크림_(30g)(한국넬슨제약(주))-30g/개",BETAMETHASONE_CLOTRIMAZOLE_GENTAMICIN | PARAFFIN_PETROLEUM,2,50
NAME::ITEM_afcf52a8fdb618527cb9,알지에액(알긴산나트륨)_(1.25g/25mL)((주)하원제약)-25mL/포,GLUCOSE_CORNSTARCH | SODIUM_CHLORIDE,2,50
NAME::ITEM_da7ce98bf2a26400243a,유한덱사메타손정_(0.5mg/1정)((주)유한양행)-1정,DEXAMETHASONE | PARAFFIN_PETROLEUM,2,50
NAME::ITEM_072a29489ab2c7ba2f8b,"베데스타크림_(19.2mg,0.3g,30mg/30g)(한국넬슨제약(주))-30g/개 | 베데스타크림_(30g)(한국넬슨제약(주))-30g/개",BETAMETHASONE_CLOTRIMAZOLE_GENTAMICIN | PARAFFIN_PETROLEUM,2,50
NAME::ITEM_4f9081c14566673dbbf9,(도)대상포진 스카이조스터 | (도)스카이조스터주 0.5mL(65세이상)무료 | (울산시)스카이조스터주 0.5mL/병(65세이상)(에스케이케미칼),MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,49
NAME::ITEM_4d3227e2b3e39b29fcb6,대상포진 | 대상포진 0.5ml | 대상포진 0.5ml (도무료),MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,49
NAME::ITEM_54dae955941f6724b68c,(도)대상포진 스카이조스터 | (도)스카이조스터주 0.5mL(65세이상)무료 | (울산시)스카이조스터주 0.5mL/병(65세이상)(에스케이케미칼),MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,49
NAME::ITEM_121f0f07a9063508fe75,(도)대상포진 스카이조스터 | (도)스카이조스터주 0.5mL(65세이상)무료 | (울산시)스카이조스터주 0.5mL/병(65세이상)(에스케이케미칼),MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,49
NAME::ITEM_2e4462bd63da10a1616c,(도)대상포진 스카이조스터 | (도)스카이조스터주 0.5mL(65세이상)무료 | (울산시)스카이조스터주 0.5mL/병(65세이상)(에스케이케미칼),MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,49
NAME::ITEM_b076beb7ca583dc3d215,(도)대상포진 스카이조스터 | (도)스카이조스터주 0.5mL(65세이상)무료 | (울산시)스카이조스터주 0.5mL/병(65세이상)(에스케이케미칼),MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,49
NAME::ITEM_32de5eeb17e04233e19d,(도)대상포진 스카이조스터 | (도)스카이조스터주 0.5mL(65세이상)무료 | (울산시)스카이조스터주 0.5mL/병(65세이상)(에스케이케미칼),MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,49
NAME::ITEM_9b3170e3dc8c96b20dc6,(도)대상포진 스카이조스터 | (도)스카이조스터주 0.5mL(65세이상)무료 | (울산시)스카이조스터주 0.5mL/병(65세이상)(에스케이케미칼),MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,49
NAME::ITEM_fb917fcdf83ed0cc864c,(도)대상포진 스카이조스터 | (도)스카이조스터주 0.5mL(65세이상)무료 | (울산시)스카이조스터주 0.5mL/병(65세이상)(에스케이케미칼),MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,49
NAME::ITEM_9aa11574ed673695bb55,록소쿨펜정(록소프로펜나트륨수화물)_(68.1mg/1정)((주)시어스제약)-1정,ALUMINUM | LOXOPROFEN | POLYPROPYLENE_PP,3,48
NAME::ITEM_86f0e8d7387986ca4c02,타세놀8시간이알서방정325밀리그램(아세트아미노펜)_(0.325g/1정)(부광약품(주))-1정 | 타세놀이알서방정325밀리그램(아세트아미노펜)_(0.325g/1정)(부광약품(주))-1정 | 타세놀이알서방정650mg,ACETAMINOPHEN | ALUMINUM | POLYPROPYLENE_PP,3,48
NAME::ITEM_a772ce00be27a749cf07,현대아시클로버크림(아시클로버)_(0.25g/5g)(현대약품(주))-5g/개,ACYCLOVIR | PARAFFIN_PETROLEUM,2,48
NAME::ITEM_5bbfc0e293b1d7a8e498,타세놀8시간이알서방정325밀리그램(아세트아미노펜)_(0.325g/1정)(부광약품(주))-1정 | 타세놀이알서방정325밀리그램(아세트아미노펜)_(0.325g/1정)(부광약품(주))-1정 | 타세놀이알서방정650mg,ACETAMINOPHEN | ALUMINUM | POLYPROPYLENE_PP,3,48
NAME::ITEM_ee87201b6170832ba9cb,하원아스피린장용정100mg((주)하원제약)-1정,ALUMINUM | ASPIRIN | POLYPROPYLENE_PP,3,48
NAME::ITEM_4230c5c3d3534a0fb7dc,"네오덱스안연고_(5g)(한림제약(주))-5g/개 | 네오덱스안연고_(5mg,17.5mg,30KI.U/5g)(한림제약(주))-5g/개",PARAFFIN_PETROLEUM | PHARMA_API_GENERIC,2,48
NAME::ITEM_8f839912cae1e4a34bbd,신신파스 아렉스,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,48
NAME::ITEM_eeb058704455d8faae08,플루코스졸캡슐50밀리그램(플루코나졸)(익수제약(주))-1캡슐 | 플루코스졸캡슐50밀리그램(플루코나졸)_(50mg/1캡슐)(익수제약(주))-1캡슐,FLUCONAZOLE | PARAFFIN_PETROLEUM,2,48
NAME::ITEM_eeb2d9c39090fd5eb6b1,타세놀정 500mg(부광약품),ACETAMINOPHEN | ALUMINUM | POLYPROPYLENE_PP,3,48
NAME::ITEM_d89c49e9e2049f85390b,트라스트겔(피록시캄)_(0.25g/50g)(에스케이케미칼(주))-50g/개,ALUMINUM | PIROXICAM | POLYPROPYLENE_PP,3,48
NAME::ITEM_bbd751d21a5ecb20e19b,"네오덱스안연고_(5g)(한림제약(주))-5g/개 | 네오덱스안연고_(5mg,17.5mg,30KI.U/5g)(한림제약(주))-5g/개",PARAFFIN_PETROLEUM | PHARMA_API_GENERIC,2,48
NAME::ITEM_3b8f1899bedf05acaf91,타세놀8시간이알서방정325밀리그램(아세트아미노펜)_(0.325g/1정)(부광약품(주))-1정 | 타세놀이알서방정325밀리그램(아세트아미노펜)_(0.325g/1정)(부광약품(주))-1정 | 타세놀이알서방정650mg,ACETAMINOPHEN | ALUMINUM | POLYPROPYLENE_PP,3,48
NAME::ITEM_af7727731244c5f77282,셀코브렉스캡슐200mg(세레콕시브)(알리코제약(주))-1캡슐,ALUMINUM | CELECOXIB | POLYPROPYLENE_PP,3,48
NAME::ITEM_111c26af625426114518,플루코스졸캡슐50밀리그램(플루코나졸)(익수제약(주))-1캡슐 | 플루코스졸캡슐50밀리그램(플루코나졸)_(50mg/1캡슐)(익수제약(주))-1캡슐,FLUCONAZOLE | PARAFFIN_PETROLEUM,2,48
NAME::ITEM_65d16fae77f155405715,명문아스피린장용정100mg(명문제약(주))-1정,ALUMINUM | ASPIRIN | POLYPROPYLENE_PP,3,48
NAME::ITEM_3f406c4f9eede945c2ce,겐타프로주사(겐타마이신황산염)((주)휴메딕스)-2ml/앰플 | 겐타프로주사(겐타마이신황산염)_(80mg/2mL)((주)휴메딕스)-2mL/앰플,GENTAMICIN | PARAFFIN_PETROLEUM,2,48
NAME::ITEM_d4736501d2823853f663,아토엠젯정10/10밀리그램_(1정)((주)마더스제약)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,48
NAME::ITEM_948c4c14aab0a8310d9b,인유두종바이러스(4가) - 무료 | 인유두종바이러스4가 | 인유두종바이러스4가백신,MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,47
NAME::ITEM_47f28b2d254ee5b1a33e,인유두종바이러스(4가) - 무료 | 인유두종바이러스4가 | 인유두종바이러스4가백신,MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,47
NAME::ITEM_68c5563101670ef04b2f,인유두종바이러스(4가) - 무료 | 인유두종바이러스4가 | 인유두종바이러스4가백신,MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,47
NAME::ITEM_f6bc954c1d518ef7f827,마데카솔연고(동국제약)-6g | 복합마데카솔연고(동국제약)-6g,CENTELLA_EXTRACT | PARAFFIN_PETROLEUM,2,46
NAME::ITEM_a422a9ca8982bf45e15d,칸나졸캡슐50mg(플루코나졸)(아이큐어(주))-1캡슐 | 칸나졸캡슐50mg(플루코나졸)_(50mg/1캡슐)(아이큐어(주))-1캡슐,FLUCONAZOLE | PARAFFIN_PETROLEUM,2,46
NAME::ITEM_c07966261f7ba8aa0a45,칸나졸캡슐50mg(플루코나졸)(아이큐어(주))-1캡슐 | 칸나졸캡슐50mg(플루코나졸)_(50mg/1캡슐)(아이큐어(주))-1캡슐,FLUCONAZOLE | PARAFFIN_PETROLEUM,2,46
NAME::ITEM_edddfa98568271aaaca4,마데카솔연고(동국제약)-6g | 복합마데카솔연고(동국제약)-6g,CENTELLA_EXTRACT | PARAFFIN_PETROLEUM,2,46
NAME::ITEM_9f24d6431b903a520f29,베이비락 골든플레인 | 임산부영양제 | 임산부영양제(건강기능식품),IRON_MINERAL_COMPOUND | MATERIAL_UNSPECIFIED | VITAMIN_SYNTHETIC_RAWMATERIAL,3,46
NAME::ITEM_dfca9eddf0fe7ebdf4ea,대상포진 | 대상포진 0.5ml | 대상포진 0.5ml(군무료),MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,45
NAME::ITEM_a5a0c5bfa15ac8d29e05,대상포진 | 대상포진 0.5ml | 대상포진 0.5ml(군무료),MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,45
NAME::ITEM_b6c14ad5c82f6d9fcb4d,록소폰정(록소프로펜나트륨수화물)(성원애드콕제약(주))-1정 | 록소폰정(록소프로펜나트륨수화물)_(68.1mg/1정)(성원애드콕제약(주))-1정,ALUMINUM | LOXOPROFEN | POLYPROPYLENE_PP,3,45
NAME::ITEM_4926bde179eb250a1083,록소폰정(록소프로펜나트륨수화물)(성원애드콕제약(주))-1정 | 록소폰정(록소프로펜나트륨수화물)_(68.1mg/1정)(성원애드콕제약(주))-1정,ALUMINUM | LOXOPROFEN | POLYPROPYLENE_PP,3,45
NAME::ITEM_b6fd56e40108a1e298e6,쎄넥스캡슐100mg(세레콕시브)((주)넥스팜코리아)-1캡슐 | 쎄넥스캡슐100mg(세레콕시브)_(0.1g/1캡슐)((주)넥스팜코리아)-1캡슐,ALUMINUM | CELECOXIB | POLYPROPYLENE_PP,3,45
NAME::ITEM_acb2d53a827f986a5f04,몰바렌에스캡슐(1캡슐)(에이프로젠제약(주))-1캡슐,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,45
NAME::ITEM_dd4f22c5d59ef18faa6e,케펜텍-엘플라스타(케토프로펜) | 케펜텍-엘플라스타(케토프로펜)_(10X7cm2/1매)(제일헬스사이언스(주))-1매,ALUMINUM | KETOPROFEN | POLYPROPYLENE_PP,3,45
NAME::ITEM_dc123d82d760b69b3f54,대상포진 | 대상포진 0.5ml | 대상포진 0.5ml(군무료),MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,45
NAME::ITEM_052cf74ec83c6d2f6da2,대상포진 | 대상포진 0.5ml | 대상포진 0.5ml(군무료),MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,45
NAME::ITEM_752bdea9a4ea52033522,콜대원키즈 이부펜시럽(대원제약),ALUMINUM | IBUPROFEN | POLYPROPYLENE_PP,3,45
NAME::ITEM_cc40d5b43f792304767f,텔미스타플러스정40/12.5밀리그램_(1정)(동광제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,45
NAME::ITEM_1e6d7764d444335ae575,케펜텍-엘플라스타(케토프로펜) | 케펜텍-엘플라스타(케토프로펜)_(10X7cm2/1매)(제일헬스사이언스(주))-1매,ALUMINUM | KETOPROFEN | POLYPROPYLENE_PP,3,45
NAME::ITEM_8d7f5a720777b9f05262,대상포진 | 대상포진 0.5ml | 대상포진 0.5ml(군무료),MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,45
NAME::ITEM_bdc2a0c525218ccdbb89,케토톱엘플라스타(케토프로펜)((주)한독)-1매 | 케토톱엘플라스타(한독)-7매 | 케토톱엘플라스타(한독)-7매/개,ALUMINUM | KETOPROFEN | POLYPROPYLENE_PP,3,45
NAME::ITEM_91c001bb9922a13547e3,대상포진 | 대상포진 0.5ml | 대상포진 0.5ml(군무료),MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,45
NAME::ITEM_b5a6c89abe9d631849d9,로로펜정60밀리그램(록소프로펜나트륨수화물)_(68.1mg/1정)(풍림무약(주))-1정,ALUMINUM | LOXOPROFEN | POLYPROPYLENE_PP,3,45
NAME::ITEM_f175954d5cb51b80c4f7,케토톱엘플라스타(케토프로펜)((주)한독)-1매 | 케토톱엘플라스타(한독)-7매 | 케토톱엘플라스타(한독)-7매/개,ALUMINUM | KETOPROFEN | POLYPROPYLENE_PP,3,45
NAME::ITEM_4398f94fdb373e6d60e0,대상포진 | 대상포진 0.5ml | 대상포진 0.5ml(군무료),MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,45
NAME::ITEM_9ecf8a9ad717433c3de1,대상포진 | 대상포진 0.5ml | 대상포진 0.5ml(군무료),MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,45
NAME::ITEM_3fc61a86c37eb7b9a610,케토톱엘플라스타(케토프로펜)((주)한독)-1매 | 케토톱엘플라스타(한독)-7매 | 케토톱엘플라스타(한독)-7매/개,ALUMINUM | KETOPROFEN | POLYPROPYLENE_PP,3,45
NAME::ITEM_c072a0c1a54c4b930ad3,쎄넥스캡슐100mg(세레콕시브)((주)넥스팜코리아)-1캡슐 | 쎄넥스캡슐100mg(세레콕시브)_(0.1g/1캡슐)((주)넥스팜코리아)-1캡슐,ALUMINUM | CELECOXIB | POLYPROPYLENE_PP,3,45
NAME::ITEM_d328503f7265fe3b92a7,케토톱엘플라스타(케토프로펜)((주)한독)-1매 | 케토톱엘플라스타(한독)-7매 | 케토톱엘플라스타(한독)-7매/개,ALUMINUM | KETOPROFEN | POLYPROPYLENE_PP,3,45
NAME::ITEM_39b3167f4ac878eb4489,라미실크림1%(테르비나핀염산염)_(0.15g/15g)(지피테라퓨틱스코리아주식회사)-15g/개,PARAFFIN_PETROLEUM | TERBINAFINE,2,44
NAME::ITEM_3aa828550691e3cc5642,더마톱연고0.25%(한독약품)-1g (포장단위 10g),PARAFFIN_PETROLEUM | PREDNICARBATE,2,44
NAME::ITEM_a3548b01223426bf8387,인플루엔자 | 인플루엔자(지자체),BIOLOGICS_CELL_CULTURE | LIPID_NANOPARTICLE,2,44
NAME::ITEM_60c22b9cc71553b6921f,판디탈정(1정)(신일제약(주))-1정 | 판디탈정(신일제약)-1정(보훈급여),MICROBIAL_FUNGAL_ENZYME | PANCREATIN_ANIMAL_ENZYME,2,44
NAME::ITEM_afe2e3b8670189ece5e6,판디탈정(1정)(신일제약(주))-1정 | 판디탈정(신일제약)-1정(보훈급여),MICROBIAL_FUNGAL_ENZYME | PANCREATIN_ANIMAL_ENZYME,2,44
NAME::ITEM_a058f01c83365712912b,임팩타민 | 임팩타민정(대웅제약)-1정 | 임팩타민정(대웅제약)-30정,VITAMIN_B_COMPLEX | VITAMIN_SYNTHETIC_RAWMATERIAL,2,43
NAME::ITEM_d214c429e3057a8b236c,액티비씨정 | 영양제 | 영양제(무의탁),IRON_MINERAL_COMPOUND | MEDICAL_NUTRITION_FORMULA_MIXED | VITAMIN_SYNTHETIC_RAWMATERIAL,3,43
NAME::ITEM_a62b8abdc7da4189f8ac,울트라셋세미정_(1정)((주)한국얀센)-1정,ALUMINUM | POLYPROPYLENE_PP | TRAMADOL_ACETAMINOPHEN,3,42
NAME::ITEM_3bd7f214033a1436cc9b,B형간염(대인)유료 | 유박스 1ml,BIOLOGICS_CELL_CULTURE | LIPID_NANOPARTICLE,2,42
NAME::ITEM_1b048678e77265de7d2a,B형간염 1ml | B형간염(1mL 무료) | B형간염(대인)유료 1ml,BIOLOGICS_CELL_CULTURE | LIPID_NANOPARTICLE,2,42
NAME::ITEM_b330e2598480c2d7e379,알지에액(알긴산나트륨)_(1.25g/25mL)((주)마더스제약)-25mL/포,GLUCOSE_CORNSTARCH | SODIUM_CHLORIDE,2,42
