standard_item_key,item_names,materials,material_count,rows
NAME::ITEM_cd260d829d398e5e3fca,유나잘탄정5/80밀리그램(한국유나이티드제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_cd2614d2b445e4e70b66,싸이브렉스캡슐(세레콕시브)(한국휴텍스제약(주))-1캡슐,ALUMINUM | CELECOXIB | POLYPROPYLENE_PP,3,3
NAME::ITEM_792c56d8e8f0a5f60066,뮤코라제정(스트렙토키나제.스트렙토도르나제분말)_(12.5KI.U/1정)(한미약품(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_7994215fd18927c9513d,대원초산메게스트롤현탁액_(0.8g/20mL)(대원제약(주))-20mL/포,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_79c0fc0935564628b70d,광동라푸티딘정(광동제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_771022cb8bffee8cd70b,테넬엠서방정10/750밀리그램_(1정)((주)메디카코리아)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_f2ad155745745e2bee9d,임산부영양제(건강기능식품) | 임산부종합영양제 | 임산부철분제,IRON_MINERAL_COMPOUND | VITAMIN_SYNTHETIC_RAWMATERIAL,2,3
NAME::ITEM_0643e45628657e95455c,아이셀콕캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐)((주)아이월드제약)-1캡슐,ALUMINUM | CELECOXIB | POLYPROPYLENE_PP,3,3
NAME::ITEM_067ca3d8587a4ef2a7d8,미살탄트윈정40/5밀리그램_(1정)(이연제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_0695c706881332948983,안티푸라민에스로오숀(유한양행)-1ml,ALUMINUM | METHYL_SALICYLATE | POLYPROPYLENE_PP,3,3
NAME::ITEM_85fa2c23e83327d048c3,안티푸라민더블파워카타플라스마(유한양행)-6매,ALUMINUM | METHYL_SALICYLATE | POLYPROPYLENE_PP,3,3
NAME::ITEM_3001921d39a67cfb7c3f,베아틴정(1정)(하나제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_e727a9fcf86e874275ab,포슈벳듀오서방정10/500밀리그램_(1정)(주식회사제뉴원사이언스)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_0621774017bb0ab57885,신풍아스피린장용정100밀리그램(신풍제약(주))-1정,ALUMINUM | ASPIRIN | POLYPROPYLENE_PP,3,3
NAME::ITEM_f6e97751bf875ab44145,지노센스질연질캡슐_(1캡슐)(현대약품(주))-1캡슐,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_88dba10af6d041b14004,에이알비-엑스지정10/160밀리그램(삼진제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_88f60036b79bd4d4d0a8,(이동)트레스탄캡슐,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_897ff1d59e68566d34e4,싸이타민플러스정(한독약품),ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_a267060c6c4268118296,애드본플러스디정(삼진제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_a2aac8fe081a4bd4857b,지씨웰빙아세트아미노펜주(1g/100mL)((주)녹십자웰빙)-100mL/백,ACETAMINOPHEN | ALUMINUM | POLYPROPYLENE_PP,3,3
NAME::ITEM_a097184a45b002a30753,현대프레가발린캡슐75밀리그램_(75mg/1캡슐)(현대약품(주))-1캡슐,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_5c207a97213a1e433777,에이젯정10/20밀리그램_(1정)(동광제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_5c210ab223854be7391b,아섹정100밀리그램(아세클로페낙)_(0.1g/1정)(한미약품(주))-1정,ACECLOFENAC | ALUMINUM | POLYPROPYLENE_PP,3,3
NAME::ITEM_2375e3d2949be032a969,아테놀정 50mg,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_abdc1ebeb86d7030d878,세비스타정5/20밀리그램(부광약품(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_accc1acee3479f89ceac,리세론플러스정_(1정)((주)제뉴파마)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_ad0b16e1f6ad05536c0b,명인트라조돈염산염정25mg(명인제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_8524db4c306334ec34c1,메가바이정(1정)(부광약품(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_854deceb440259a7b365,로탄플러스정_(1정)((주)한국글로벌제약)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_57a4a8792de4fb6c2aed,아르민정((주)티디에스팜)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_58cc486a5868865dea7b,하비카정5/20밀리그램_(1정)((주)화이트생명과학)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_58d44e739483cd0e76f3,아세민정(아세클로페낙)_(0.1g/1정)((주)한국피엠지제약)-1정,ACECLOFENAC | ALUMINUM | POLYPROPYLENE_PP,3,3
NAME::ITEM_58fb98322b42a4203008,발탄엑스정5/80mg_(1정)(동광제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_4c4f214da52bfc3c0ace,세비텐션정5/20밀리그램_(1정)((주)다산제약)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_82ec35979b5106128416,올메비카정2.5/20밀리그램(동국제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_8371a2db85be488dd7bd,명도파정25/100밀리그램_(1정)(명인제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_83eae398681f9f2a9fde,복합유디리버연질캡슐(1캡슐)((주)유한양행)-1캡슐,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_d0ad19cc4e0fd15905c0,알킬정-1정((주)유한메디카),ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_d0b47e6de8fd1236b629,셀비콕스캡슐200밀리그램(세레콕시브)_(0.2g/1캡슐)(광동제약(주))-1캡슐,ALUMINUM | CELECOXIB | POLYPROPYLENE_PP,3,3
NAME::ITEM_d15a92bba999353cbb3e,약국용어린이타이레놀현탁액_(50mg/mL)(한국존슨앤드존슨판매(유))-200밀리리터/병,ACETAMINOPHEN | ALUMINUM | POLYPROPYLENE_PP,3,3
NAME::ITEM_1484b680cc9e5d814a9e,헤모퀸탑연질캡슐(1캡슐)((주)알피바이오)-1캡슐,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_14f85233a82d01d2b2b8,세비듀오정5/40밀리그램(제일약품(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_ceaa030e173b66776fae,메가바이정(부광약품),ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_13cba27b4339e82ecf72,메디브렉스캡슐100mg(세레콕시브)_(0.1g/1캡슐)((주)인트로바이오파마)-1캡슐,ALUMINUM | CELECOXIB | POLYPROPYLENE_PP,3,3
NAME::ITEM_424f8676703065637412,아나프록스정550밀리그램(나프록센나트륨)((주)종근당)-1정,ALUMINUM | NAPROXEN | POLYPROPYLENE_PP,3,3
NAME::ITEM_3062039275c161c5555f,바이엘아스피린정100mg(바이엘코리아)-1정,ALUMINUM | ASPIRIN | POLYPROPYLENE_PP,3,3
NAME::ITEM_3168eea1e97d8693f968,알제트정10/5밀리그램_(1정)(동광제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_8679484596ee70cef2de,테넬로드엠서방정20/1000밀리그램_(1정)(대웅바이오(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_8748135485a8bade858d,풍림)이메가연질캡슐,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_a241e84447d12e8f8dd7,다파프로메트서방정10/500밀리그램_(1정)(동아에스티(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_81c17045c905bacc4072,출산축하용품 | 출산축하용품(고막체온계),ELECTRONIC_DEVICE_COMPONENT | MATERIAL_UNSPECIFIED,2,3
NAME::ITEM_82391db0b46bdd707dd7,파메콘정(1정)(알파제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_316d5fa626b9a0c9ac05,제이알알벤다졸정400밀리그람(04g/1정)((주)비보존제약)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_31819ae0607da800efb6,로티브정10/5밀리그램_(1정)(동화약품(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_7f3bc28c851560372bb5,아몰비카정10/40mg(한국휴텍스제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_44e1920adc5de38df987,텔로스톱플러스정80/5/5밀리그램_(1정)(일동제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_53b60f57863f1df350c8,텔미베타플러스정40/12.5밀리그램_(1정)(대웅바이오(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_5441d6833d5158850053,몬테어정10밀리그램(몬테루카스트나트륨) ((주)유영제약)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_d29570d9f9f6cc541e14,듀오락 골드캡슐,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_d29af9c6732424d2e102,알렌드로플러스디정(동광제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_d2e849650c0377738224,삼성세레콕시브캡슐200밀리그램_(0.2g/1캡슐)(삼성제약(주))-1캡슐,ALUMINUM | CELECOXIB | POLYPROPYLENE_PP,3,3
NAME::ITEM_cfa8ac860c3f8725851a,어린이알리펜시럽(이부프로펜)(수출명:이부돌시럽)_(20g/1000mL)(대우제약(주))-1000(1)mL/병,ALUMINUM | IBUPROFEN | POLYPROPYLENE_PP,3,3
NAME::ITEM_d02cfb8cb0de71edc528,리세넥스플러스정_(1정)(한림제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_d06192be4047384c206e,엠비엘총콜레스테롤테스트((주)엠비엘)-1test,CARBON_GRAPHITE_ELECTRODE | ENZYME_REAGENT | SILVER_SILVER_CHLORIDE_ELECTRODE,3,3
NAME::ITEM_859664d4d82fe1417aba,하비카에이치씨티정5/40/12.5밀리그램_(1정)((주)화이트생명과학)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_32076cd1f584ef005a69,아토젯정10/20밀리그램_(1정)(한국엠에스디(유))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_2462d249955693f27e38,케토톱엘플라스타(태평양제약)-유료,ALUMINUM | KETOPROFEN | POLYPROPYLENE_PP,3,3
NAME::ITEM_24dd46bff7bb88716802,리버갈린연질캅셀(대진제약)-1C,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_25113861f4c1a0077f3e,드림파마돔페리돈말레산염정_(12.72mg/1정)((주)드림파마)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_a2e0df0b23c6b0ea31ff,듀오토린정10/10mg((주)씨엠지제약)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_a2ea7dda9412e7d2d264,리페스틴캡슐_(1캡슐)(한국프라임제약(주))-1캡슐,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_a1b6baa9476318f553f1,케펜텍플라스타(케토프로펜)(수출명:KEFEN)_10X7cm2(제일약품(주))-1매,ALUMINUM | KETOPROFEN | POLYPROPYLENE_PP,3,3
NAME::ITEM_d5665fa068526e28ae8a,엔피스타정80/5mg_(1정)(대한뉴팜(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_d5bd2bf1f8a8a459a5d8,락소펜엠정(록소프로펜나트륨수화물)((주)마더스제약)-1정,ALUMINUM | LOXOPROFEN | POLYPROPYLENE_PP,3,3
NAME::ITEM_d33a1910a335248738e8,유니라제정(한국유니온제약)-1정(보훈급여),ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_d350168aecc2ea57a336,하이코돈정5.0밀리그램((주)비씨월드제약)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_d35518195b4675646c74,가다실[인유두종바이러스4가]-0.5mL | 가다실프리필드시린지[인유두종바이러스4가(6111618형)백신(유전자재조합)](05mL)(한국엠에스디(주))-0.5mL/관 | 지자체사업-가다실프리필드시린지[인유두종4가],MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC,2,3
NAME::ITEM_12d1f60bea7acc66c5fe,셀콕스캡슐200밀리그램(세레콕시브)((주)메디카코리아)-1캡슐,ALUMINUM | CELECOXIB | POLYPROPYLENE_PP,3,3
NAME::ITEM_1393e3c17e24d3c5b754,리바로젯정2/10밀리그램_(1정)(제이더블유중외제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_d1a4aefc408d14cbc334,네오칸데플러스정_(1정)((주)녹십자)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_d203c639ca113b9473b5,트루바다정((주)유한양행)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_814b0052ff4fc5b85704,맥세비카정5/40밀리그램_(1정)(맥널티제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_f9bdb1e8abbba56b48b3,로수에젯정10/20밀리그램_(1정)(한국프라임제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_7ffd22b302743579dede,트라케이듀오정2.5/1000밀리그램_(1정)(주식회사제뉴원사이언스)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_802bf552533384005042,유다파듀오서방정10/1000밀리그램_(1정)((주)유영제약)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_33565b9ed7809c598c6c,맥세비카정5/20밀리그램_(1정)(맥널티제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_65ff6b1b770ea8153fbb,휴텍스플루코나졸정150mg_(0.15g/1정)(한국휴텍스제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_f7cc3e588644be924155,아세트펜프리믹스주(아세트아미노펜)(05g/50mL)(에이치케이이노엔(주))-50mL/백,ACETAMINOPHEN | ALUMINUM | POLYPROPYLENE_PP,3,3
NAME::ITEM_3cfaafd1387f9773a927,에페린정(동아바이오테크)-1T,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_3d04d1bf0ed92b7619b6,신신파스에스(168X124cm2/1매)(신신제약(주))-1매,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_3d5ee6cb842fd31194b4,테라펜세미정((주)넥스팜코리아)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_d52e82ce23a6d3646e91,하이든플러스정160/12.5밀리그램_(1정)(삼익제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_ad18d7f0e76c36025660,테네린엠서방정10/500밀리그램_(1정)((주)넥스팜코리아)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_643393cdaf7e994472f3,마이다정(1정)((주)휴온스)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_64af31a01fd203267bcb,영풍클래리트로마이신정500밀리그램(영풍제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_64bbc6df7c51fe0ab5d0,아토메가연질캡슐5/1000mg_(1캡슐)(건일제약(주))-1캡슐,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_ad9b758e5337b936584f,뉴비카정5/20mg_(1정)(대한뉴팜(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_a2b33eee4c0bd9e98973,직듀오서방정10/500밀리그램_(1정)(한국아스트라제네카(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_342fda105f02993f446c,도라셋세미정(진양제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_349e99ecc0d182286015,칸살탄플러스정16/12.5mg_(1정)(영진약품(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_7f2ea3127fce69848b13,올메핀정5/20밀리그램_(1정)(위더스제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_7f2fc91388becb24eb69,헤파텍스캡슐(영풍제약(주))-1캡슐,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_7d26ff19c928c9633c64,비아그라정(한국화이자) 100mg - 1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_7d7dcac533ce1224ca96,코비안에스정(삼아약품)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_7de3f8a0780d5f7211e4,트라비트정_(1정)((주)씨티씨바이오)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_0dfffd68f2dc2c710029,레가론캅셀 140(부광약품)-1캅셀(원내약),ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_0e01caf9d807b34596d2,타진서방정 20/10mg(먼디파마(유))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_0e081026622a55ffdd5b,코니톱시럽_(500mL)(코오롱제약(주))-500(1)mL/병,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_0e2651c08aa682db5c29,텔미모어정40/12.5밀리그램_(1정)(명문제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_d3f66f60406a0fd39fdb,케펜텍플라스타(케토프로펜)(수출명:KEFEN)_10X7cm2(제일약품(주))-1매,ALUMINUM | KETOPROFEN | POLYPROPYLENE_PP,3,3
NAME::ITEM_d41f99a92c8d20ea29fa,코스맥스아스피린장용정100mg(아스피린)_(0.1g/1정)(코스맥스바이오(주))-1정,ALUMINUM | ASPIRIN | POLYPROPYLENE_PP,3,3
NAME::ITEM_d42d28b5170531b2495d,(정신건강의학과)로나큐정4밀리그램(블로난세린)_(4mg/1정)(환인제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_f91a646a627e0c2d4fdc,일양바이오나부메톤정(일양바이오팜(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_f98ddc0ff9e8d823893f,엘레비트정(바이엘코리아)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_1171be70a898ac6d04cb,트윈텔라정40/5밀리그램_(1정)((주)보령바이오파마)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_11acd74aad716a475aa6,유나잘탄정5/160밀리그램(한국유나이티드제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_11b3f4564a4bdbd7bbdc,로시덴겔(신풍제약)-1g (포장단위 50g),ALUMINUM | PIROXICAM | POLYPROPYLENE_PP,3,3
NAME::ITEM_d7c4a9a08b01f8f53d17,텔미칸에이정80/5밀리그램_(1정)(제일헬스사이언스(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_d5fe228b1b9ca1e326d2,테네리엠서방정10/500밀리그램_(1정)(경동제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_56f3e4a0d2e51e50f94f,뉴페낙주사2밀리리터(디클로페낙β디메틸아미노에탄올)_(90mg/2mL)(아주약품(주))-2mL/앰플,ALUMINUM | DICLOFENAC | POLYPROPYLENE_PP,3,3
NAME::ITEM_435dd8ac8f90aa9d13f7,에제심바정10/20밀리그램_(1정)(알리코제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_438c54a595d8cb76d2ac,하이비날골드정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_ffb745bd2a8d47f15c6f,셀렉카듀오정_(1정)(경동제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_d65ec016afdc69f988f6,네시나액트정25/30밀리그램_(1정)((주)셀트리온제약)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_d6c6274e6cabdfe83228,포리진질연질캡슐(삼진제약(주))-1캡슐,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_d6c825a1e9613f47ef3d,세나트리플질연질캡슐,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_d6eff2cffb3a30126623,빌다글메트정50/500밀리그램_(1정)(한미약품(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_e5b567dc6d42eb179974,다포르정10밀리그램(다파글리플로진비스L프롤린)_(15.63mg/1정)(일동제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_0dc6d13c1fb549a34255,올메팜플러스정20/12.5밀리그램(일동제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_33ff26ed47a120976c3f,테라플루나이트타임건조시럽(1포)((주)글락소스미스)-1포,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_dadded5aaff1b196f706,하이비날정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_dae81926976a917d53ba,큐시미아캡슐15mg/92mg(알보젠코리아)-1캡슐,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_483e18483cb92576eea7,제미로우정50/5밀리그램_(1정)((주)엘지화학)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_48964e02a43207f576c6,크리스탈이부프로펜주(04g/100mL)(크리스탈생명과학(주))-100mL/병,ALUMINUM | IBUPROFEN | POLYPROPYLENE_PP,3,3
NAME::ITEM_48ab5040e7c184b06be5,리세페롤플러스정_(1정)((주)휴비스트제약)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_4ad4679e6c927f2c8932,한독바클로펜정10밀리그램_(10mg/1정)((주)한독)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_7df2170f5fa66ed4ecf4,올메비카정5/40밀리그램_(1정)(동국제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_7e0365c49bcb30ee4007,앤세낙정(아세클로페낙)_(0.1g/1정)(한화제약(주))-1정,ACECLOFENAC | ALUMINUM | POLYPROPYLENE_PP,3,3
NAME::ITEM_7e4e7bb21d18b78ce069,싸이브렉스캡슐100mg(세레콕시브)_(0.1g/1캡슐)(한국휴텍스제약(주))-1캡슐,ALUMINUM | CELECOXIB | POLYPROPYLENE_PP,3,3
NAME::ITEM_7e9db17aad05b3f326d8,암로듀엣정5/10mg_(1정)((주)휴온스)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_33017537a1637249efa8,이니스트피나스테리드정5밀리그램_(5mg/1정)(이니스트바이오제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_07f85639109b8b130924,엑스원정10/160밀리그램_(1정)(에이치케이이노엔(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_f3a85e5005489d3d7f60,훼리탑에프캡슐(일동제약)-30정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_63f48303f74e35daf9ec,콜대원키즈코프시럽(5mL)(대원제약(주))-5mL/포,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_620eecbba1a32ab83f20,셀레록스캡슐100mg(세레콕시브)_(0.1g/1캡슐)((주)비보존제약)-1캡슐,ALUMINUM | CELECOXIB | POLYPROPYLENE_PP,3,3
NAME::ITEM_115c9d53dbaf468f6807,네시나액트정25/15밀리그램_(1정)((주)셀트리온제약)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_22bc00cb5818571f7050,록소리스정(록소프로펜나트륨)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
NAME::ITEM_230e71423314cf883492,영진멜라토닌서방정2mg(영진약품),ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,3
