standard_item_key,item_name,raw_material_meta_code,raw_material_risk_meta_code,demand_risk_meta_code,mapping_weight,exposure_score,source_rows,review_status,mapping_version
NAME::ITEM_34c42fe7ab12567fddcd,베타온정(베포타스틴베실산염)_(10mg/1정)(한국코러스(주))-1정,BEPOTASTINE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_34d0698b6a7843dd6bb1,아토센정20mg(아토르바스타틴칼슘수화물)((주)테라젠이텍스)-1정,ATORVASTATIN,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,7,pending,material-standard-axis-v1-pending-review
NAME::ITEM_34d2c689f95ec91b55e5,마이오가드점안액0125%(아트로핀황산염)(1회용)(05mg/04mL)((주)라이트팜텍)-0.4mL/관,ATROPINE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_34db7d82ddd9c6f833e0,트루테라정4밀리그램(실로도신)((주)메디카코리아)-1정,SILODOSIN,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_34e63e28c3dc416e5f9e,테라조정(테라조신염산염수화물)((주)이든파마)-1정,TERAZOSIN,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,6,pending,material-standard-axis-v1-pending-review
NAME::ITEM_34e80ed4c615acb157b3,피나스테아정(피나스테리드)_(5mg/1정)(에이치엘비제약(주))-1정,FINASTERIDE,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,11,pending,material-standard-axis-v1-pending-review
NAME::ITEM_350a78fdcf6a448a24a1,코박스인플루PF주(프리필드시린지)(05mL)((주)한국백신)-0.5mL/관,PREFILLED_SYRINGE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,3,pending,material-standard-axis-v1-pending-review
NAME::ITEM_350dbe932e1af11139ee,로바스로정5밀리그램(로수바스타틴칼슘(미분화))_(5.2mg/1정)(환인제약(주))-1정,PHARMA_API_GENERIC,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_3517dff49de681b4ac84,파렉손정(에페리손염산염)_(50mg/1정)((주)한국파마)-1정,EPERISONE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.35,0.35,14,pending,material-standard-axis-v1-pending-review
NAME::ITEM_352ccf2b081ce55f3f64,포그렐서방정300밀리그램(사르포그렐레이트염산염)_(0.3g/1정)(알리코제약(주))-1정,SARPOGRELATE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_353320fc6dc45c8313b6,폴시드정(폴산)_(1mg/1정)(조아제약(주)),FOLIC_ACID,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.35,0.35,25,pending,material-standard-axis-v1-pending-review
NAME::ITEM_35354832bedb1df24aea,셀리손정(에페리손염산염)(셀티스팜(주))-1정,EPERISONE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.35,0.35,203,pending,material-standard-axis-v1-pending-review
NAME::ITEM_35455ad1c408b8ce0530,비타디본주(휴온스),PHARMA_API_GENERIC,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.15,0.15,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_35520e13b50db1d7732e,대상포진(유전자재조합)-시대상자,MATERIAL_UNSPECIFIED,UNCLASSIFIED_MATERIAL_RISK,NOT_APPLICABLE,0.05,0.05,9,pending,material-standard-axis-v1-pending-review
NAME::ITEM_35606bfe19e1770e60e1,오엠피에스정20밀리그램(에스오메프라졸마그네슘이수화물)_(21.69mg/1정)((주)종근당)-1정,ESOMEPRAZOLE,MINERAL_RAWMATERIAL_GENERIC;API_IMPORT_DEPENDENCY_CN_IN,LIFESTYLE_CALENDAR_EVENT;SEASONAL_CLIMATE_PATTERN,0.35,0.35,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_3562d7ac9b507cd3bdb9,토바스틴정20밀리그램(아토르바스타틴칼슘삼수화물)_(21.69mg/1정)((주)셀트리온제약)-1정,ATORVASTATIN,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,49,pending,material-standard-axis-v1-pending-review
NAME::ITEM_356ae73ac07e16fcf455,텔미르정40밀리그램(텔미사르탄)_(40mg/1정)(한림제약(주))-1정,TELMISARTAN_AMLODIPINE,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,6,pending,material-standard-axis-v1-pending-review
NAME::ITEM_356da9d9dc0287d5fbcd,헤모키즈(닥터라인),MATERIAL_UNSPECIFIED,UNCLASSIFIED_MATERIAL_RISK,NOT_APPLICABLE,0.05,0.05,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_357a0716ea3563bfca14,라베파정20밀리그램(라베프라졸나트륨)((주)한국코러스제약)-1정,RABEPRAZOLE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_35811f74af9dd6ddb182,에르빈주사액(메틸에르고메트린말레산염)_(0.2mg/1mL)(대원제약(주))-1mL/앰플,METHYLERGOMETRINE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_3590ff35f0713da61bd1,케이악손주2그람(세프트리악손나트륨수화물)_(2g/1병)(한국코러스(주))-1병,CEFTRIAXONE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_3594a556fe9ff69e3a08,하이히알플러스주(히알루론산나트륨)_(20mg/2mL)((주)휴메딕스)-2mL/관,SODIUM_HYALURONATE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_359e8299081fcb592efc,액티피드정(BM),COLD_COMBO_ANTIHISTAMINE_DECONGESTANT,API_IMPORT_DEPENDENCY_CN_IN,SEASONAL_CLIMATE_PATTERN;INFECTIOUS_DISEASE_OUTBREAK,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_35a1df5985ae878ad98d,로잘핀정(로사르탄칼륨)(에스피씨(주))-1정,LOSARTAN,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,26,pending,material-standard-axis-v1-pending-review
NAME::ITEM_35c3d4c4fde5468f4ab2,시리카캡슐150mg(프레가발린)(삼익제약(주))-1캡슐,PREGABALIN,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,5,pending,material-standard-axis-v1-pending-review
NAME::ITEM_35cf87303a606b7bae18,해피카인액(염산리도카인)_(10g/500mL)(한올바이오파마(주))-500mL/병,LIDOCAINE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_35d7dc0644bb2a0a3a3f,3500원)혜민고카타플라스마(9X13cm2/1매)(대화제약(주))-1매,HERBAL_MATERIAL_MULTISOURCE,HANBANG_MULTISOURCE_ORIGIN_RISK,SEASONAL_CLIMATE_PATTERN;LIFESTYLE_CALENDAR_EVENT,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_35dd73e5bed52afc4d8c,신일폴산정_(임신준비),FOLIC_ACID,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.35,0.35,89,pending,material-standard-axis-v1-pending-review
NAME::ITEM_35e0b3cdc0101d2f710e,베넥사엑스알서방캡슐37.5밀리그램(벤라팍신염산염)_(42.42mg/1캡슐)(한림제약(주))-1캡슐,VENLAFAXINE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_35e303288a231ae7e788,◇트레시바플렉스터치주100단위/mL(인슐린데글루덱)(300unit/3mL)(노보노디스크제약(주))-3mL/관,INSULIN_DEGLUDEC,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,3,pending,material-standard-axis-v1-pending-review
NAME::ITEM_35eb1451c8b666d1ac20,"시타메트엑스알서방정50/1000밀리그램(시타글립틴, 메트포르민)_(1정)(한미약품(주))-1정",METFORMIN,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,3,pending,material-standard-axis-v1-pending-review
NAME::ITEM_35f4087b6656ba252836,벤토린네뷸2.5mg(살부타몰황산염)_(3mg/2.5mL)((주)글락소스미스클라인)-2.5mL/앰플,SALBUTAMOL,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,11,pending,material-standard-axis-v1-pending-review
NAME::ITEM_35fc6cd0f76b08ba387f,세토리드정(애엽95%에탄올연조엑스(20→1))(경동제약(주))-1정,HERBAL_MATERIAL_MULTISOURCE,MINERAL_RAWMATERIAL_GENERIC;API_IMPORT_DEPENDENCY_CN_IN,LIFESTYLE_CALENDAR_EVENT;SEASONAL_CLIMATE_PATTERN,0.5,0.5,3,pending,material-standard-axis-v1-pending-review
NAME::ITEM_3616750416fc295807fa,히알큐점안액0.18%(히알루론산나트륨)(1회용)_(0.9mg/0.5mL)(일동제약(주))-0.5mL/관,SODIUM_HYALURONATE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_361f7252ba585d2bd30b,헬스피온서방정150mg(부프로피온염산염)_(0.15g/1정)(명인제약(주))-1정,BUPROPION,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_362ed30f5b684e81b19d,리팜핀정450mg(유한양행)-1정,RIFAMPIN,API_IMPORT_DEPENDENCY_CN_IN,GOV_POLICY_PROGRAM_EXPANSION;INFECTIOUS_DISEASE_OUTBREAK,0.35,0.35,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_364689be46b1c20a4780,훼리너프지캡슐(1캡슐)((주)녹십자)-1캡슐,IRON_MINERAL_COMPOUND,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.5,0.5,11,pending,material-standard-axis-v1-pending-review
NAME::ITEM_364866769ef32c68d4ae,(맘편한임신)마이니철분,IRON_MINERAL_COMPOUND,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.5,0.5,20,pending,material-standard-axis-v1-pending-review
NAME::ITEM_36979b434a6775f9ec4e,벨론에이액 500밀리리터(대한약품공업(주))-500mL/백,MATERIAL_UNSPECIFIED,UNCLASSIFIED_MATERIAL_RISK,NOT_APPLICABLE,0.05,0.05,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_369c5b045dd081720e9f,빌다틴정50밀리그램(빌다글립틴)_(50mg/1정)(안국뉴팜(주))-1정,VILDAGLIPTIN,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_36cf6f87bf19ebf48396,영진브로멜라인장용정100밀리그램_(0.1g/1정)(영진약품(주))-1정,BROMELAIN,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.35,0.35,11,pending,material-standard-axis-v1-pending-review
NAME::ITEM_36e2b30b1805b00ebed3,비타놀점안액(올로파타딘염산염)_(6mg/6mL)(화일약품(주))-6mL/병,OLOPATADINE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,3,pending,material-standard-axis-v1-pending-review
NAME::ITEM_370782efc40164ee870b,모자보건수첩,PULP_PAPER,PULP_TIMBER_SUPPLY_DISRUPTION,NOT_APPLICABLE,0.35,0.35,10,pending,material-standard-axis-v1-pending-review
NAME::ITEM_3715af7ca00f5b08767a,마이니레몬유래엽산,FOLIC_ACID,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.35,0.35,71,pending,material-standard-axis-v1-pending-review
NAME::ITEM_3725ba7d1ad4b38ce3bf,엘도르캡슐(에르도스테인)_(0.3g/1캡슐)(익수제약(주))-1캡슐,ERDOSTEINE,API_IMPORT_DEPENDENCY_CN_IN,INFECTIOUS_DISEASE_OUTBREAK;SEASONAL_CLIMATE_PATTERN,0.35,0.35,66,pending,material-standard-axis-v1-pending-review
NAME::ITEM_37279c85b312e9434b36,로사디핀정5/100밀리그램((주)한국파비스제약)-1정,LOSARTAN_AMLODIPINE,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_3740ee4bf75f224b3ecb,유니코프시럽(레보드로프로피진)_(3g/500mL)(유니메드제약(주))-500(1)mL/병,LEVODROPROPIZINE,API_IMPORT_DEPENDENCY_CN_IN,INFECTIOUS_DISEASE_OUTBREAK;SEASONAL_CLIMATE_PATTERN,0.35,0.35,7,pending,material-standard-axis-v1-pending-review
NAME::ITEM_37498a91df750873600d,페미밸런스,MATERIAL_UNSPECIFIED,UNCLASSIFIED_MATERIAL_RISK,NOT_APPLICABLE,0.05,0.05,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_3749a051f4b0cd02ed53,레시노원주(디비닐설폰으로 가교결합된 히알루론산나트륨겔과 히알루론산나트륨액의 4:1 w/w 혼합겔)_(2.04g/2mL)((주)유영제약)-2mL/관,PHARMA_API_GENERIC,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.15,0.15,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_374c18613282b6a2dfb3,베노카인액(염산베녹시네이트)_(30mg/10mL)((주)태준제약)-10mL/포,OXYBUPROCAINE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,3,pending,material-standard-axis-v1-pending-review
NAME::ITEM_375059fc7d32b9359bb6,라라카캡슐75밀리그램(프레가발린)_(75mg/1캡슐)((주)유영제약)-1캡슐,PREGABALIN,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_375dddad6634d588869e,플라스마라이트148주_(1000mL)(주식회사박스터코리아)-1000mL/백,PHARMA_API_GENERIC,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.15,0.15,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_376a80091f7f0627c1b5,벤포벨정(1정)((주)종근당)-1정,THIAMINE_B1,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.35,0.35,7,pending,material-standard-axis-v1-pending-review
NAME::ITEM_376b5fda07ce6d2637f9,가바뉴로캡슐75밀리그램(프레가발린)_(75mg/1캡슐)(한림제약(주))-1캡슐,PREGABALIN,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,3,pending,material-standard-axis-v1-pending-review
NAME::ITEM_376d03b069cd0f2cc5fe,바로살탄정40밀리그램(발사르탄)_(40mg/1정)(동아에스티(주))-1정,VALSARTAN,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,3,pending,material-standard-axis-v1-pending-review
NAME::ITEM_37796c04f4ba719e55cd,디쿠모점안액(디쿠아포솔나트륨)(1회용)_(12mg/0.4mL)(대웅바이오(주))-0.4mL/관,DIQUAFOSOL,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,40,pending,material-standard-axis-v1-pending-review
NAME::ITEM_378472c823d053a3f79d,팜스빌(철분),IRON_MINERAL_COMPOUND,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.5,0.5,52,pending,material-standard-axis-v1-pending-review
NAME::ITEM_379a31a5051598efbac9,가스터주사액20밀리그램(파모티딘)_(20mg/1병)(동아에스티(주))-10mL/병,FAMOTIDINE,MINERAL_RAWMATERIAL_GENERIC;API_IMPORT_DEPENDENCY_CN_IN,LIFESTYLE_CALENDAR_EVENT;SEASONAL_CLIMATE_PATTERN,0.35,0.35,11,pending,material-standard-axis-v1-pending-review
NAME::ITEM_37a26648e115495b4fe4,네옥트정(티옥트산)((주)넥스팜코리아)-1정,THIOCTIC_ACID,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,33,pending,material-standard-axis-v1-pending-review
NAME::ITEM_37b7c670b847443d3311,알피티딘정20밀리그램(파모티딘)_(20mg/1정)((주)알피바이오)-1정,FAMOTIDINE,MINERAL_RAWMATERIAL_GENERIC;API_IMPORT_DEPENDENCY_CN_IN,LIFESTYLE_CALENDAR_EVENT;SEASONAL_CLIMATE_PATTERN,0.35,0.35,10,pending,material-standard-axis-v1-pending-review
NAME::ITEM_37c8e110904839341e61,프로빅스정(클로피도그렐황산수소염)_(97.875mg/1정)((주)한국피엠지제약)-1정,CLOPIDOGREL,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_37ca28aa14c754165c32,알포레인연질캡슐(콜린알포세레이트)_(0.4g/1캡슐)((주)팜젠사이언스)-1캡슐,CHOLINE_ALFOSCERATE,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.35,0.35,13,pending,material-standard-axis-v1-pending-review
NAME::ITEM_37e36b38868b7fbdb56c,대우염산브롬헥신정(대우약품공업)-1정,BROMHEXINE,API_IMPORT_DEPENDENCY_CN_IN,INFECTIOUS_DISEASE_OUTBREAK;SEASONAL_CLIMATE_PATTERN,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_37f8f2b819dcff304680,바르디핀정5/160밀리그램_(1정)((주)팜젠사이언스)-1정,VALSARTAN_AMLODIPINE,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,10,pending,material-standard-axis-v1-pending-review
NAME::ITEM_37fa41adeaf158e13583,자디텐시럽(케토티펜푸마르산염)_(20mg/100mL)(한국노바티스(주))-100(1)mL/병,KETOTIFEN,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_3805d9de74ff675f174b,레프라졸정10밀리그램(라베프라졸나트륨)_(10mg/1정)((주)레고켐제약)-1정,RABEPRAZOLE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,3,pending,material-standard-axis-v1-pending-review
NAME::ITEM_3807980bcd50873aec89,글루폴민정2/500밀리그램((주)일화)-1정,GLIMEPIRIDE_METFORMIN,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,13,pending,material-standard-axis-v1-pending-review
NAME::ITEM_38096a2f2c42dcd8740a,아클라오정625밀리그램(아목시실린-클라불란산칼륨)_(1정)(알리코제약(주))-1정,AMOXICILLIN_CLAVULANATE,API_IMPORT_DEPENDENCY_CN_IN,INFECTIOUS_DISEASE_OUTBREAK,0.35,0.35,80,pending,material-standard-axis-v1-pending-review
NAME::ITEM_3809a71f0fb6541f0e57,시타글엠정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)((주)마더스제약)-1정,SITAGLIPTIN,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_380aa4b8abed14616ef6,리피딜슈프라정(페노피브레이트)_(0.16g/1정)((주)녹십자)-1정,FENOFIBRATE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,10,pending,material-standard-axis-v1-pending-review
NAME::ITEM_38161d1bad59243e6b3a,파워골드 종합비타민 24 올인원,VITAMIN_SYNTHETIC_RAWMATERIAL,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_38163620da71742c99cf,팜스빌(철분),IRON_MINERAL_COMPOUND,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.5,0.5,52,pending,material-standard-axis-v1-pending-review
NAME::ITEM_383099ca1f9ef2b511ae,★손톱깍이,MATERIAL_UNSPECIFIED,UNCLASSIFIED_MATERIAL_RISK,NOT_APPLICABLE,0.05,0.05,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_383c9e019f374795c702,노바넬정5밀리그램(암로디핀베실산염)_(6.944mg/1정)(한국넬슨제약(주))-1정,AMLODIPINE,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_38444448c96852625325,복합부스코판당의정(한국베링거인겔하임)-1T,HYOSCINE_BUTYLBROMIDE,MINERAL_RAWMATERIAL_GENERIC;API_IMPORT_DEPENDENCY_CN_IN,LIFESTYLE_CALENDAR_EVENT;SEASONAL_CLIMATE_PATTERN,0.35,0.35,7,pending,material-standard-axis-v1-pending-review
NAME::ITEM_38449ea28c1f211c6f22,헤모포스(중외제약),IRON_MINERAL_COMPOUND,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.5,0.5,69,pending,material-standard-axis-v1-pending-review
NAME::ITEM_384d25e124cb7c1a7a45,엔트레스토필름코팅정100밀리그램(사쿠비트릴·발사르탄나트륨염수화물)_(0.113103g/1정)(한국노바티스(주))-1정,SACUBITRIL_VALSARTAN,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_385c306a0a9548876a4f,알티리진정(레보세티리진염산염)_(5mg/1정)((주)휴비스트제약)-1정,LEVOCETIRIZINE,API_IMPORT_DEPENDENCY_CN_IN,SEASONAL_CLIMATE_PATTERN;INFECTIOUS_DISEASE_OUTBREAK,0.35,0.35,26,pending,material-standard-axis-v1-pending-review
NAME::ITEM_385f8884baacff6b1945,발미탄에이정(발사르탄)((주)한국파비스제약)-1정,VALSARTAN,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,20,pending,material-standard-axis-v1-pending-review
NAME::ITEM_386752f6e8d9b37928df,움카세린정(펠라고니움시도이데스11%에탄올추출물(1→8~10))(한국휴텍스제약(주))-1정,ETHANOL,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_386b5a4780c06c88872e,어린이영양제,VITAMIN_SYNTHETIC_RAWMATERIAL,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.35,0.35,9,pending,material-standard-axis-v1-pending-review
NAME::ITEM_387abd531245bb09e007,이바넬주(이반드론산나트륨일수화물)_(3.375mg/3mL)(구주제약(주))-3mL/관,IBANDRONATE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_388547b5daf3cdb31f9a,이로바캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐)((주)이든파마)-1캡슐,GABAPENTIN,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_3886be4703d2410aca0c,레피리드정(레보설피리드)((주)테라젠이텍스)-1정,LEVOSULPIRIDE,MINERAL_RAWMATERIAL_GENERIC;API_IMPORT_DEPENDENCY_CN_IN,LIFESTYLE_CALENDAR_EVENT;SEASONAL_CLIMATE_PATTERN,0.35,0.35,12,pending,material-standard-axis-v1-pending-review
NAME::ITEM_388e1a806ec078701b95,젝스트프리필드펜주300마이크로그램(에피네프린타르타르산염)_(0.5457mg/1펜)((주)비씨월드제약)-1펜,EPINEPHRINE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,88,pending,material-standard-axis-v1-pending-review
NAME::ITEM_3893ecc98bde09f4d4cd,하이클점안액(히알루론산나트륨)_(10mg/10mL)(신풍제약(주))-10mL/병,SODIUM_HYALURONATE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_389a03c5d077c7cbe9fd,솔페락정10mg(솔리페나신숙신산염)_(10mg/1정)(알리코제약(주))-1정,SOLIFENACIN,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_38fed73055c2631a6f4d,이베라정300밀리그램(이베사탄)(신풍제약(주))-1정,IRBESARTAN,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_3901ba95198933da78df,레드로프정60밀리그램(레보드로프로피진)_(60mg/1정)(한국넬슨제약(주))-1정,LEVODROPROPIZINE,API_IMPORT_DEPENDENCY_CN_IN,INFECTIOUS_DISEASE_OUTBREAK;SEASONAL_CLIMATE_PATTERN,0.35,0.35,128,pending,material-standard-axis-v1-pending-review
