물품코드,물품명,sample_size,raw_median_days,credibility,review_period_days
USE0000650,네블라이저키트(성인),7,83.0,0.6859185028929208,89.0
USE0000650,버물리S액,5,93.0,0.609362685123064,96.5
USE0000650,알콜솜(피고셋),6,90.0,0.6517988434649009,94.2
USE0000651,AU700 LDL-Chol,5,56.0,0.609362685123064,74.0
USE0000651,수송배지,10,41.5,0.757272044090506,56.2
USE0000651,케토크린,16,32.5,0.8331036212313633,44.1
USE0000652,STI) RPR card test,5,71.0,0.609362685123064,83.1
USE0000652,TP-PA 100T,6,103.0,0.6517988434649009,102.7
USE0000652,뉴케어(당뇨식)30개입,5,80.0,0.609362685123064,88.6
USE0000652,플렉스올,12,31.5,0.7891988132134214,46.4
USE0000653,AccessReaction Vessel,5,90.0,0.609362685123064,94.7
USE0000653,STI) SD BIOLINE Syphilis 3.0(Multi),6,67.5,0.6517988434649009,79.5
USE0000653,건강기능식품)엽산제,6,59.5,0.6517988434649009,74.3
USE0000654,AU700 A1c Advanced,8,55.5,0.713948244582345,68.8
USE0000654,AccessWash Buffer,5,90.0,0.609362685123064,94.7
USE0000654,건강기능식품)철분제,8,39.0,0.713948244582345,57.0
USE0000654,니코틴엘20,5,97.0,0.609362685123064,99.0
USE0000654,스킨 스테이플러,9,34.0,0.7373849397414085,51.9
USE0000654,파스,5,83.0,0.609362685123064,90.4
USE0000655,AccessSubstrate,5,90.0,0.609362685123064,94.7
USE0000655,니코레트껌2mg,10,72.0,0.757272044090506,79.3
USE0000655,스트레칭로프,16,33.0,0.8331036212313633,44.5
USE0000655,어린이치솔,7,41.0,0.6859185028929208,60.2
USE0000655,일회용주사기(3cc),6,57.0,0.6517988434649009,72.7
USE0000655,혈당스틱(아큐첵),5,113.0,0.609362685123064,108.7
USE0000656,지압계,12,34.5,0.7891988132134214,48.7
USE0000656,풍진검사 시약(IgG),10,43.0,0.757272044090506,57.3
USE0000657,SS 배지,6,69.5,0.6517988434649009,80.8
USE0000657,틀니세정제,17,32.0,0.841363653406724,43.1
USE0000657,풍진검사 시약(IgM),13,35.0,0.8022069811890467,48.3
USE0000658,Creatinine,5,113.0,0.609362685123064,108.7
USE0000658,LYSERCELL WDF 2L,5,110.0,0.609362685123064,106.9
USE0000658,란셋(28G),17,32.0,0.841363653406724,43.1
USE0000659,D-billirubin,8,72.5,0.713948244582345,80.9
USE0000659,XN-L CHECK control LV1.2.3,8,88.0,0.713948244582345,92.0
USE0000659,란셋(26G),14,32.5,0.8137030369094728,45.4
USE0000660,알콜솜,17,32.0,0.841363653406724,43.1
USE0000661,IGRA,5,76.0,0.609362685123064,86.2
USE0000661,센트룸,17,32.0,0.841363653406724,43.1
USE0000662,E-tube 7.5,5,120.0,0.609362685123064,113.0
USE0000662,[24년]AI홍보,5,28.0,0.609362685123064,56.9
USE0000662,보습크림세트(2종),7,62.0,0.6859185028929208,74.6
USE0000663,EASY HbA1c Cassette,6,102.0,0.6517988434649009,102.0
USE0000663,단침(0.25*30),5,116.0,0.609362685123064,110.5
USE0000665,EL-Cleancell,7,76.0,0.6859185028929208,84.2
USE0000665,소독용알콜스왑,9,69.0,0.7373849397414085,77.7
USE0000665,파스,9,69.0,0.7373849397414085,77.7
USE0000666,EL-Procell,7,76.0,0.6859185028929208,84.2
USE0000666,TUBE EDTA(3ml),5,102.0,0.609362685123064,102.0
USE0000666,란셋 (200pcs),5,126.0,0.609362685123064,116.6
USE0000666,유축기대여,470,1.0,0.9932264197661861,1.7
USE0000667,TUBE SST(5ml),5,102.0,0.609362685123064,102.0
USE0000668,보호대-발목M,5,43.0,0.609362685123064,66.0
USE0000670,hs-CRP,6,77.5,0.6517988434649009,86.0
USE0000671,Uriscan(2종),5,58.0,0.609362685123064,75.2
USE0000671,혈당스틱(Accu-chek go. performa),18,36.0,0.8488446318075722,46.0
USE0000672,MacConkey agar,14,32.5,0.8137030369094728,45.4
USE0000672,혈당검사지,5,105.0,0.609362685123064,103.8
USE0000672,혈당란셋(나노렛),6,49.5,0.6517988434649009,67.8
USE0000673,MET(1종),5,83.0,0.609362685123064,90.4
USE0000673,장루주머니57mm,5,97.0,0.609362685123064,99.0
USE0000674,ALT,9,69.0,0.7373849397414085,77.7
USE0000674,HIV 1/2 Vidas/60T,5,55.0,0.609362685123064,73.4
USE0000674,란셋,5,127.0,0.609362685123064,117.2
USE0000674,일회용 멸균 수동 채혈침,6,78.0,0.6517988434649009,86.4
USE0000674,장루판57mm,5,97.0,0.609362685123064,99.0
USE0000675,AST,9,69.0,0.7373849397414085,77.7
USE0000675,Dropper,8,71.5,0.713948244582345,80.2
USE0000675,불소바니쉬,5,165.0,0.609362685123064,140.4
USE0000676,Cell pack,5,83.0,0.609362685123064,90.4
USE0000676,HbA1c,9,65.0,0.7373849397414085,74.7
USE0000676,체중계,6,72.0,0.6517988434649009,82.4
USE0000676,혈당측정 검사지,6,76.0,0.6517988434649009,85.1
USE0000677,기저귀(테이프형-특대형),7,28.0,0.6859185028929208,51.2
USE0000677,리피드 측정 검사지,8,73.5,0.713948244582345,81.7
USE0000678,S-S agar,12,32.5,0.7891988132134214,47.2
USE0000678,기저귀(테이프형-대형),5,71.0,0.609362685123064,83.1
USE0000678,손수건,9,29.0,0.7373849397414085,48.2
USE0000678,임신부벨트,7,110.0,0.6859185028929208,107.5
USE0000679,기저귀(팬티형-대형),17,24.0,0.841363653406724,36.4
USE0000679,뉴케어,19,34.0,0.8556518088714926,43.8
USE0000679,리피드프로(3구),6,106.5,0.6517988434649009,104.9
USE0000679,스펙트라 유축 흡입기,11,59.0,0.7743591917034056,68.7
USE0000680,기저귀(팬티형-중형),16,24.5,0.8331036212313633,37.4
USE0000681,XPT CHIV ,15,35.0,0.8239361571668503,46.8
USE0000681,기저귀(일자형-패드),7,42.0,0.6859185028929208,60.8
USE0000682,HDL-cholesterol,9,69.0,0.7373849397414085,77.7
USE0000682,XPT AFP,8,48.0,0.713948244582345,63.4
USE0000682,온습도계,9,67.0,0.7373849397414085,76.2
USE0000682,임산부엠블럼,5,85.0,0.609362685123064,91.6
USE0000682,증류수,6,74.0,0.6517988434649009,83.7
USE0000682,클라미디아,5,111.0,0.609362685123064,107.5
USE0000683,XPT PSA,7,60.0,0.6859185028929208,73.2
USE0000684,Mac 생배지,5,38.0,0.609362685123064,63.0
USE0000684,XPT CEA,8,67.5,0.713948244582345,77.4
USE0000684,칫솔치약세트,5,92.0,0.609362685123064,95.9
USE0000684,클라미디어시약,6,75.5,0.6517988434649009,84.7
USE0000685,Hbs Ab,13,40.0,0.8022069811890467,52.3
USE0000685,SS 생배지,5,38.0,0.609362685123064,63.0
USE0000685,XPT CA 125,6,65.5,0.6517988434649009,78.2
USE0000685,미션 성공자 인센티브 상품,6,95.0,0.6517988434649009,97.4
USE0000685,일반파스,10,64.5,0.757272044090506,73.6
USE0000685,임산부배려 엠블럼,9,47.0,0.7373849397414085,61.4
USE0000686,HBs-Ag,13,48.0,0.8022069811890467,58.7
USE0000686,Hbs Ag,13,40.0,0.8022069811890467,52.3
USE0000686,Syphillis,6,67.5,0.6517988434649009,79.5
USE0000686,호올스,6,77.5,0.6517988434649009,86.0
USE0000687,CHO,5,91.0,0.609362685123064,95.3
USE0000687,HBs-Ab,13,48.0,0.8022069811890467,58.7
USE0000688,CRP(C-반응성 단백),12,46.0,0.7891988132134214,57.8
USE0000688,물티슈,9,51.0,0.7373849397414085,64.4
USE0000688,한방파프수에스카타플라스마,10,56.5,0.757272044090506,67.5
USE0000689,Vaccum tube(SST),8,56.5,0.713948244582345,69.5
USE0000689,XPT TSH,11,44.0,0.7743591917034056,57.1
USE0000689,채혈 진공시험관(LFT Bottle)(검사실),6,93.0,0.6517988434649009,96.1
USE0000690,MacConkey Agar(완제품50개),11,32.0,0.7743591917034056,47.8
USE0000690,S-GOT,12,41.5,0.7891988132134214,54.3
USE0000690,XPT T3,13,44.0,0.8022069811890467,55.5
USE0000690,성인용기저귀대형,9,54.0,0.7373849397414085,66.6
USE0000690,혈당검사지 4,5,77.0,0.609362685123064,86.8
USE0000691, Eci PSA,5,104.0,0.609362685123064,103.2
USE0000691,S-GPT,12,38.5,0.7891988132134214,51.9
USE0000691,XPT FT4,14,41.5,0.8137030369094728,52.8
USE0000691,일자형패드,5,125.0,0.609362685123064,116.0
USE0000691,휘발유,14,29.0,0.8137030369094728,42.6
USE0000692, Eci CA125,7,71.0,0.6859185028929208,80.7
USE0000692,KIA,6,94.5,0.6517988434649009,97.1
USE0000692,TG,7,99.0,0.6859185028929208,99.9
USE0000692,r-GTP,12,48.0,0.7891988132134214,59.4
USE0000692,요실금팬티,8,68.0,0.713948244582345,77.7
USE0000693, Eci CA15-3,11,56.0,0.7743591917034056,66.4
USE0000693,LDH,10,64.0,0.757272044090506,73.2
USE0000693,기저귀(중대형/일반),7,77.0,0.6859185028929208,84.9
USE0000693,메딕스밴드 1호,5,52.0,0.609362685123064,71.5
USE0000693,채혈 CBC Bottle(검사실),5,96.0,0.609362685123064,98.3
USE0000693,테이프형 기저귀(대),9,55.0,0.7373849397414085,67.3
USE0000694, Eci TSH,12,39.5,0.7891988132134214,52.7
USE0000694,Cholesterol,12,46.5,0.7891988132134214,58.2
USE0000694,HbA1c,7,63.0,0.6859185028929208,75.2
USE0000695, Eci Free T4,14,40.5,0.8137030369094728,52.0
USE0000695,BUN,7,74.0,0.6859185028929208,82.8
USE0000695,HR. SS Medium,9,56.0,0.7373849397414085,68.1
USE0000696, Eci T3,14,42.0,0.8137030369094728,53.2
USE0000696,SS agar,5,104.0,0.609362685123064,103.2
USE0000696,creatinine,5,107.0,0.609362685123064,105.0
USE0000697,MacConky agar,5,104.0,0.609362685123064,103.2
USE0000697,s.s agar 완제품,8,83.5,0.713948244582345,88.8
USE0000697,비맥스,6,101.0,0.6517988434649009,101.3
USE0000698,기저귀 팬티중형,14,30.0,0.8137030369094728,43.4
USE0000698,디펜쿨,5,101.0,0.609362685123064,101.4
USE0000699,API R,6,94.5,0.6517988434649009,97.1
USE0000699,KIA 완제품,5,90.0,0.609362685123064,94.7
USE0000699,기저귀 팬티대형,11,49.0,0.7743591917034056,61.0
USE0000699,소독솜(200매),5,120.0,0.609362685123064,113.0
USE0000700, ASTJ,6,62.0,0.6517988434649009,75.9
USE0000700,HDL-cholesterol,6,106.0,0.6517988434649009,104.6
USE0000700,XNL CAL,7,62.0,0.6859185028929208,74.6
USE0000700,기저귀 (일자)대형,10,61.5,0.757272044090506,71.3
USE0000700,물티슈,7,87.0,0.6859185028929208,91.7
USE0000700,에프에이이올스왑,9,31.0,0.7373849397414085,49.6
USE0000701, AL(K)P,6,87.5,0.6517988434649009,92.5
USE0000701,(조호2)기저귀팬티 중형-테나,8,48.5,0.713948244582345,63.8
USE0000701,기저귀 (일자)특대 ,9,74.0,0.7373849397414085,81.4
USE0000701,칫솔,6,121.0,0.6517988434649009,114.4
USE0000702, GGT,9,55.0,0.7373849397414085,67.3
USE0000702,(조호3)기저귀팬티 대형-테나,10,42.0,0.757272044090506,56.6
USE0000702,COBAS 6000 PROCELL M,6,59.5,0.6517988434649009,74.3
USE0000702,HAV IgG,7,103.0,0.6859185028929208,102.7
USE0000702,물티슈(조호),10,51.0,0.757272044090506,63.4
USE0000702,안심란셋(30G)/100개,5,78.0,0.609362685123064,87.4
USE0000702,유산균(30포),7,105.0,0.6859185028929208,104.1
USE0000702,팬티형 기저귀(대형),6,95.0,0.6517988434649009,97.4
USE0000703,(조호1)기저귀밴드-테나,7,42.0,0.6859185028929208,60.8
USE0000703,CLEACELL M,6,59.5,0.6517988434649009,74.3
USE0000703,HAV IgM,8,78.5,0.713948244582345,85.2
USE0000703,기저귀(언더웨어형),13,47.0,0.8022069811890467,57.9
USE0000703,라텍스 장갑,9,43.0,0.7373849397414085,58.5
USE0000703,방수매트 ,5,88.0,0.609362685123064,93.5
USE0000703,소변스틱(4종),6,93.5,0.6517988434649009,96.5
USE0000704, URIC ACID,6,82.0,0.6517988434649009,89.0
USE0000704,HCV,6,104.0,0.6517988434649009,103.3
USE0000704,T.G,9,56.0,0.7373849397414085,68.1
USE0000705, CHOLESTEROL,6,74.0,0.6517988434649009,83.7
USE0000705,PRO CELL,7,99.0,0.6859185028929208,99.9
USE0000706, HDL-CHOLESTEROL,9,42.0,0.7373849397414085,57.8
USE0000706,CLEAN CELL,7,99.0,0.6859185028929208,99.9
USE0000706,임산부 배려(가방고리),5,111.0,0.609362685123064,107.5
USE0000706,임산부배려(가방고리),7,67.0,0.6859185028929208,78.0
USE0000706,튼살크림,9,55.0,0.7373849397414085,67.3
USE0000707, TRIGLYCERIDE,8,67.5,0.713948244582345,77.4
USE0000708, T-BILIRUBIN,5,101.0,0.609362685123064,101.4
USE0000708,물티슈,12,41.0,0.7891988132134214,53.9
USE0000708,영양죽(말기암환자영양식),5,151.0,0.609362685123064,131.9
USE0000708,케펜텍플라스타(6매),6,111.0,0.6517988434649009,107.9
USE0000709, Glucose,7,99.0,0.6859185028929208,99.9
USE0000709,B형간염항원,7,62.0,0.6859185028929208,74.6
USE0000709,류마스탑,8,39.5,0.713948244582345,57.4
USE0000710,B형간염항체,7,62.0,0.6859185028929208,74.6
USE0000710,메디웰,19,28.0,0.8556518088714926,38.7
USE0000710,불소바니셔,6,49.0,0.6517988434649009,67.5
USE0000710,포비딕스틱(50pcs/box),7,92.0,0.6859185028929208,95.1
USE0000711,(목동)색연필,6,71.0,0.6517988434649009,81.8
USE0000711,U V DILUENT,6,84.0,0.6517988434649009,90.3
USE0000712,Uro GP(3종),13,46.0,0.8022069811890467,57.1
USE0000713,HIV combi PT Elecsys,6,96.0,0.6517988434649009,98.1
USE0000713,HIV시약(EIA법),7,60.0,0.6859185028929208,73.2
USE0000713,Multistick(10종),6,85.5,0.6517988434649009,91.2
USE0000713,혈당스틱,8,62.5,0.713948244582345,73.8
USE0000714,소-접수)EDTA 진공튜브(3cc),9,33.0,0.7373849397414085,51.1
USE0000714,채혈주사기(5ml),5,74.0,0.609362685123064,84.9
USE0000714,한방파스,5,99.0,0.609362685123064,100.2
USE0000715,(로슈)LDL-cho 200T,5,63.0,0.609362685123064,78.2
USE0000715,RPR,6,102.5,0.6517988434649009,102.3
USE0000715,"Salmonella Shigella 수송,배양배지",6,95.0,0.6517988434649009,97.4
USE0000716, XNL Cellpack DCL,8,36.5,0.713948244582345,55.2
USE0000716,센티렉스 실버(재가암),7,91.0,0.6859185028929208,94.5
USE0000716,피고셉,16,33.5,0.8331036212313633,44.9
USE0000716,혈당스틱,5,51.0,0.609362685123064,70.9
USE0000717,HDL-cho,5,62.0,0.609362685123064,77.6
USE0000717,뉴케어당뇨식,7,70.0,0.6859185028929208,80.1
USE0000717,소-접수)SST 진공튜브(5cc),9,33.0,0.7373849397414085,51.1
USE0000717,콜레스테롤스틱,7,27.0,0.6859185028929208,50.6
USE0000717,폴리글러브,7,14.0,0.6859185028929208,41.6
USE0000718,A1c 스틱,7,94.0,0.6859185028929208,96.5
USE0000718,임산부 차량 스티커,8,94.0,0.713948244582345,96.3
USE0000719,ss agar,7,99.0,0.6859185028929208,99.9
USE0000720,Afinion HbA1c,5,123.0,0.609362685123064,114.8
USE0000720,CT/NG real time PCR,6,67.5,0.6517988434649009,79.5
USE0000720,PreciControl HbA1c Path,5,123.0,0.609362685123064,114.8
USE0000720,Vacuette tube(SST),5,95.0,0.609362685123064,97.7
USE0000720,풍진(Ig-G),10,57.0,0.757272044090506,67.9
USE0000721,EL SYS wash,6,104.5,0.6517988434649009,103.6
USE0000721,Hemo Q,5,92.0,0.609362685123064,95.9
USE0000721,뉴케어데이밀(재가암),7,91.0,0.6859185028929208,94.5
USE0000721,풍진(Ig-M),10,57.0,0.757272044090506,67.9
USE0000722,Cfas HbA1c,6,121.0,0.6517988434649009,114.4
USE0000722,UNIVERSAL DILUENT,5,63.0,0.609362685123064,78.2
USE0000722,Vacutainer Plain  6ml 1000s,5,112.0,0.609362685123064,108.1
USE0000722,기저귀(재가암),7,91.0,0.6859185028929208,94.5
USE0000722,"한방침(0.25 x 30 x 1,000pcs)",5,83.0,0.609362685123064,90.4
USE0000723,EL PROCELL,7,81.0,0.6859185028929208,87.6
USE0000723,난셋침,7,44.0,0.6859185028929208,62.2
USE0000723,루프,5,105.0,0.609362685123064,103.8
USE0000724,EL CLEANCELL,7,81.0,0.6859185028929208,87.6
USE0000724,Vacutainer SST 5ml 1000s,6,72.5,0.6517988434649009,82.8
USE0000724,바디웰 영양죽,7,91.0,0.6859185028929208,94.5
USE0000725,Alcohol sponge(200매),6,35.5,0.6517988434649009,58.7
USE0000725,Vacutainer SST 8.5ml 1000s,5,112.0,0.609362685123064,108.1
USE0000725,알콜솜,5,109.0,0.609362685123064,106.3
USE0000726,방한용품(보습제),9,37.0,0.7373849397414085,54.1
USE0000727,(목동)아령-1kg,5,41.0,0.609362685123064,64.8
USE0000728,(목동)맨소래담,6,44.5,0.6517988434649009,64.5
USE0000728,건기식엽산제,15,35.0,0.8239361571668503,46.8
USE0000728,임신부건강관리용품,8,73.5,0.713948244582345,81.7
USE0000730,(목동)파스,10,73.5,0.757272044090506,80.4
USE0000731,(목동)찜질팩,8,62.5,0.713948244582345,73.8
USE0000731,Selenite broth(제조),16,35.5,0.8331036212313633,46.6
USE0000731,유동식(재가암),6,87.0,0.6517988434649009,92.2
USE0000731,칫솔세트(치간칫솔),5,58.0,0.609362685123064,75.2
USE0000733,(목동)줄마사지기,9,36.0,0.7373849397414085,53.3
USE0000734, SS agar,16,29.0,0.8331036212313633,41.2
USE0000734,(치매등록)테이프형기저귀(대형),27,20.0,0.8938830384045754,28.7
USE0000735, Mac agar,16,29.0,0.8331036212313633,41.2
USE0000735,불소바니쉬,5,122.0,0.609362685123064,114.2
USE0000735,위생방수지(베드용),6,63.0,0.6517988434649009,76.6
USE0000736,(목동)땅콩마사지볼,5,112.0,0.609362685123064,108.1
USE0000737, HBs Ag,5,69.0,0.609362685123064,81.9
USE0000737,(치매등록)일자형패드,26,22.5,0.8902495546430217,31.2
USE0000737,건강기능식품 헤모맘,9,59.0,0.7373849397414085,70.3
USE0000737,케토크린,6,83.5,0.6517988434649009,89.9
USE0000738, HBs Ab,5,69.0,0.609362685123064,81.9
USE0000738,(목동)스퀴즈볼-빨강,6,31.5,0.6517988434649009,56.0
USE0000738,RUBELLA IgM,7,69.0,0.6859185028929208,79.4
USE0000738,Vacutainer(EDTA),9,43.0,0.7373849397414085,58.5
USE0000738,건강기능식품 마미폴,6,75.0,0.6517988434649009,84.4
USE0000738,겉기저귀(특대),5,62.0,0.609362685123064,77.6
USE0000738,도침40*30(우전),5,100.0,0.609362685123064,100.8
USE0000738,산모수첩,13,63.0,0.8022069811890467,70.7
USE0000738,유축기소모품(메델라),14,38.0,0.8137030369094728,49.9
USE0000739, Combur Test 10,8,61.5,0.713948244582345,73.1
USE0000739,RUBELLA IgG,6,80.5,0.6517988434649009,88.0
USE0000739,Vacutainer(SST Tube),11,43.0,0.7743591917034056,56.3
USE0000739,겉기저귀(대),8,57.0,0.713948244582345,69.9
USE0000739,소-접수)일회용자동안전란셋(26G),5,69.0,0.609362685123064,81.9
USE0000740," anti-A,B,D",5,92.0,0.609362685123064,95.9
USE0000740,(치매등록)물티슈,36,15.5,0.91824333662659,22.6
USE0000740,T-Protein,8,77.5,0.713948244582345,84.5
USE0000740,요실금팬티(대),13,49.0,0.8022069811890467,59.5
USE0000741,(목동)루프밴드-2단계,6,95.0,0.6517988434649009,97.4
USE0000741,T-billirubin,11,54.0,0.7743591917034056,64.8
USE0000741,요실금팬티(중),14,45.0,0.8137030369094728,55.6
USE0000741,파스,7,55.0,0.6859185028929208,69.8
USE0000741,팬티형 기저귀(중형),11,47.0,0.7743591917034056,59.4
USE0000741,핵사메딘,5,96.0,0.609362685123064,98.3
USE0000742, ALTV,5,86.0,0.609362685123064,92.3
USE0000742,T-cholesterol,10,43.0,0.757272044090506,57.3
USE0000742,"성인양치세트(칫솔,치약,통)",6,72.5,0.6517988434649009,82.8
USE0000743, BUN,8,50.5,0.713948244582345,65.2
USE0000743,T-Prtein(C311),5,80.0,0.609362685123064,88.6
USE0000743,T.G,10,57.5,0.757272044090506,68.3
USE0000743,기저귀(일자형)깔개매트용,5,127.0,0.609362685123064,117.2
USE0000744, CREATININE,7,70.0,0.6859185028929208,80.1
USE0000744,Albumin(C311),6,70.0,0.6517988434649009,81.1
USE0000744,혈당스틱(아큐첵),8,84.0,0.713948244582345,89.1
USE0000745,ALP(C311),5,104.0,0.609362685123064,103.2
USE0000745,당화혈색소,7,84.0,0.6859185028929208,89.7
USE0000745,물티슈,8,51.0,0.713948244582345,65.6
USE0000746,T-Bilirubin(C311),6,78.0,0.6517988434649009,86.4
USE0000746,소-접수)스킨코튼볼(압축알콜솜),6,65.5,0.6517988434649009,78.2
USE0000746,콜레스테롤스틱(아큐트렌드/25T),5,95.0,0.609362685123064,97.7
USE0000746,파스,6,104.5,0.6517988434649009,103.6
USE0000747,빈혈스틱301,5,95.0,0.609362685123064,97.7
USE0000749,* 소) Urine Multistick 10SG,8,56.5,0.713948244582345,69.5
USE0000749,GGT(C311),7,64.0,0.6859185028929208,75.9
USE0000749,Isotonac(Diluent),7,87.0,0.6859185028929208,91.7
USE0000749,Multi sample needle,6,73.5,0.6517988434649009,83.4
USE0000749,불소바니쉬,5,119.0,0.609362685123064,112.4
USE0000749,스킨코튼(25매*4),6,91.0,0.6517988434649009,94.8
USE0000749,한방파스,5,116.0,0.609362685123064,110.5
USE0000750,Hemo 510,5,94.0,0.609362685123064,97.1
USE0000750,T-Cholesterol(C311),7,64.0,0.6859185028929208,75.9
USE0000750,Uric acid,10,56.5,0.757272044090506,67.5
USE0000750,Vitros Versa Tip,6,92.0,0.6517988434649009,95.5
USE0000751,Hemo 310,5,94.0,0.609362685123064,97.1
USE0000751,TG(C311),6,78.0,0.6517988434649009,86.4
USE0000751,요화학)Urine multistix 10SG,12,34.0,0.7891988132134214,48.3
USE0000752,Cleanac810,5,110.0,0.609362685123064,106.9
USE0000752,HDL-Cholesterol(C311),7,64.0,0.6859185028929208,75.9
USE0000752,PreciControl HbA1c Norm,5,123.0,0.609362685123064,114.8
USE0000752,Xceed glove(락텍스글러브),6,110.5,0.6517988434649009,107.5
USE0000752,mini VIDAS HIV Ag-Ab 시약,7,91.0,0.6859185028929208,94.5
USE0000753,5Diff CBC Control,6,98.5,0.6517988434649009,99.7
USE0000753,LDL-Cholesterol(C311),7,76.0,0.6859185028929208,84.2
USE0000753,마스크,6,95.0,0.6517988434649009,97.4
USE0000754,HIV COMBI,6,76.5,0.6517988434649009,85.4
USE0000754,Vacutaner SST,5,135.0,0.609362685123064,122.1
USE0000754,파인스겔,6,135.0,0.6517988434649009,123.5
USE0000755,HIV DUO ULTRA VIDAS,5,57.0,0.609362685123064,74.6
USE0000755,Integra-Eco-D(60ml),5,122.0,0.609362685123064,114.2
USE0000755,혈당스틱,6,68.0,0.6517988434649009,79.8
USE0000756, Rubella IgG,8,55.0,0.713948244582345,68.4
USE0000756,E-Check,6,58.5,0.6517988434649009,73.6
USE0000757, Rubella IgM,10,55.0,0.757272044090506,66.4
USE0000757,금연패치2단계 니코틴엘20,5,140.0,0.609362685123064,125.2
USE0000757,만성-지질측정스틱,6,58.5,0.6517988434649009,73.6
USE0000757,스킨코튼,6,120.5,0.6517988434649009,114.1
USE0000757,혈당스틱/50개입,8,63.0,0.713948244582345,74.2
USE0000757,혈액학)Anti-A serum,5,62.0,0.609362685123064,77.6
USE0000758,검정비닐봉투,6,83.0,0.6517988434649009,89.6
USE0000758,만성-혈당스틱,11,31.0,0.7743591917034056,47.0
USE0000758,수송배지(보건증용),6,85.0,0.6517988434649009,90.9
USE0000758,혈액학)Anti-B serum,5,62.0,0.609362685123064,77.6
USE0000759,란셋,6,92.0,0.6517988434649009,95.5
USE0000759,"란셋(30G, 100입)",9,54.0,0.7373849397414085,66.6
USE0000759,에이즈검사시약(ELIZA법),5,42.0,0.609362685123064,65.4
USE0000759,일반란셋/200개입,6,63.0,0.6517988434649009,76.6
USE0000759,혈액학)Anti-D serum,5,62.0,0.609362685123064,77.6
USE0000760, High Diluent,8,61.5,0.713948244582345,73.1
USE0000760,안전란셋/100개입,6,63.0,0.6517988434649009,76.6
USE0000761,알콜솜/200매,5,67.0,0.609362685123064,80.7
USE0000761,큐어패드(드레싱키트)10입*10통/box,11,36.0,0.7743591917034056,50.9
USE0000761,혈액학)UNICEL DXH800 CLEANER,10,35.5,0.757272044090506,51.6
USE0000762,Cleanac710,6,90.5,0.6517988434649009,94.5
USE0000762,Microalbumin,10,78.0,0.757272044090506,83.8
USE0000763,CBC Control,5,114.0,0.609362685123064,109.3
USE0000763,r-GTP,9,59.0,0.7373849397414085,70.3
USE0000763,액티진비티에스(재가암),14,37.0,0.8137030369094728,49.1
USE0000763,혈액학)UNICEL DXH800 CELL LYSE,8,47.0,0.713948244582345,62.7
USE0000764,NaOH-D Clean cas.1 (C311),5,91.0,0.609362685123064,95.3
USE0000764,생리식염수20ml,10,59.5,0.757272044090506,69.8
USE0000764,혈액학)UNICEL DXH800 DIFF PAK,8,60.0,0.713948244582345,72.0
USE0000765,혈액학)UNICEL DXH800 DILUENT,12,32.0,0.7891988132134214,46.8
USE0000766,Ecotergent cas. (C311),5,91.0,0.609362685123064,95.3
USE0000766,RPR,6,112.0,0.6517988434649009,108.5
USE0000766,기저귀(팬티중형),14,35.0,0.8137030369094728,47.5
USE0000766,파스,6,55.5,0.6517988434649009,71.7
USE0000766,페트리 디쉬,6,64.0,0.6517988434649009,77.2
USE0000767,기저귀(팬티대형),11,35.0,0.7743591917034056,50.1
USE0000768,기저귀(테이프대형),6,65.5,0.6517988434649009,78.2
USE0000769,기저귀(테이프특대),5,64.0,0.609362685123064,78.8
USE0000770,팬티형(대형),22,26.5,0.8728325080109757,36.1
USE0000771,기저귀(특대형),6,65.5,0.6517988434649009,78.2
USE0000771,뉴클린스왑,5,113.0,0.609362685123064,108.7
USE0000771,물티슈,10,32.5,0.757272044090506,49.4
USE0000771,오적산,7,76.0,0.6859185028929208,84.2
USE0000772,아장아장 위생용품세트,15,54.0,0.8239361571668503,62.5
USE0000772,팬티형(중형),15,32.0,0.8239361571668503,44.3
USE0000773,LDL-CHO,5,70.0,0.609362685123064,82.5
USE0000773,물티슈,6,99.0,0.6517988434649009,100.0
USE0000775,HbA1C,13,65.0,0.8022069811890467,72.3
USE0000776,HbA1c,7,49.0,0.6859185028929208,65.6
USE0000776,Rubella IgM,12,38.0,0.7891988132134214,51.5
USE0000776,아임마미철분,5,92.0,0.609362685123064,95.9
USE0000776,튜브면봉,7,92.0,0.6859185028929208,95.1
USE0000776,혈당검사지,10,56.0,0.757272044090506,67.2
USE0000777,(목동)케겔운동기,5,78.0,0.609362685123064,87.4
USE0000777,Rubella IgG,9,62.0,0.7373849397414085,72.5
USE0000778,당화혈색소 검사지,11,28.0,0.7743591917034056,44.7
USE0000778,리피도케어 스트립,5,136.0,0.609362685123064,122.7
USE0000779,3cc 주사기 (주사실),5,90.0,0.609362685123064,94.7
USE0000779,소프트란셋,8,56.0,0.713948244582345,69.2
USE0000780,EL HBS Ag,9,31.0,0.7373849397414085,49.6
USE0000780,IGRA 검사 튜브,7,100.0,0.6859185028929208,100.6
USE0000780,멀티콜레스테롤 검사지,12,49.5,0.7891988132134214,60.6
USE0000781,EL anti-HBS ,10,31.0,0.757272044090506,48.2
USE0000781,라텍스글러브(100매),6,88.0,0.6517988434649009,92.9
USE0000781,메디컷 24G-주사실,7,46.0,0.6859185028929208,63.6
USE0000781,휴알콜솜,5,62.0,0.609362685123064,77.6
USE0000782,(신월)월체크카트리지(HbA1c),5,118.0,0.609362685123064,111.7
